"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat -N eth1,macsec0--noheaders --output final/iperf3-1571844895-100-macsec-aesgcm-we-dstat.csv",,,,"Date:","23 Oct 2019 21:54:09 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eth1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.136,8.313,87.252,0.299,0,12813.446,42607.331,0,0,0,0,5105.300,9579.895
6.599,15.990,77.411,0,0,0,0,404634,11292926,0,0,9853,24980
10.025,15.038,74.937,0,0,0,0,439416,12393604,0,0,10687,27255
9.045,16.080,74.874,0,0,0,0,428196,12425398,0,0,10796,27272
7.519,18.045,74.436,0,0,0,0,552800,12149556,0,0,10394,28619
9.799,16.332,73.869,0,0,0,0,621162,12121288,0,0,9944,29229
9.750,16,74.250,0,0,0,114688,505992,12452854,0,0,10423,28658
9.572,16.373,74.055,0,0,0,0,519006,12652600,0,0,10478,28954
12.091,13.098,74.811,0,0,0,0,427548,12651086,0,0,10951,27548
9.975,15.960,74.065,0,0,0,0,481122,12408744,0,0,10785,27978
9.227,16.958,73.815,0,0,0,0,532139,12483135,0,0,10353,28576
7.342,14.684,74.937,3.038,0,0,1515520,392812,9474294,0,0,8455,21788
8.020,17.043,74.937,0,0,0,0,385356,12797842,0,0,11060,26943
9.824,14.106,76.071,0,0,0,0,391968,12072738,0,0,10527,26008
8.772,16.291,74.937,0,0,0,0,384642,12638872,0,0,10940,26783
11.809,13.317,74.874,0,0,0,0,386376,12622218,0,0,10979,26821
10.777,14.286,74.937,0,0,0,73728,385050,12594966,0,0,10959,26742
9.023,16.040,74.937,0,0,0,0,384540,12604050,0,0,10987,26748
11.529,13.283,75.188,0,0,0,0,403594,12301352,0,0,10618,26467
8.040,16.080,75.879,0,0,0,0,385104,12121186,0,0,10579,25972
9.774,15.288,74.937,0,0,0,0,385458,12616162,0,0,10972,26788
8.209,15.423,76.368,0,0,0,0,382096,9293056,0,0,8411,20780
7.634,17.303,74.555,0.509,0,0,81920,519750,12891812,0,0,10522,28238
9.824,15.617,74.559,0,0,0,0,516978,12776850,0,0,10408,28140
11,15.500,73.500,0,0,0,0,514116,12649572,0,0,10678,28300
9.548,15.578,74.874,0,0,0,0,419820,12589395,0,0,10794,26980
8.521,16.541,74.937,0,0,0,0,384132,12631302,0,0,10976,26723
12.250,13,74.250,0.500,0,0,24576,386682,12590424,0,0,10932,26785
10.025,15.038,74.937,0,0,0,0,386070,12622218,0,0,10980,26770
10.804,14.322,74.874,0,0,0,0,399756,12654012,0,0,10833,27040
9.476,16.708,73.815,0,0,0,0,498828,12773822,0,0,10310,27536
7.538,14.322,78.141,0,0,0,40960,280803,8340230,0,0,7735,18504
7.250,17.750,73.500,1.500,0,0,122880,446310,12416416,0,0,10476,26716
8.521,16.541,74.937,0,0,0,0,387090,12735768,0,0,10989,26893
10.076,15.869,74.055,0,0,0,0,523926,12682982,0,0,10611,28510
9.476,16.209,74.314,0,0,0,0,425544,12722142,0,0,10732,26743
9.273,16.040,74.687,0,0,0,114688,384107,12602536,0,0,11029,26784
8.772,16.291,74.937,0,0,0,0,384846,12628274,0,0,10944,26749
7.286,17.839,74.623,0.251,0,0,24576,414732,12502612,0,0,10799,27160
11,14.250,74.750,0,0,0,0,421464,12470818,0,0,10731,27196
7.769,17.293,74.937,0,0,0,0,420138,12473846,0,0,10742,27207
8.271,17.293,74.436,0,0,0,0,420403,12287833,0,0,10586,26959
7.323,14.899,77.778,0,0,0,0,384050,9301411,0,0,8204,20937
12.312,12.814,74.623,0.251,0,0,81920,385866,12741824,0,0,11001,26914
9.273,15.789,74.937,0,0,0,0,388212,12635844,0,0,10950,26792
11.307,13.819,74.874,0,0,0,0,387804,12613134,0,0,10930,26796
8.020,17.043,74.937,0,0,0,0,386172,12611620,0,0,10954,26756
