"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat -N eth1,macsec0--noheaders --output final/ping-1571844895-macsec-aegis128l-we-1500-1500-dstat.csv",,,,"Date:","24 Oct 2019 04:57:55 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eth1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.010,9.251,86.502,0.237,0,7383.402,39468.667,0,0,0,0,4661.861,8336.784
0.522,0.783,98.695,0,0,0,81920,126282,126623,0,0,3419,1803
1.309,1.309,97.382,0,0,0,0,118510,118662,0,0,3226,1640
0.779,2.597,96.623,0,0,0,0,118404,118510,0,0,3235,1663
1.542,2.571,95.887,0,0,0,0,118560,118584,0,0,3239,1656
1.031,3.093,95.619,0.258,0,0,114688,117546,117702,0,0,3230,1669
1.047,1.309,97.644,0,0,0,0,117936,117936,0,0,2949,1620
0.264,0.792,98.945,0,0,0,0,116688,116688,0,0,2434,1609
1.302,1.042,97.656,0,0,0,0,116688,116688,0,0,2432,1618
0.792,0.264,98.945,0,0,0,0,116844,116844,0,0,2420,1606
0.526,0.789,98.158,0.526,0,0,24576,116220,116064,0,0,2412,1618
1.818,0.779,97.403,0,0,0,0,116688,116688,0,0,2436,1614
2.083,0.521,97.396,0,0,0,0,116532,116688,0,0,2442,1625
1.309,0.524,98.168,0,0,0,0,116844,116844,0,0,2439,1609
0.792,0.264,98.945,0,0,0,0,116844,116688,0,0,2443,1615
0.266,0,99.202,0.532,0,0,24576,116291,116064,0,0,2439,1629
1.309,0.524,98.168,0,0,0,0,116844,117263,0,0,2452,1626
1.309,0.524,98.168,0,0,0,0,117263,116844,0,0,2442,1621
1.550,1.550,96.899,0,0,0,0,116688,116688,0,0,2455,1622
0.266,0,99.734,0,0,0,0,117000,117000,0,0,2415,1605
0.265,0.265,98.939,0.531,0,0,24576,116064,116064,0,0,2442,1634
0.529,0.265,99.206,0,0,0,0,116844,117227,0,0,2444,1615
1.042,1.302,97.656,0,0,0,57344,117000,117000,0,0,2475,1653
1.538,2.051,96.410,0,0,0,0,116844,116844,0,0,2452,1610
2.046,2.046,95.908,0,0,0,0,117000,117000,0,0,2467,1619
1.269,3.553,94.670,0.508,0,0,98304,116064,115908,0,0,2448,1639
0.769,3.077,95.897,0.256,0,0,172032,116844,117000,0,0,2512,1783
0.265,0.265,99.469,0,0,0,0,116844,116844,0,0,2398,1616
0.528,0.264,99.208,0,0,0,0,117000,117000,0,0,2419,1622
1.737,5.211,93.052,0,0,0,0,117000,116844,0,0,2421,1619
1.047,0.785,97.644,0.524,0,0,40960,116064,116220,0,0,2411,1635
0.519,2.338,97.143,0,0,0,2826240,116532,116532,0,0,2417,1653
1.039,1.558,97.403,0,0,0,0,117000,117000,0,0,2407,1624
1.015,3.807,95.178,0,0,0,0,117000,117000,0,0,2434,1628
1.519,3.544,94.937,0,0,0,0,117000,117000,0,0,2420,1616
1.777,3.046,94.924,0.254,0,0,49152,116220,116220,0,0,2435,1640
1.266,3.797,94.937,0,0,0,0,117000,117000,0,0,2418,1622
0.756,4.786,94.458,0,0,0,0,117000,117000,0,0,2431,1623
1.508,4.271,94.221,0,0,0,0,117078,116922,0,0,2425,1622
1.478,6.158,92.365,0,0,0,0,116844,117000,0,0,2440,1629
1.741,4.975,92.786,0.498,0,0,24576,116376,116220,0,0,2421,1636
2.506,3.509,93.985,0,0,0,0,117000,117000,0,0,2436,1625
1.777,3.046,95.178,0,0,0,0,117000,117156,0,0,2420,1620
1.031,2.320,96.649,0,0,0,0,117000,117000,0,0,2425,1618
2.256,3.759,93.985,0,0,0,0,117000,116844,0,0,2426,1613
1.295,1.554,96.632,0.518,0,0,24576,116064,116220,0,0,2417,1634
0.783,1.305,97.911,0,0,0,0,116844,116844,0,0,2404,1610
1.823,0.521,97.656,0,0,0,0,117000,117000,0,0,2417,1617
1.754,4.261,93.985,0,0,0,0,117419,117263,0,0,2429,1620
0.792,0.528,98.681,0,0,0,0,116844,117000,0,0,2413,1612
1.031,2.062,96.392,0.515,0,0,24576,116142,115986,0,0,2400,1628
0.771,3.085,96.144,0,0,0,0,116844,117000,0,0,2427,1618
0.256,3.836,95.908,0,0,0,0,117000,117000,0,0,2404,1604
0.506,4.557,94.937,0,0,0,0,116844,116844,0,0,2434,1618
0.256,3.590,96.154,0,0,0,0,117000,117000,0,0,2405,1604
0.525,1.050,97.900,0.525,0,0,24576,116220,116220,0,0,2406,1638
0.265,0.265,99.469,0,0,0,0,116844,116844,0,0,2395,1606
0.524,1.571,97.906,0,0,0,0,116844,116688,0,0,2433,1642
0.526,0.789,98.684,0,0,0,0,116844,117000,0,0,2365,1604
0.264,0.792,98.945,0,0,0,0,116844,116844,0,0,2403,1604
0.526,0.526,98.421,0.526,0,0,24576,116220,116220,0,0,2409,1627
