"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat -N eth1,macsec0--noheaders --output final/ping-1571844895-macsec-aesgcm-we-1500-dstat.csv",,,,"Date:","23 Oct 2019 21:46:15 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eth1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.191,8.424,87.082,0.303,0,13132.353,41602.052,0,0,0,0,5175.481,9731.416
2.302,2.046,95.652,0,0,0,0,123347,123605,0,0,3352,4892
1.538,3.846,94.615,0,0,0,0,114766,114766,0,0,3081,4465
3.061,2.806,94.133,0,0,0,0,112320,112500,0,0,2413,4237
2.813,2.813,94.118,0.256,0,0,81920,111072,111072,0,0,2404,4256
3.990,3.741,92.269,0,0,0,0,110526,110526,0,0,2396,4155
3.046,3.046,93.909,0,0,0,0,110292,110292,0,0,2350,4136
2.067,2.584,95.349,0,0,0,0,110760,110760,0,0,2517,4207
2.051,3.333,94.615,0,0,0,0,112944,112944,0,0,3080,4415
2.532,3.797,93.418,0.253,0,0,24576,109356,109200,0,0,2364,4151
2.513,4.523,92.965,0,0,0,0,110136,110292,0,0,2351,4198
1.519,4.810,93.671,0,0,0,0,110292,110292,0,0,2368,4094
3.970,4.467,91.563,0,0,0,8192,110136,110136,0,0,2361,4124
1.253,6.015,92.732,0,0,0,0,110448,110292,0,0,2359,4118
1.768,4.798,93.182,0.253,0,0,24576,109200,109200,0,0,2362,4049
2.785,3.544,93.671,0,0,0,0,110292,110448,0,0,2356,4092
2.030,4.315,93.655,0,0,0,0,110711,110292,0,0,2374,4121
2.273,4.293,93.434,0,0,0,0,110292,110555,0,0,2348,4108
1.746,5.985,92.269,0,0,0,0,109980,110136,0,0,2358,4140
0.993,6.948,91.563,0.496,0,0,24576,109200,109200,0,0,2349,4058
2.469,6.173,91.358,0,0,0,0,110136,110136,0,0,2378,4116
1.266,5.063,93.671,0,0,0,0,110292,110136,0,0,2343,4096
1.042,2.865,96.094,0,0,0,65536,111696,111852,0,0,2855,4317
1.550,3.101,95.349,0,0,0,0,113100,113100,0,0,3130,4471
1.244,6.716,91.791,0.249,0,0,106496,109512,109512,0,0,2444,4019
2.506,4.762,92.732,0,0,0,0,109980,109980,0,0,2359,4275
1.746,5.985,92.269,0,0,0,0,109980,109980,0,0,2369,4102
2.250,5.250,92.500,0,0,0,0,110136,110136,0,0,2354,4095
1.496,6.234,92.269,0,0,0,0,110136,110136,0,0,2375,4089
2.250,5.250,92.250,0.250,0,0,24576,109200,109044,0,0,2342,4114
1.259,5.542,93.199,0,0,0,0,110136,110136,0,0,2368,4091
1.741,6.219,92.040,0,0,0,0,109980,109980,0,0,2341,4092
1.500,6,91.500,1,0,0,2842624,104754,104754,0,0,2335,4026
1.519,4.810,93.671,0,0,0,0,109980,109980,0,0,2345,4104
1.485,6.931,91.337,0.248,0,0,49152,108888,109044,0,0,2380,4102
1.768,4.798,93.434,0,0,0,0,110136,109980,0,0,2333,4039
2.506,4.762,92.732,0,0,0,0,109824,109980,0,0,2368,4083
1.741,5.970,92.289,0,0,0,0,109824,109824,0,0,2351,4085
2.278,4.051,93.671,0,0,0,0,109980,109980,0,0,2352,4065
2.481,5.707,91.563,0.248,0,0,24576,108888,108732,0,0,2361,4021
2.525,4.040,93.434,0,0,0,0,109980,109980,0,0,2342,4053
1.741,6.219,92.040,0,0,0,0,109824,109980,0,0,2360,4043
1.995,5.736,92.269,0,0,0,0,109980,109824,0,0,2363,4085
2.062,2.577,95.361,0,0,0,0,109980,110136,0,0,2346,4064
2.239,5.721,91.791,0.249,0,0,24576,108888,108888,0,0,2361,4085
3.218,5.198,91.584,0,0,0,0,109980,109980,0,0,2367,4099
3.242,4.489,92.269,0,0,0,0,109980,109980,0,0,2355,4080
1.786,3.827,94.388,0,0,0,0,112164,112164,0,0,2886,4334
2.799,3.308,93.893,0,0,0,0,111491,111491,0,0,2539,4056
3.722,4.467,91.563,0.248,0,0,24576,109278,109122,0,0,2371,4198
1.527,4.580,93.893,0,0,0,0,110292,110292,0,0,2354,4096
2.985,4.975,92.040,0,0,0,0,110136,110136,0,0,2380,4069
2.538,3.807,93.655,0,0,0,0,110136,110519,0,0,2350,4129
1.515,5.303,93.182,0,0,0,0,110136,110292,0,0,2370,4107
2.743,4.988,92.020,0.249,0,0,24576,109356,109200,0,0,2351,4050
1.799,3.342,94.859,0,0,0,0,109980,110136,0,0,2351,4083
3.509,4.010,92.481,0,0,0,0,110136,110136,0,0,2348,4121
3.518,3.518,92.965,0,0,0,0,110136,110136,0,0,2364,4104
3.741,4.239,92.020,0,0,0,0,110136,110136,0,0,2344,4123
2.963,5.926,90.864,0.247,0,0,24576,109427,108888,0,0,2384,4152
2.920,7.299,89.781,0,0,0,0,109824,109824,0,0,2370,4119
3.008,4.261,92.732,0,0,0,0,109824,109980,0,0,2364,4144
2.985,5.473,91.542,0,0,0,2605056,109512,109512,0,0,2374,4134
2.010,5.025,92.965,0,0,0,0,109980,109824,0,0,2366,4130
2.985,4.975,91.542,0.498,0,0,40960,108966,109122,0,0,2343,4131
1.777,4.569,93.655,0,0,0,0,109980,109824,0,0,2359,4155
1.790,3.581,94.629,0,0,0,0,109980,109980,0,0,2362,4119
1.018,5.089,93.893,0,0,0,24576,109980,109980,0,0,2349,4091
2.244,5.486,92.269,0,0,0,0,109824,109980,0,0,2375,4135
1.511,5.542,92.695,0.252,0,0,40960,108732,108732,0,0,2355,4085
1.282,4.103,94.615,0,0,0,0,110136,109980,0,0,2360,4142
4.523,6.030,89.447,0,0,0,0,113600,113884,0,0,2455,3725
1.768,5.051,93.182,0,0,0,0,200788,200788,0,0,3110,4376
0.767,5.115,94.118,0,0,0,0,197664,197380,0,0,3046,4292
1.781,4.326,93.639,0.254,0,0,32768,199652,199936,0,0,3085,4362
