"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/iperf3-1578412664-100-orig-jumbo-dstat.csv",,,,"Date:","07 Jan 2020 18:07:23 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.064,5.519,91.373,0.043,0,37075.430,37661.277,0,0,0,0,4316.170,8178.077
8.209,16.169,75.622,0,0,0,0,512508,12604832,0,0,9608,26479
9.250,16.750,74,0,0,0,0,542420,14538780,0,0,10838,31178
10.804,14.322,74.874,0,0,0,0,525578,14240304,0,0,10854,30730
10.500,15.250,74.250,0,0,0,0,561632,14198562,0,0,10688,31625
9.453,16.667,73.881,0,0,0,0,579844,14037778,0,0,10699,31175
9.548,16.080,74.372,0,0,0,122880,556594,14152182,0,0,10639,31562
9.068,16.373,74.559,0,0,0,0,581004,14056428,0,0,10478,31862
8.955,17.164,73.881,0,0,0,0,607078,14183200,0,0,10316,32247
9.273,16.541,74.185,0,0,0,0,605296,14030048,0,0,10422,31992
10.973,14.963,74.065,0,0,0,0,605110,14146096,0,0,10302,32121
6.234,15.711,77.805,0.249,0,0,24576,394095,10325707,0,0,8262,23061
7.519,17.544,74.937,0,0,0,0,446194,14074784,0,0,10857,29478
9.500,15.500,75,0,0,0,0,443940,14009852,0,0,10801,29396
10.025,15.038,74.937,0,0,0,0,480336,13787326,0,0,10776,29893
9.774,15.288,74.937,0,0,0,0,435806,14104158,0,0,10966,29606
8.772,16.291,74.937,0,0,0,81920,437276,14107250,0,0,10983,29582
6.234,18.953,74.813,0,0,0,0,464512,13645094,0,0,10702,30278
9.023,16.040,74.937,0,0,0,0,440706,14165998,0,0,11030,29324
10.025,15.038,74.937,0,0,0,0,437766,14054686,0,0,11012,29597
10.750,14.250,75,0,0,0,0,436884,14037680,0,0,10978,29515
8.040,16.583,75.126,0.251,0,0,24576,412160,10423348,0,0,8378,23984
10.804,14.070,75.126,0,0,0,0,507458,14156820,0,0,10464,30004
10.526,14.787,74.687,0,0,0,0,631490,13821436,0,0,10419,32211
9.091,16.162,74.747,0,0,0,0,578770,13847620,0,0,10439,31860
9.774,15.038,75.188,0,0,0,0,586168,13578616,0,0,10254,31008
10.276,15.288,74.436,0,0,0,81920,551654,13915644,0,0,10587,31113
8.978,16.708,74.314,0,0,0,0,539934,13748676,0,0,10448,30917
10.250,15.500,74.250,0,0,0,0,615214,13516776,0,0,10561,31561
9.250,16.250,74.500,0,0,0,139264,558146,13781142,0,0,10489,31080
9.023,16.291,74.687,0,0,0,0,610418,14036330,0,0,9878,32042
7.250,15.500,77,0.250,0,0,40960,465223,10592539,0,0,8127,24847
8.020,16.541,75.439,0,0,0,0,484612,13759694,0,0,10686,29381
7.750,17.500,74.750,0,0,0,0,445606,14062416,0,0,10845,29419
9.524,15.539,74.937,0,0,0,114688,451474,14025312,0,0,10863,29422
9.524,15.539,74.937,0,0,0,0,472260,13770320,0,0,10798,30002
8.250,16.750,74.750,0.250,0,0,98304,435904,14005214,0,0,10966,29726
10.777,14.286,74.937,0,0,0,0,438648,14091790,0,0,11024,29645
8.250,16.750,75,0,0,0,0,469842,13912552,0,0,10819,29697
10.276,14.787,74.937,0,0,0,0,483586,13465660,0,0,10431,30782
11.529,13.534,74.937,0,0,0,0,446292,14087152,0,0,10807,29752
10.025,15.038,74.937,0,0,0,24576,446390,14074784,0,0,10743,29754
5.985,15.711,78.304,0,0,0,0,392449,10198303,0,0,8067,23062
10.025,15.038,74.937,0,0,0,0,445018,14039226,0,0,10778,29464
9.250,15.750,75,0,0,0,0,441784,13946466,0,0,10707,29302
8.521,16.541,74.937,0,0,0,0,474156,13699204,0,0,10633,29880
9.250,15.750,74.750,0.250,0,0,81920,438256,14074784,0,0,10918,29784
8.521,16.541,74.937,0,0,0,0,470250,13774958,0,0,10720,29918
10,15,75,0,0,0,0,445410,14063962,0,0,10882,29699
8.020,17.043,74.937,0,0,0,0,436982,13985116,0,0,10918,29568
9.023,16.040,74.937,0,0,0,0,439236,14017582,0,0,10978,29516
8.020,17.043,74.937,0,0,0,24576,438746,14062416,0,0,11001,29545
6.549,17.380,76.071,0,0,0,0,425223,10527716,0,0,8406,24392
11.616,13.636,74.747,0,0,0,0,547892,14566510,0,0,11017,31155
8.521,17.293,74.185,0,0,0,0,556680,14510952,0,0,10936,31126
8.838,16.162,75,0,0,0,0,563154,14200206,0,0,10762,31806
7.481,18.454,73.815,0.249,0,0,81920,543846,14209384,0,0,10857,31564
12.250,13.500,74.250,0,0,0,0,552256,14031594,0,0,10776,31351
