"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/ping-1578412664-macsec-chachapoly-e-frag-1500-dstat.csv",,,,"Date:","07 Jan 2020 20:57:15 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.553,8.422,86.987,0.037,0,21552.570,36948.272,0,0,0,0,5538.390,13968.030
0.763,1.781,97.455,0,0,0,0,136500,136500,0,0,2732,1864
0.263,1.053,98.684,0,0,0,0,124890,126398,0,0,1897,1694
0.267,0,99.733,0,0,0,0,124906,124800,0,0,1685,1679
0.792,0.264,98.681,0.264,0,0,499712,124176,124282,0,0,1753,1766
0.267,0,99.733,0,0,0,155648,124020,124020,0,0,1680,1687
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1681,1678
6.280,3.382,90.338,0,0,0,0,124644,124644,0,0,1721,1720
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1703,1699
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1682,1678
1.412,10.353,88,0.235,0,0,24576,124332,124332,0,0,1731,1686
1.511,4.282,94.207,0,0,0,0,124644,124644,0,0,1703,1675
0.266,0,99.734,0,0,0,0,124968,126476,0,0,1695,1678
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1692,1684
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1681,1679
2.956,4.926,92.118,0,0,0,24576,124332,124332,0,0,1735,1712
2.657,6.763,90.580,0,0,0,0,124644,124644,0,0,1733,1682
0.267,0,99.733,0,0,0,0,124800,124800,0,0,1685,1680
0.771,2.828,96.401,0,0,0,0,124644,124644,0,0,1711,1698
2.806,1.531,95.663,0,0,0,0,124828,124828,0,0,1706,1694
2.314,1.285,96.144,0.257,0,0,24576,124332,124176,0,0,1705,1699
1.044,1.044,97.911,0,0,0,0,124644,124644,0,0,1699,1674
0.260,2.344,97.396,0,0,0,0,124644,124644,0,0,1689,1675
0.261,1.828,97.911,0,0,0,0,124488,124644,0,0,1703,1677
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1690,1676
1.026,3.077,95.897,0,0,0,24576,124176,124176,0,0,1703,1695
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1682,1679
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1687,1680
1.005,4.774,94.221,0,0,0,0,124644,124644,0,0,1717,1682
0.265,0.265,99.469,0,0,0,0,124800,124800,0,0,1686,1679
0.966,8.696,90.338,0,0,0,24576,124176,124176,0,0,1727,1693
0.267,0,99.733,0,0,0,0,124800,124800,0,0,1691,1676
5.747,8.046,86.207,0,0,0,0,124800,124644,0,0,1755,1715
0.531,0,99.469,0,0,0,0,124722,124878,0,0,1691,1680
0.528,1.055,98.153,0.264,0,0,2940928,123864,123864,0,0,1721,1711
0.267,0,99.733,0,0,0,40960,124020,124020,0,0,1684,1683
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1693,1681
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1688,1679
1.285,2.571,96.144,0,0,0,0,124800,124800,0,0,1726,1700
0.785,1.047,98.168,0,0,0,139264,124644,124644,0,0,1759,1750
0.266,0,99.468,0.266,0,0,24576,124332,124332,0,0,1689,1690
1.741,4.975,93.284,0,0,0,0,124800,124800,0,0,1726,1687
0.531,0.265,99.204,0,0,0,0,124644,124644,0,0,1686,1677
0.266,0,99.734,0,0,0,0,124878,124878,0,0,1678,1683
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1686,1682
1.531,3.061,95.408,0,0,0,24576,124332,124176,0,0,1690,1674
0.266,0,99.734,0,0,0,0,124644,124800,0,0,1689,1682
0.265,0.529,99.206,0,0,0,0,124800,124800,0,0,1682,1679
3.883,5.340,90.777,0,0,0,0,124644,124644,0,0,1727,1702
0.266,0,99.734,0,0,0,0,124800,124906,0,0,1692,1685
3.810,7.143,89.048,0,0,0,24576,124332,124176,0,0,1733,1705
0.266,0,99.734,0,0,0,0,124644,124800,0,0,1680,1677
0.266,0,99.734,0,0,0,0,124906,124800,0,0,1684,1679
4.215,8.197,87.588,0,0,0,0,124800,124644,0,0,1734,1704
0.266,0,99.734,0,0,0,0,124722,124878,0,0,1688,1686
0.265,0,99.469,0.265,0,0,24576,124332,124332,0,0,1687,1683
0.267,0,99.733,0,0,0,0,124800,124800,0,0,1683,1682
4.884,7.907,87.209,0,0,0,0,124644,124644,0,0,1738,1724
0.266,0,99.734,0,0,0,0,124800,124800,0,0,1688,1684
0.261,2.089,97.650,0,0,0,0,124800,124644,0,0,1693,1676
0.266,0,99.734,0,0,0,24576,124176,124332,0,0,1681,1688
1.289,2.062,96.649,0,0,0,0,124644,124644,0,0,1694,1683
0.526,1.053,98.421,0,0,0,0,124644,124644,0,0,1689,1678
2.338,3.377,94.286,0,0,0,0,149656,149500,0,0,1940,1644
1.036,2.073,96.891,0,0,0,0,223508,223508,0,0,1936,1664
1.282,3.077,95.385,0.256,0,0,2990080,220668,220952,0,0,1686,1676
1.527,3.308,95.165,0,0,0,0,223224,223224,0,0,1678,1650
0.771,3.085,96.144,0,0,0,0,223586,223586,0,0,1678,1650
1.276,3.061,95.663,0,0,0,0,223792,223508,0,0,1680,1660
1.809,1.550,96.641,0,0,0,0,223508,223508,0,0,1676,1651
1.282,2.821,95.897,0,0,0,57344,222372,222656,0,0,1685,1665
1.519,3.797,94.684,0,0,0,0,223508,223224,0,0,1676,1637
0.513,3.590,95.897,0,0,0,0,223224,223508,0,0,1674,1645
1.282,2.821,95.897,0,0,0,0,223224,223224,0,0,1675,1648
2.525,2.778,94.697,0,0,0,0,223224,222940,0,0,1678,1652
1.531,2.806,95.408,0.255,0,0,24576,222166,222450,0,0,1684,1663
1.527,3.308,95.165,0,0,0,0,223224,222940,0,0,1678,1644
1.026,3.077,95.897,0,0,0,0,223224,223224,0,0,1676,1648
0.771,2.828,96.401,0,0,0,0,222940,223224,0,0,1671,1649
1.538,2.564,95.897,0,0,0,0,223508,223508,0,0,1679,1650
0.761,4.315,94.924,0,0,0,24576,222656,222656,0,0,1686,1653
1.285,2.571,96.144,0,0,0,0,223508,223508,0,0,1671,1648
0.769,3.333,95.897,0,0,0,0,223508,223508,0,0,1682,1650
1.523,3.299,95.178,0,0,0,0,223508,223508,0,0,1679,1656
1.804,1.804,96.392,0,0,0,0,223792,223508,0,0,1680,1660
1.527,3.308,95.165,0,0,0,24576,222372,222656,0,0,1677,1659
1.795,2.308,95.897,0,0,0,0,223508,223508,0,0,1681,1653
1.023,3.069,95.908,0,0,0,0,223508,223508,0,0,1677,1653
1.023,3.325,95.652,0,0,0,0,223792,223792,0,0,1685,1656
1.279,3.069,95.652,0,0,0,0,223508,223508,0,0,1676,1648
1.535,2.558,95.652,0.256,0,0,24576,223018,223018,0,0,1690,1662
