"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","test1"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output http/Http-1568907646-dstat.csv",,,,"Date:","19 Sep 2019 17:40:52 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.259,0.139,99.468,0.133,0,528650.260,448620.100,0,0,0,0,131.249,260.979
0,0,99.750,0.250,0,0,49152,0,114,0,0,203,115
0,0,100,0,0,0,0,0,0,0,0,50,27
0,0,100,0,0,0,0,0,0,0,0,49,29
0,0,100,0,0,0,0,0,0,0,0,50,37
1.511,3.275,95.214,0,0,0,0,88534979,351696,0,0,3174,6473
0.758,3.535,95.707,0,0,0,28672,123332040,534940,0,0,4320,8097
0.254,3.807,95.939,0,0,0,4096,123332040,545860,0,0,4335,8109
0.754,3.769,95.477,0,0,0,0,123332040,499380,0,0,4334,8137
0.504,4.030,95.466,0,0,0,0,123333522,501970,0,0,4318,8137
0.506,3.544,95.949,0,0,0,0,123332131,546910,0,0,4334,8106
0.504,3.778,95.466,0.252,0,0,16384,123333522,532630,0,0,4312,8113
1.005,3.518,95.477,0,0,0,0,123333522,499870,0,0,4350,8151
0.758,3.535,95.707,0,0,0,0,123333522,521010,0,0,4324,8149
0.754,4.020,95.226,0,0,0,0,123335004,526260,0,0,4305,8120
0.506,3.544,95.949,0,0,0,0,123333633,507780,0,0,4324,8167
0.506,3.544,95.949,0,0,0,12288,123333522,500920,0,0,4331,8206
1.504,3.509,94.987,0,0,0,4096,123335004,532840,0,0,4357,8165
0,3.807,96.193,0,0,0,0,123333522,540890,0,0,4316,8127
0.756,4.030,80.353,14.861,0,0,113811456,123332040,497140,0,0,4539,8228
1.269,3.046,82.234,13.452,0,4096,117448704,117655980,462140,0,0,4309,7730
1.010,4.293,82.576,12.121,0,4096,117493760,117930150,480760,0,0,4291,7628
1.515,3.788,83.838,10.859,0,4096,112496640,119635932,505960,0,0,4359,7608
0.750,7,85.250,7,0,0,63705088,30697181,120050,0,0,1389,2237


"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","test1"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output http/Http-1568907646-dstat.csv",,,,"Date:","19 Sep 2019 17:41:19 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.270,0.215,99.324,0.192,0,512951.734,996306.732,0,0,0,0,212.165,413.209
0,0,99.751,0.249,0,0,0,0,114,0,0,199,113
0.250,0,99.750,0,0,0,0,0,0,0,0,45,29
0,0,100,0,0,0,0,0,0,0,0,51,36
0.249,0,99.751,0,0,0,0,0,0,0,0,69,43
2.010,4.020,93.970,0,0,0,65536,88326647,1038676,0,0,14795,29351
3.266,4.523,92.211,0,0,0,0,123373932,1448160,0,0,20574,40057
3.266,5.779,90.955,0,0,0,0,123372414,1400560,0,0,20311,40045
3.741,5.736,90.524,0,0,0,0,123375450,1339870,0,0,19360,38107
0.759,4.557,94.430,0.253,0,0,0,123367860,509250,0,0,4343,8077
0.758,3.535,95.707,0,0,0,16384,123373932,546350,0,0,4324,8078
0.759,3.291,95.949,0,0,0,0,123373932,514570,0,0,4320,8081
0.505,3.535,95.960,0,0,0,0,123373932,502950,0,0,4302,8099
0.506,3.544,95.949,0,0,0,0,123370896,523880,0,0,4326,8098
2.005,3.008,94.987,0,0,0,0,123373932,500290,0,0,4290,8027
1.500,3.750,94.500,0.250,0,0,16384,123372414,484470,0,0,4302,8045
1.008,3.526,95.466,0,0,0,0,123370896,502180,0,0,4323,8091
1.005,3.518,95.477,0,0,0,0,123370896,522760,0,0,4336,8130
0.506,3.544,95.949,0,0,0,0,123372414,545020,0,0,4299,8050
