"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/ping-1572541814-macsec-aegis128l-e-1500-1500-dstat.csv",,,,"Date:","01 Nov 2019 03:19:42 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.866,39.357,58.486,0.291,0,40932.206,61235.144,0,0,17.266,67.080,6065.085,895.045
2.793,14.525,82.123,0.559,0,0,49152,265120,265280,0,0,5379,3590
3.846,12.637,83.516,0,0,0,0,307840,307680,0,0,4938,4084
3.315,14.917,81.768,0,0,0,4096,290240,290240,0,0,5285,3898
3.279,12.568,84.153,0,0,0,0,329280,329390,0,0,4703,4343
2.235,11.173,86.592,0,0,0,0,334720,334880,0,0,4634,4403
2.778,15.556,80,1.667,0,0,12288,277842,277682,0,0,5362,3768
3.784,15.135,81.081,0,0,0,0,298720,298720,0,0,5176,3993
2.778,16.111,80.556,0.556,0,0,65536,274400,274560,0,0,5579,3744
3.825,16.940,79.235,0,0,0,0,273440,273280,0,0,5587,3706
2.793,15.642,81.564,0,0,0,0,272640,272800,0,0,5564,3712
3.352,15.084,79.888,1.676,0,0,12288,272480,272480,0,0,5562,3706
2.273,15.341,82.386,0,0,0,0,275520,275360,0,0,5595,3743
3.371,15.169,81.461,0,0,0,28672,275040,275200,0,0,5612,3769
2.286,14.857,82.857,0,0,0,0,276160,276000,0,0,5620,3747
2.841,14.773,82.386,0,0,0,0,275680,275840,0,0,5628,3773
2.890,12.717,82.659,1.734,0,0,32768,269600,269440,0,0,5493,3679
1.163,13.953,84.884,0,0,0,0,272800,272800,0,0,5544,3710
2.841,12.500,84.659,0,0,0,0,300320,300320,0,0,5143,4023
2.260,15.819,81.921,0,0,0,0,271200,271470,0,0,5526,3677
3.468,12.139,84.393,0,0,0,0,270400,270240,0,0,5495,3677
2.778,15.556,80.556,1.111,0,0,12288,266162,266322,0,0,5419,3615
4,12.571,83.429,0,0,0,0,269600,269440,0,0,5486,3676
2.273,14.773,82.955,0,0,0,24576,269120,269280,0,0,5479,3668
3.390,14.124,82.486,0,0,0,0,267200,267040,0,0,5449,3625
2.809,15.169,82.022,0,0,0,0,268000,268000,0,0,5456,3661
2.299,12.644,83.333,1.724,0,0,40960,262560,262720,0,0,5345,3571
3.429,13.143,83.429,0,0,0,0,268000,267840,0,0,5465,3674
2.235,14.525,83.240,0,0,0,8192,285280,285440,0,0,5255,3868
5.495,14.835,79.670,0,0,0,0,353426,353266,0,0,5297,3571
1.676,15.642,82.682,0,0,0,0,466272,466272,0,0,5306,3562
3.955,12.994,81.921,1.130,0,0,24576,451296,451584,0,0,5159,3469
2.299,12.644,85.057,0,0,0,0,460224,460224,0,0,5236,3504
1.149,14.368,84.483,0,0,0,3510272,460800,460512,0,0,5238,3505
3.448,11.494,85.057,0,0,0,0,459072,459360,0,0,5231,3518
3.409,12.500,84.091,0,0,0,0,451008,450720,0,0,5117,3424
2.809,12.921,82.584,1.685,0,0,28672,444960,444960,0,0,5072,3401
3.889,13.889,82.222,0,0,0,0,448704,448704,0,0,5106,3404
3.279,15.301,81.421,0,0,0,0,444096,444384,0,0,5068,3380
2.841,13.068,84.091,0,0,0,0,443808,443808,0,0,5039,3349
2.286,12.571,85.143,0,0,0,0,443520,443520,0,0,5036,3358
1.667,15,82.222,1.111,0,0,12288,442080,441792,0,0,5045,3369
3.371,13.483,83.146,0,0,0,0,443026,443026,0,0,5051,3385
2.260,13.559,84.181,0,0,0,0,442368,442656,0,0,5024,3346
2.235,14.525,83.240,0,0,0,0,441792,441504,0,0,5028,3334
1.705,13.068,85.227,0,0,0,0,437184,437472,0,0,4955,3301
2.247,14.045,83.146,0.562,0,0,12288,441216,441216,0,0,5023,3351
2.222,15,82.778,0,0,0,0,441504,441216,0,0,5021,3349
2.260,13.559,84.181,0,0,0,0,441216,441216,0,0,5016,3339
4.520,11.299,84.181,0,0,0,45056,442656,442766,0,0,5034,3369
1.667,15.556,82.778,0,0,0,0,441792,442080,0,0,5025,3342
2.793,13.966,81.564,1.676,0,0,12288,435250,434962,0,0,4955,3289
3.333,13.333,83.333,0,0,0,0,440352,440640,0,0,5015,3338
3.333,13.889,82.778,0,0,0,0,443232,442944,0,0,5040,3359
2.235,14.525,83.240,0,0,0,0,439488,439488,0,0,4997,3315
2.825,12.994,84.181,0,0,0,0,439488,439776,0,0,4995,3329
4.520,10.734,83.616,1.130,0,0,12288,436032,435744,0,0,4960,3304
2.778,14.444,82.778,0,0,0,0,438624,438912,0,0,4999,3333
5.028,11.732,83.240,0,0,0,0,440064,440064,0,0,5025,3368
3.429,11.429,85.143,0,0,0,2486272,440064,439776,0,0,5007,3348
2.222,14.444,83.333,0,0,0,0,441504,441792,0,0,5036,3354
3.297,15.385,79.670,1.648,0,0,20480,447392,447648,0,0,4866,3299
4.023,10.920,85.057,0,0,0,0,839392,838848,0,0,5056,3402
3.352,13.966,82.682,0,0,0,0,838386,838930,0,0,5065,3372
4.396,14.286,81.319,0,0,0,491520,837216,837216,0,0,5066,3363
2.857,12.571,84.571,0,0,0,0,833408,833408,0,0,5029,3347
3.390,12.429,82.486,1.695,0,0,24576,816544,816000,0,0,4931,3297
3.390,12.994,83.616,0,0,0,0,827968,828512,0,0,5002,3357
3.409,12.500,84.091,0,0,0,0,834496,834496,0,0,5033,3360
2.210,15.470,82.320,0,0,0,0,827424,827424,0,0,4983,3300
2.732,14.208,83.060,0,0,0,0,899232,898688,0,0,4677,3568
2.273,13.068,84.091,0.568,0,0,12288,835040,835584,0,0,5027,3370
3.333,14.444,82.222,0,0,0,0,829600,829600,0,0,5001,3338
3.977,11.364,84.659,0,0,0,0,834496,834496,0,0,5022,3360
2.778,15,82.222,0,0,0,0,825874,825330,0,0,4980,3307
3.448,11.494,85.057,0,0,0,0,832320,832864,0,0,5012,3346
3.333,13.889,82.222,0.556,0,0,12288,822528,821984,0,0,4966,3305
3.390,12.994,83.616,0,0,0,0,830688,830688,0,0,5015,3338
4.420,13.260,82.320,0,0,0,0,824160,824160,0,0,4981,3315
1.724,12.644,85.632,0,0,0,0,821984,822528,0,0,4952,3291
3.352,13.966,82.682,0,0,0,0,821984,821984,0,0,4957,3301
2.809,12.921,83.708,0.562,0,0,12288,816544,816544,0,0,4932,3272
4.545,11.364,84.091,0,0,0,0,814912,814368,0,0,4913,3286
1.714,13.143,85.143,0,0,0,0,813362,813906,0,0,4924,3297
3.390,11.864,84.746,0,0,0,0,816000,815456,0,0,4924,3286
2.841,12.500,84.659,0,0,0,0,809472,809472,0,0,4895,3258
2.809,12.921,83.708,0.562,0,0,12288,799680,800224,0,0,4831,3217
2.809,13.483,83.708,0,0,0,0,795872,795328,0,0,4804,3194
2.235,13.966,83.799,0,0,0,0,801856,801856,0,0,4853,3260
1.734,12.139,86.127,0,0,0,0,794240,794784,0,0,4799,3210
2.222,15,82.778,0,0,0,8192,782816,782816,0,0,4756,3189
1.685,14.045,82.584,1.685,0,0,20480,762144,761600,0,0,4617,3084
2.260,13.559,84.181,0,0,0,0,786624,786624,0,0,4754,3173
1.714,13.143,85.143,0,0,0,0,781728,781728,0,0,4732,3174
2.235,14.525,83.240,0,0,0,0,783904,783904,0,0,4733,3161
4.918,15.301,76.503,3.279,0,0,2936832,1278816,1278816,0,0,4516,3075
3.933,14.607,80.337,1.124,0,0,32768,1418290,1419346,0,0,4461,2972
5.435,15.217,79.348,0,0,0,0,1418208,1418208,0,0,4469,2981
3.825,16.940,79.235,0,0,0,0,1437216,1436160,0,0,4522,3032
3.297,16.484,80.220,0,0,0,0,1425600,1425600,0,0,4472,2970
4.372,15.847,79.781,0,0,0,0,1434048,1434048,0,0,4517,2999
2.793,15.642,80.447,1.117,0,0,12288,1420320,1420320,0,0,4469,2975
3.723,19.149,77.128,0,0,0,0,1429824,1430880,0,0,4528,2999
5.348,16.578,78.075,0,0,0,0,1435104,1435104,0,0,4522,2997
3.390,14.689,81.921,0,0,0,0,1411954,1411954,0,0,4443,2958
4.145,20.207,75.648,0,0,0,0,1418208,1417152,0,0,4498,2974
2.674,19.251,77.540,0.535,0,0,12288,1436160,1436270,0,0,4539,3017
4.945,14.835,80.220,0,0,0,0,1437216,1437216,0,0,4512,2999
2.151,19.892,77.957,0,0,0,0,1425600,1425600,0,0,4500,2984
