"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/iperf3-1572541814-100-macsec-aegis128l-e-1500-dstat.csv",,,,"Date:","01 Nov 2019 03:23:21 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.879,39.213,58.617,0.291,0,40678.740,61424.285,0,0,17.159,71.534,6055.293,908.102
0.562,53.933,45.506,0,0,0,0,110666,67261908,0,0,6056,379
0.549,55.495,43.956,0,0,0,0,112254,69990598,0,0,4490,339
1.105,54.696,43.094,1.105,0,0,57344,111724,69969590,0,0,4514,383
1.596,52.660,45.745,0,0,0,0,113102,69434468,0,0,3630,394
1,49,50,0,0,0,0,106954,69758832,0,0,1832,401
1.010,48.990,50,0,0,0,0,110982,69690766,0,0,1896,406
2,48.500,49.500,0,0,0,0,110770,69678378,0,0,1887,430
1,49,50,0,0,0,0,112042,69695320,0,0,1877,406
1.500,49,49,0.500,0,0,12288,110134,69660272,0,0,1903,438
1.571,50.785,47.644,0,0,0,0,113208,69104276,0,0,6258,395
2.174,43.478,54.348,0,0,0,0,97836,53550771,0,0,3931,415
0.556,55.556,43.889,0,0,0,0,112996,69607520,0,0,4504,366
1.099,54.945,43.956,0,0,0,0,113420,69661680,0,0,5321,339
0.556,55.556,43.333,0.556,0,0,40960,111830,69671032,0,0,4520,366
2.041,48.980,48.980,0,0,0,0,112148,68878338,0,0,2454,391
1,49,50,0,0,0,0,112360,69222436,0,0,2125,415
1.005,49.246,49.749,0,0,0,0,114692,69138946,0,0,2115,392
0.503,49.749,49.749,0,0,0,0,113420,69187522,0,0,2100,390
0.541,54.054,44.324,1.081,0,0,12288,117554,68848222,0,0,8793,383
0,55.556,44.444,0,0,0,0,111936,69701148,0,0,4502,323
0.552,45.856,53.591,0,0,0,0,94761,54203597,0,0,3686,407
0.556,55.556,43.889,0,0,0,0,110982,69985258,0,0,5360,346
1.111,53.889,45,0,0,0,0,115858,69031304,0,0,4374,352
1.099,54.945,43.407,0.549,0,0,40960,113632,69721126,0,0,4489,392
0.541,54.054,45.405,0,0,0,0,116812,69163234,0,0,3952,366
2,48.500,49.500,0,0,0,0,111300,69264696,0,0,2067,398
1,49,50,0,0,0,0,110134,69213328,0,0,2129,414
1.571,50.785,47.644,0,0,0,0,115540,68908698,0,0,5545,375
1.020,50,48.469,0.510,0,0,12288,112254,69014958,0,0,2591,405
1.508,48.744,49.749,0,0,0,106496,110452,69337560,0,0,2097,405
1.587,42.857,55.556,0,0,0,0,91050,53701872,0,0,4318,421
0,55.249,44.751,0,0,0,0,112360,69539400,0,0,4468,375
