"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/ping-1572541814-orig-1500-dstat.csv",,,,"Date:","31 Oct 2019 19:08:38 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.705,9.911,86.657,0.727,0,244055.500,262241.315,0,0,100.826,405.479,4055.324,1299.021
3.297,10.989,85.714,0,0,0,0,273000,272844,0,0,4232,3730
3.226,11.290,85.484,0,0,0,0,280956,281112,0,0,4031,3837
1.657,13.260,85.083,0,0,0,0,258648,258648,0,0,4476,3559
2.747,15.385,81.868,0,0,0,0,232440,232440,0,0,4888,3286
2.247,14.045,82.584,1.124,0,0,32768,225576,225526,0,0,4739,3181
3.911,12.849,83.240,0,0,0,4096,231270,231426,0,0,4883,3273
2.247,14.607,83.146,0,0,0,0,225576,225576,0,0,4756,3172
2.260,14.124,83.616,0,0,0,0,225420,225420,0,0,4778,3172
1.676,15.642,82.682,0,0,0,0,223548,223548,0,0,4751,3192
3.448,10.920,84.483,1.149,0,0,12288,222144,221988,0,0,4685,3143
3.297,15.385,81.319,0,0,0,0,223548,223548,0,0,4738,3154
2.747,15.934,81.319,0,0,0,0,222612,222768,0,0,4739,3155
1.705,14.205,84.091,0,0,0,0,219804,219804,0,0,4661,3096
3.911,13.408,82.682,0,0,0,0,222144,221988,0,0,4704,3140
2.286,12.571,83.429,1.714,0,0,12288,216060,216216,0,0,4583,3047
3.409,12.500,84.091,0,0,0,0,220428,220272,0,0,4670,3135
3.889,14.444,81.667,0,0,0,0,216684,216840,0,0,4593,3072
2.273,14.205,83.523,0,0,0,0,214968,214812,0,0,4554,3031
3.846,12.637,83.516,0,0,0,0,242580,242736,0,0,4537,3412
3.468,11.561,84.393,0.578,0,0,12288,212940,212890,0,0,4515,3027
3.333,12.222,84.444,0,0,0,40960,244764,244920,0,0,4312,3402
3.352,13.408,83.240,0,0,0,0,228384,228228,0,0,4506,3218
3.297,15.934,80.769,0,0,0,0,212160,212160,0,0,4522,2994
4.444,15,80.556,0,0,0,0,208104,208104,0,0,4438,2955
3.297,8.791,86.264,1.648,0,0,49152,269802,269958,0,0,3970,3670
4.918,15.301,79.781,0,0,0,4096,210288,210132,0,0,4510,2989
4,12.571,83.429,0,0,0,0,208260,208260,0,0,4429,2956
2.874,13.218,83.908,0,0,0,0,208104,208104,0,0,4424,2947
4.324,16.757,78.919,0,0,0,0,207012,207012,0,0,4425,2932
3.279,17.486,78.142,1.093,0,0,12288,202644,202644,0,0,4344,2878
2.235,14.525,79.330,3.911,0,0,2813952,226200,226200,0,0,4296,3150
3.889,14.444,81.667,0,0,0,0,207480,207636,0,0,4431,2940
2.825,15.254,81.921,0,0,0,0,204204,204204,0,0,4338,2868
2.717,17.935,79.348,0,0,0,0,207168,207012,0,0,4438,2943
3.209,17.112,78.075,1.604,0,0,36864,292532,292532,0,0,4335,3108
4.865,16.757,78.378,0,0,0,0,380354,380354,0,0,4477,2974
3.825,16.940,79.235,0,0,0,0,375164,375448,0,0,4404,2918
