"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/ping-1572541814-macsec-chachapoly-e-frag-1500-dstat.csv",,,,"Date:","31 Oct 2019 22:21:55 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.000,33.498,64.122,0.381,0,79923.502,101179.929,0,0,33.018,132.785,5425.858,972.514
3.763,10.215,83.871,2.151,0,0,81920,284160,284160,0,0,4051,3804
1.143,13.143,85.714,0,0,0,0,241440,241600,0,0,4969,3312
2.825,12.994,84.181,0,0,0,0,240960,240800,0,0,4933,3304
4.324,15.135,80.541,0,0,0,0,236960,237070,0,0,4895,3275
2.235,13.966,83.799,0,0,0,0,240320,240320,0,0,4927,3318
2.260,12.994,83.051,1.695,0,0,16384,236722,236882,0,0,4856,3252
2.732,16.393,80.874,0,0,0,0,236000,235840,0,0,4869,3245
2.247,13.483,84.270,0,0,0,0,241120,241280,0,0,4961,3308
1.695,14.124,84.181,0,0,0,0,242720,242560,0,0,4917,3326
2.793,13.408,83.799,0,0,0,0,238720,238880,0,0,4896,3249
2.235,14.525,81.564,1.676,0,0,12288,232320,232160,0,0,4790,3182
4.420,13.260,82.320,0,0,0,0,239040,239200,0,0,4923,3286
2.235,13.966,83.799,0,0,0,0,237280,237120,0,0,4869,3235
1.657,15.470,82.873,0,0,0,0,243040,243040,0,0,5004,3340
4.420,13.260,82.320,0,0,0,0,240640,240640,0,0,4953,3287
2.778,13.889,82.222,1.111,0,0,12288,237280,237440,0,0,4897,3272
1.724,12.644,85.632,0,0,0,0,239840,239840,0,0,4927,3312
3.333,13.333,83.333,0,0,0,0,242560,242400,0,0,4981,3312
2.793,13.966,83.240,0,0,0,0,239840,240000,0,0,4957,3304
2.809,10.674,86.517,0,0,0,0,263840,263950,0,0,4654,3554
1.143,12.571,84,2.286,0,0,65536,241600,241440,0,0,4960,3311
2.273,13.636,84.091,0,0,0,0,251040,251040,0,0,5143,3438
1.754,11.696,86.550,0,0,0,0,258880,258880,0,0,5255,3508
2.976,9.524,87.500,0,0,0,0,265760,265760,0,0,5389,3607
1.220,10.366,88.415,0,0,0,0,270560,270560,0,0,5461,3640
2.454,7.362,87.730,2.454,0,0,77824,266880,267040,0,0,5391,3605
3.049,7.317,89.634,0,0,0,0,278720,278720,0,0,5375,3759
2.439,9.146,88.415,0,0,0,0,272960,272960,0,0,5525,3708
2.454,8.589,88.957,0,0,0,0,272640,272640,0,0,5494,3712
1.818,10.303,87.879,0,0,0,0,272800,272800,0,0,5521,3720
2.395,8.383,85.629,3.593,0,4096,3035136,271840,271680,0,0,5044,3662
3.509,9.942,86.550,0,0,0,0,335968,335968,0,0,5059,3732
3.390,7.910,88.701,0,0,0,0,549504,549792,0,0,4293,4024
4.706,7.647,87.647,0,0,0,0,467136,466848,0,0,5014,3519
2.381,9.524,88.095,0,0,0,0,459360,459360,0,0,5185,3460
1.818,7.879,87.879,2.424,0,0,16384,453888,454176,0,0,5141,3448
2.959,9.467,87.574,0,0,0,0,464256,463968,0,0,5242,3527
1.818,9.091,89.091,0,0,0,0,461664,461952,0,0,5216,3505
1.212,10.303,88.485,0,0,0,0,462816,462528,0,0,5223,3516
2.353,11.176,86.471,0,0,0,0,462816,462816,0,0,5243,3506
2.424,7.879,88.485,1.212,0,0,12288,456480,456768,0,0,5148,3458
1.786,10.714,87.500,0,0,0,0,460800,460512,0,0,5207,3493
1.807,9.639,88.554,0,0,0,0,459648,459648,0,0,5191,3480
2.941,10,87.059,0,0,0,0,462240,462240,0,0,5239,3499
2.299,13.218,84.483,0,0,0,0,459360,459360,0,0,5208,3479
2.857,13.143,82.286,1.714,0,0,12288,452448,452736,0,0,5135,3422
2.857,13.143,84,0,0,0,0,459072,459072,0,0,5221,3503
2.857,13.143,84,0,0,0,0,456274,455986,0,0,5183,3443
1.143,14.286,84.571,0,0,0,0,456768,456480,0,0,5198,3479
2.907,11.628,85.465,0,0,0,0,453312,453600,0,0,5142,3429
3.409,10.795,84.091,1.705,0,0,12288,491616,491328,0,0,5043,3699
5.525,13.260,81.215,0,0,0,0,451296,451296,0,0,5144,3445
2.247,13.483,84.270,0,0,0,0,470592,470592,0,0,4939,3524
2.312,12.139,85.549,0,0,0,0,445824,445934,0,0,5068,3384
1.183,11.243,87.574,0,0,0,0,449280,449568,0,0,5095,3418
3.315,13.812,81.215,1.657,0,0,12288,441298,441010,0,0,5013,3348
2.825,13.559,83.616,0,0,0,0,448416,448704,0,0,5098,3411
2.809,13.483,83.708,0,0,0,0,446688,446400,0,0,5065,3375
5.085,11.299,83.616,0,0,0,0,446688,446688,0,0,5081,3406
1.685,15.169,83.146,0,0,0,0,443520,443808,0,0,5050,3345
2.825,12.994,83.051,1.130,0,0,12288,434304,434304,0,0,4943,3296
3.867,9.945,81.215,4.972,0,4096,3108864,469152,468864,0,0,4418,3531
2.286,12.571,85.143,0,0,0,0,444960,444960,0,0,5059,3373
3.468,12.139,84.393,0,0,0,0,790496,790496,0,0,4893,3288
1.765,11.765,86.471,0,0,0,0,827424,827424,0,0,4975,3324
