"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/ping-1572541814-macsec-aesgcm-e-1500-dstat.csv",,,,"Date:","31 Oct 2019 21:17:36 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.073,30.168,67.336,0.423,0,102964.533,123897.705,0,0,42.537,171.066,4910.571,1015.462
3.352,13.966,82.682,0,0,0,0,227040,227040,0,0,4672,3127
3.371,13.483,83.146,0,0,0,0,227680,227680,0,0,4672,3127
3.333,14.444,81.667,0.556,0,0,61440,223200,223360,0,0,4595,3083
4.891,15.217,79.891,0,0,0,0,220640,220590,0,0,4567,3064
3.297,15.934,80.769,0,0,0,0,227200,227200,0,0,4671,3120
3.279,15.847,80.874,0,0,0,0,224402,224402,0,0,4624,3075
3.333,15,81.667,0,0,0,0,221600,221600,0,0,4571,3057
4.865,15.135,78.919,1.081,0,0,12288,218240,218240,0,0,4512,3033
2.825,14.124,83.051,0,0,0,0,222560,222560,0,0,4579,3076
3.429,12.571,84,0,0,0,0,222400,222400,0,0,4574,3091
3.784,16.216,80,0,0,0,0,222080,222240,0,0,4589,3088
4.865,15.676,79.459,0,0,0,0,219680,219520,0,0,4535,3049
1.724,13.793,83.333,1.149,0,0,12288,213440,213600,0,0,4398,2957
4.651,10.465,84.884,0,0,0,0,219200,219040,0,0,4515,3034
3.846,15.385,80.769,0,0,0,0,218400,218400,0,0,4510,3006
3.352,14.525,82.123,0,0,0,0,219360,219520,0,0,4521,3028
3.333,15.556,81.111,0,0,0,0,212960,212960,0,0,4410,2958
5.376,11.290,82.796,0.538,0,0,16384,257920,257760,0,0,4092,3486
3.825,16.393,79.781,0,0,0,0,216640,216800,0,0,4490,3014
5.525,13.812,80.663,0,0,0,0,215200,215150,0,0,4457,2976
3.846,15.934,80.220,0,0,0,0,212640,212640,0,0,4411,2940
1.639,12.022,86.339,0,0,0,0,278400,278400,0,0,3987,3713
4.324,15.135,79.459,1.081,0,0,12288,224160,224320,0,0,4346,3072
4.348,15.761,78.261,1.630,0,0,126976,213600,213600,0,0,4467,2986
3.297,17.033,79.670,0,0,0,0,211360,211200,0,0,4377,2906
2.273,14.773,82.955,0,0,0,0,212800,212800,0,0,4399,2933
4.918,15.847,79.235,0,0,0,0,208800,208800,0,0,4354,2921
4.598,11.494,83.333,0.575,0,0,24576,213120,213120,0,0,4416,2987
3.226,16.667,80.108,0,0,0,8192,229440,229600,0,0,4478,3189
2.717,11.413,85.870,0,0,0,0,268082,267922,0,0,3930,3549
2.222,16.111,81.667,0,0,0,0,222080,222240,0,0,4580,3048
4.624,10.405,84.971,0,0,0,0,228640,228480,0,0,4675,3136
2.874,12.069,83.908,1.149,0,0,20480,240160,240320,0,0,4898,3314
2.793,13.408,83.799,0,0,0,2908160,257280,257280,0,0,4763,3494
2.247,14.607,83.146,0,0,0,0,246080,245920,0,0,5002,3355
4.372,16.393,79.235,0,0,0,0,341568,341568,0,0,4448,3009
3.315,16.575,80.110,0,0,0,0,381312,381312,0,0,4396,2935
4.737,18.421,75.263,1.579,0,0,32768,379008,379008,0,0,4382,2914
2.762,17.127,80.110,0,0,0,0,382176,382464,0,0,4409,2943
2.151,15.591,82.258,0,0,0,0,425952,425664,0,0,4095,3179
1.143,16,82.857,0,0,0,0,381600,381888,0,0,4391,2924
4.839,16.667,78.495,0,0,0,0,389088,388800,0,0,4442,2975
3.889,15.556,80,0.556,0,0,12288,379872,380160,0,0,4378,2923
4.787,18.085,77.128,0,0,0,0,381024,381024,0,0,4406,2922
2.688,18.817,78.495,0,0,0,0,386208,386208,0,0,4445,2948
3.665,20.419,75.916,0,0,0,0,381888,381600,0,0,4413,2939
3.297,16.484,80.220,0,0,0,0,383904,383904,0,0,4350,2936
4.972,14.365,79.006,1.657,0,0,12288,372096,372384,0,0,4298,2885
4.372,15.847,79.781,0,0,0,0,387360,387072,0,0,4455,2980
4.945,15.385,79.670,0,0,0,0,382752,383040,0,0,4401,2920
3.763,18.280,77.957,0,0,0,0,377568,377280,0,0,4349,2876
3.429,12,84.571,0,0,0,0,416818,417216,0,0,4645,3193
2.762,13.260,83.425,0.552,0,0,12288,450720,450432,0,0,4452,3378
3.448,12.069,84.483,0,0,0,0,434880,434880,0,0,4934,3325
1.724,14.368,83.908,0,0,0,0,438336,438336,0,0,4967,3320
2.299,13.793,83.908,0,0,0,0,441216,441216,0,0,5003,3368
4.348,14.130,81.522,0,0,0,0,467712,468000,0,0,4628,3529
4.420,14.365,80.110,1.105,0,0,12288,435456,435456,0,0,4952,3334
2.874,13.793,83.333,0,0,0,32768,441298,441298,0,0,5012,3363
4.865,12.973,82.162,0,0,0,0,471744,471744,0,0,4607,3527
1.183,12.426,86.391,0,0,0,0,441504,441216,0,0,4972,3329
2.809,15.169,82.022,0,0,0,0,442368,442368,0,0,5016,3367
2.809,15.169,81.461,0.562,0,0,12288,436032,436320,0,0,4952,3323
2.339,12.281,85.380,0,0,0,0,440928,440640,0,0,4967,3365
3.409,13.636,82.955,0,0,0,2764800,438624,438624,0,0,4980,3337
2.299,13.218,84.483,0,0,0,0,438048,438048,0,0,4957,3317
2.312,13.295,84.393,0,0,0,0,436896,437184,0,0,4945,3324
3.390,12.994,82.486,1.130,0,0,20480,432864,432864,0,0,4923,3316
3.911,11.732,84.358,0,0,0,0,470592,470592,0,0,4629,3533
3.333,16.667,80,0,0,0,12288,449952,450208,0,0,4727,3190
3.390,14.689,81.921,0,0,0,0,663680,663136,0,0,3986,2598
3.371,10.112,86.517,0,0,0,0,775200,775200,0,0,3717,3046
3.352,15.642,79.888,1.117,0,0,24576,654432,654976,0,0,3835,2625
2.762,9.945,87.293,0,0,0,0,818176,818176,0,0,3559,3210
7.071,20.707,72.222,0,0,0,0,633216,633216,0,0,3902,2538
4.712,20.942,74.346,0,0,0,0,629408,629408,0,0,3862,2500
3.226,20.430,76.344,0,0,0,0,621792,621792,0,0,3815,2482
