"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/ping-1572541814-macsec-aesgcm-we-frag-jumbo-1500-dstat.csv",,,,"Date:","01 Nov 2019 00:50:53 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.930,37.509,60.240,0.322,0,52714.063,74377.779,0,0,23.154,87.453,6537.951,922.724
3.333,11.111,85.556,0,0,0,0,267680,267520,0,0,4519,3629
2.778,14.444,82.778,0,0,0,0,244320,244480,0,0,5019,3346
1.685,15.169,83.146,0,0,0,0,244800,244800,0,0,5044,3388
1.676,15.084,83.240,0,0,0,0,247680,247790,0,0,5083,3401
2.260,13.559,83.051,1.130,0,0,32768,244960,244800,0,0,5034,3372
2.260,13.559,84.181,0,0,0,0,244882,245042,0,0,5009,3322
3.390,12.429,84.181,0,0,0,0,244640,244480,0,0,5008,3322
3.371,13.483,83.146,0,0,0,0,245760,245920,0,0,5035,3367
3.867,13.812,82.320,0,0,0,0,246720,246560,0,0,5053,3359
3.867,13.812,81.768,0.552,0,0,12288,245120,245120,0,0,5041,3369
3.371,12.921,83.708,0,0,0,0,243200,243200,0,0,4993,3324
2.890,11.561,85.549,0,0,0,0,241280,241280,0,0,4933,3268
3.333,13.889,82.778,0,0,0,0,243840,243840,0,0,4992,3319
1.130,14.689,84.181,0,0,0,0,243200,243360,0,0,4992,3309
1.685,15.169,82.584,0.562,0,0,12288,243520,243360,0,0,4998,3334
3.784,15.135,81.081,0,0,0,0,245120,245280,0,0,5039,3351
2.210,16.022,81.768,0,0,0,0,244320,244320,0,0,5018,3340
2.260,13.559,84.181,0,0,0,0,245440,245280,0,0,5035,3375
2.273,13.068,84.659,0,0,0,0,244160,244320,0,0,4992,3323
3.911,12.849,82.123,1.117,0,0,16384,241280,241230,0,0,4941,3322
4.372,14.208,81.421,0,0,0,0,243840,244000,0,0,5011,3339
2.210,15.470,82.320,0,0,0,0,242880,242880,0,0,4977,3292
3.352,13.408,83.240,0,0,0,0,244320,244160,0,0,5011,3342
1.136,14.773,84.091,0,0,0,0,241920,241920,0,0,4956,3289
1.695,12.429,79.096,6.780,0,0,139264,228402,228402,0,0,4716,3152
3.279,15.301,81.421,0,0,0,0,242880,243040,0,0,4990,3318
3.846,11.538,84.615,0,0,0,0,264160,264000,0,0,4573,3552
1.695,14.124,84.181,0,0,0,0,244960,244960,0,0,5018,3384
3.352,13.408,83.240,0,0,0,0,242560,242560,0,0,4974,3345
2.222,14.444,82.222,1.111,0,0,2109440,239360,239360,0,0,4833,3294
2.762,14.365,82.873,0,0,0,745472,243520,243520,0,0,4994,3347
2.809,13.483,83.708,0,0,0,0,239762,239922,0,0,4904,3266
4.420,14.365,81.215,0,0,0,0,299040,299168,0,0,4750,3208
2.247,14.045,83.708,0,0,0,0,408384,408384,0,0,4677,3123
5.587,12.291,81.006,1.117,0,0,28672,391680,391392,0,0,4508,3008
3.867,12.707,83.425,0,0,0,4096,436608,436608,0,0,4511,3312
3.911,13.408,82.682,0,0,0,0,403776,404064,0,0,4634,3081
2.747,15.934,81.319,0,0,0,0,398880,398592,0,0,4601,3062
4.396,14.835,80.769,0,0,0,0,398592,398880,0,0,4592,3044
2.747,15.385,79.670,2.198,0,0,20480,394272,393984,0,0,4545,3033
3.867,14.365,81.768,0,0,0,0,398016,398304,0,0,4579,3058
3.261,16.848,79.891,0,0,0,0,392832,392544,0,0,4532,3002
3.867,14.917,81.215,0,0,0,0,389952,390240,0,0,4505,3008
3.409,13.636,82.955,0,0,0,0,386208,386208,0,0,4448,2956
2.139,19.251,78.075,0.535,0,0,12288,383328,383328,0,0,4440,2946
4.348,16.304,79.348,0,0,0,0,386208,385920,0,0,4473,2982
