"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/iperf3-1572541814-100-macsec-aesgcm-we-frag-jumbo-dstat.csv",,,,"Date:","01 Nov 2019 00:54:53 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.950,37.321,60.408,0.321,0,52235.131,74395.469,0,0,22.943,86.658,6515.441,939.362
2.162,51.892,45.946,0,0,0,0,77064,64465814,0,0,4263,370
0.546,54.645,44.809,0,0,0,0,73458,66233550,0,0,4508,337
0,54.945,45.055,0,0,0,0,73140,66245436,0,0,4508,345
1.093,54.098,44.809,0,0,0,0,72928,66182986,0,0,4512,350
1.630,54.348,41.304,2.717,0,0,1720320,73882,66101848,0,0,4778,424
1.087,54.348,44.565,0,0,0,0,73458,66234920,0,0,4509,346
1.093,54.098,44.809,0,0,0,0,74624,66012182,0,0,4471,335
0.500,49.500,50,0,0,0,0,74412,65942334,0,0,2090,397
1.005,49.246,49.749,0,0,0,0,73564,66015476,0,0,2113,382
1.070,52.406,46.524,0,0,0,0,77804,65269132,0,0,3901,358
1.613,45.699,52.151,0.538,0,0,12288,65825,51691383,0,0,3682,402
0,54.945,45.055,0,0,0,0,73988,65883222,0,0,4479,349
0,54.945,45.055,0,0,0,0,74200,65897362,0,0,4481,351
1.087,53.804,45.109,0,0,0,0,76956,65528996,0,0,4349,326
2.500,48,49.500,0,0,0,0,74730,65635148,0,0,2130,390
1.070,53.476,44.385,1.070,0,0,40960,76108,65356160,0,0,6480,343
0,55.249,44.751,0,0,0,0,73988,65898246,0,0,4498,333
0.546,54.645,44.809,0,0,0,0,73988,65822084,0,0,4510,355
0.546,54.645,44.809,0,0,0,0,73246,65870906,0,0,4501,336
0.546,54.645,44.809,0,0,0,0,73352,65855510,0,0,4509,348
2.703,43.784,51.892,1.622,0,0,73728,66778,51524326,0,0,4701,415
1.105,55.249,43.646,0,0,0,0,73776,66007040,0,0,7760,352
0.546,54.645,44.809,0,0,0,0,73458,66267278,0,0,4515,369
1.064,52.660,46.277,0,0,0,0,76108,65275676,0,0,8705,348
1.031,51.031,47.938,0,0,0,0,74518,65767568,0,0,2972,349
0.546,54.645,43.716,1.093,0,0,40960,73352,66203914,0,0,4512,347
0.546,54.645,44.809,0,0,0,0,73246,66224542,0,0,4510,349
1.087,54.348,44.565,0,0,0,0,73564,66226112,0,0,4512,343
0.546,54.645,44.809,0,0,0,0,73564,66244604,0,0,4506,365
1.087,54.348,44.565,0,0,0,0,73458,66267322,0,0,4513,345
2.151,45.161,52.151,0.538,0,0,36864,66142,51535107,0,0,4471,430
0,54.945,45.055,0,0,0,0,74412,65819302,0,0,4479,340
0.546,54.645,44.809,0,0,0,0,74624,65798218,0,0,4484,343
0,53.514,46.486,0,0,0,0,75790,65419460,0,0,3870,346
0.500,50,49.500,0,0,0,0,74306,65570872,0,0,2089,379
1.980,48.515,48.515,0.990,0,0,49152,74942,65577876,0,0,2113,388
1.005,49.246,49.749,0,0,0,0,74412,65603664,0,0,2061,372
1.493,48.756,49.751,0,0,0,0,74730,65660928,0,0,2088,390
0.503,49.749,49.749,0,0,0,0,74624,65592526,0,0,2078,373
1,49.500,49.500,0,0,0,0,75684,65572598,0,0,2109,377
1.648,45.055,52.198,1.099,0,0,12288,69746,50490715,0,0,10115,432
0,57.471,42.529,0,0,0,0,78652,65258036,0,0,13959,358
1.099,54.945,43.956,0,0,0,0,75366,65711040,0,0,6854,366
0.549,54.945,44.505,0,0,0,0,75578,65783554,0,0,5536,341
1.087,54.348,44.565,0,0,0,0,73564,65839976,0,0,4508,343
1.093,54.645,44.262,0,0,0,40960,74412,65887774,0,0,4511,357
0.543,54.348,45.109,0,0,0,0,75260,65425864,0,0,4465,350
0.549,54.945,44.505,0,0,0,0,73140,66227222,0,0,4516,350
0,54.945,45.055,0,0,0,0,72928,66216196,0,0,4496,319
1.087,54.348,44.565,0,0,0,0,73034,66259298,0,0,4513,358
1.622,45.946,51.892,0.541,0,0,12288,63489,55679653,0,0,3910,400
1.508,47.739,50.754,0,0,0,0,74414,61945398,0,0,2019,389
1.500,49,49.500,0,0,0,0,73988,65477660,0,0,2171,376
1.980,48.515,49.505,0,0,0,0,74306,65561760,0,0,2094,396
1.005,49.246,49.749,0,0,0,0,74836,65568402,0,0,2119,402
0.546,54.098,44.262,1.093,0,0,49152,72822,65364640,0,0,4399,369
1.087,54.348,44.565,0,0,0,32768,73352,65837522,0,0,4482,353
1.630,54.348,44.022,0,0,0,0,74306,65777226,0,0,6202,339
0.546,54.645,44.809,0,0,0,0,73246,65867386,0,0,4480,359
1.087,54.348,44.565,0,0,0,0,73458,65873652,0,0,4491,378
1.087,54.348,43.478,1.087,0,0,12288,73458,65883596,0,0,4490,361
