"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/iperf3-1572541814-100-macsec-aegis128l-e-frag-dstat.csv",,,,"Date:","31 Oct 2019 23:07:45 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.003,34.868,62.767,0.361,0,68932.178,91067.886,0,0,28.477,114.524,6084.541,977.714
1.163,56.395,42.442,0,0,0,0,147130,51894424,0,0,18282,340
0,58.235,41.176,0.588,0,0,53248,140238,53716154,0,0,19177,368
0.585,58.480,40.936,0,0,0,0,138436,53677610,0,0,19146,364
0.581,58.140,41.279,0,0,0,0,145114,53193602,0,0,18870,346
1.724,57.471,40.805,0,0,0,0,142888,53610854,0,0,19135,360
0.585,58.480,40.936,0,0,0,0,135574,53595652,0,0,19120,334
0,58.480,41.520,0,0,0,8192,140556,53504858,0,0,19099,361
2.260,56.497,40.113,1.130,0,0,20480,141616,53194790,0,0,17611,392
1.508,48.744,49.749,0,0,0,0,126882,54173226,0,0,1922,415
1.500,48.500,50,0,0,0,0,122324,54182166,0,0,1944,442
2.525,40.404,57.071,0,0,0,0,113313,42493878,0,0,1735,434
1.005,49.246,49.749,0,0,0,0,125822,54246562,0,0,1913,414
2,48.500,49,0.500,0,0,40960,123384,54251172,0,0,1934,451
1.020,50,48.980,0,0,0,0,131758,53912352,0,0,3754,416
1.156,57.803,41.040,0,0,0,0,136316,53727344,0,0,19125,363
0,58.824,41.176,0,0,0,0,135362,53705822,0,0,19093,354
0,58.824,41.176,0,0,0,0,140450,53611712,0,0,19057,361
1.156,57.803,41.040,0,0,0,0,138648,53638156,0,0,19115,360
1.163,58.140,40.116,0.581,0,0,12288,140238,53616530,0,0,19132,365
1.156,57.803,41.040,0,0,0,0,135786,53696830,0,0,19133,386
2.604,42.188,55.208,0,0,0,0,111296,42487512,0,0,5898,410
1.508,48.744,49.749,0,0,0,0,131758,54207810,0,0,1907,408
1.508,48.744,49.749,0,0,0,0,130592,54185326,0,0,1939,437
1.500,48.500,49,1,0,0,40960,126882,54259254,0,0,1912,430
1.990,48.259,49.751,0,0,0,0,137058,54219052,0,0,1932,442
1.005,49.246,49.749,0,0,0,0,136422,54219000,0,0,1906,414
2.010,48.241,49.749,0,0,0,0,136422,54209364,0,0,1932,409
1.493,48.756,49.751,0,0,0,344064,133136,54189286,0,0,1961,441
2.010,48.241,48.744,1.005,0,0,20480,129320,54206204,0,0,1924,427
1.508,48.744,49.749,0,0,0,0,133348,54169214,0,0,1950,437
2.128,43.085,54.787,0,0,0,0,125501,41876682,0,0,7243,420
0,58.235,41.765,0,0,0,0,145432,53249064,0,0,18968,372
2.162,52.432,45.405,0,0,0,36864,139072,53468060,0,0,10800,392
2.010,48.241,48.744,1.005,0,0,57344,129108,54157114,0,0,1949,441
0.995,49.254,49.751,0,0,0,0,125822,54195014,0,0,1949,438
1.508,48.744,49.749,0,0,0,0,124232,54241588,0,0,1930,403
1.508,48.744,49.749,0,0,0,0,126776,54190248,0,0,1881,408
2,48,50,0,0,0,0,125822,54211682,0,0,1911,429
2,48.500,49,0.500,0,0,12288,121794,54247316,0,0,1905,432
2.010,48.241,49.749,0,0,0,0,127306,54202134,0,0,1924,447
2.577,41.237,56.186,0,0,0,0,115643,42374178,0,0,3558,430
