"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/iperf3-1572541814-100-macsec-aes-gcm-we-jumbo-MACsec-Ethernet-dstat.csv",,,,"Date:","01 Nov 2019 02:20:53 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.899,38.474,59.326,0.301,0,45402.163,65954.689,0,0,19.195,72.500,6304.541,917.297
1.630,51.630,46.739,0,0,0,0,80350,68942606,0,0,4356,403
0,54.645,45.355,0,0,0,0,79712,71958192,0,0,4503,317
0.541,54.054,44.324,1.081,0,0,57344,80666,71999356,0,0,4513,347
0.546,54.098,45.355,0,0,0,0,79818,72032154,0,0,4492,310
0.543,54.348,45.109,0,0,0,1642496,79606,71948720,0,0,4509,339
0.541,54.595,44.865,0,0,0,0,79076,71990936,0,0,4522,351
0.541,54.054,45.405,0,0,0,0,79606,71985458,0,0,4491,324
1.087,54.348,44.022,0.543,0,0,20480,80136,72031942,0,0,4493,338
0,54.645,45.355,0,0,0,0,79606,72015066,0,0,4461,313
1.087,53.804,45.109,0,0,0,0,80560,72104738,0,0,4471,331
1.613,44.086,52.688,1.613,0,0,61440,145327,54965517,0,0,3609,457
0.549,54.396,45.055,0,0,0,0,182744,71368070,0,0,4473,329
0.546,54.645,43.716,1.093,0,0,40960,135680,71376804,0,0,4488,351
0,54.945,45.055,0,0,0,0,97414,71419882,0,0,4482,330
0.543,54.348,45.109,0,0,0,0,98474,71376058,0,0,4492,342
0,54.945,45.055,0,0,0,0,89570,71406624,0,0,4510,334
0.543,54.348,45.109,0,0,0,0,84694,71448690,0,0,4488,321
0.546,54.098,44.809,0.546,0,0,12288,86496,71450502,0,0,4518,346
0.543,54.348,45.109,0,0,0,0,84376,71462270,0,0,4491,322
0,54.645,45.355,0,0,0,0,83634,71521482,0,0,4494,327
1.031,41.237,57.732,0,0,0,0,67626,55059026,0,0,2205,404
1,49.500,49.500,0,0,0,0,77168,71339474,0,0,1869,319
1.005,49.246,49.246,0.503,0,0,40960,79288,71174824,0,0,1922,370
0.503,49.749,49.749,0,0,0,0,77486,71270778,0,0,1896,325
1.500,48.500,50,0,0,0,0,78016,71221206,0,0,1888,343
1.508,48.744,49.749,0,0,0,0,79288,71151396,0,0,1889,343
1.047,51.309,47.644,0,0,0,0,85542,70597750,0,0,3385,348
0.543,54.348,44.565,0.543,0,0,12288,86390,71436338,0,0,4514,342
