"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/iperf3-1572541814-100-orig-jumbo-dstat.csv",,,,"Date:","31 Oct 2019 19:55:51 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.432,20.853,76.162,0.554,0,162521.199,183896.984,0,0,67.142,270.016,4674.964,1192.429
1.136,54.545,44.318,0,0,0,0,96188,36137478,0,0,15293,372
0,49.749,50.251,0,0,0,0,94758,37734222,0,0,1469,389
1,49.500,49.500,0,0,0,0,94554,37658430,0,0,1448,401
0.503,49.749,49.749,0,0,0,0,93942,37649668,0,0,1441,385
1,49,50,0,0,0,0,102714,37607040,0,0,1413,376
1.005,49.246,48.744,1.005,0,0,53248,118422,37538000,0,0,1426,373
1.500,48.500,50,0,0,0,0,115464,37515754,0,0,1449,385
1.500,49,49.500,0,0,0,0,112302,37562068,0,0,1365,369
1,49,50,0,0,0,0,113730,37573002,0,0,1442,389
1.005,49.246,49.749,0,0,0,0,118320,37439498,0,0,1460,363
2.235,44.693,51.955,1.117,0,0,12288,77635,28922644,0,0,13061,406
0.575,57.471,41.954,0,0,0,0,72012,37795526,0,0,17989,355
0,57.803,42.197,0,0,0,0,68442,37773826,0,0,17900,371
0.575,57.471,41.954,0,0,0,0,68136,37790876,0,0,18029,352
0.575,57.471,41.954,0,0,0,0,71808,37749026,0,0,17880,350
0.575,57.471,41.379,0.575,0,0,40960,66810,37802580,0,0,17915,357
1.143,57.143,41.714,0,0,0,0,68136,37767626,0,0,17967,346
0.568,56.818,42.614,0,0,0,0,68748,37617972,0,0,16311,347
0.995,49.254,49.751,0,0,0,0,66708,37936576,0,0,1226,392
0,50,50,0,0,0,733184,66096,37944484,0,0,1227,405
1.630,43.478,53.804,1.087,0,0,20480,81303,29087613,0,0,9256,411
1.143,57.143,41.714,0,0,0,0,93840,37655330,0,0,17853,370
1.143,57.143,41.714,0,0,0,0,91188,37618668,0,0,17725,358
0.578,57.803,41.618,0,0,0,0,89250,37637426,0,0,17768,360
1.657,55.249,43.094,0,0,0,4096,96492,37393064,0,0,14674,365
0,50.251,49.246,0.503,0,0,40960,87822,37925030,0,0,1244,413
0.503,49.749,49.749,0,0,0,0,86700,37864580,0,0,1239,410
0.505,49.495,50,0,0,0,0,90168,37852876,0,0,1244,399
0.995,49.254,49.751,0,0,0,0,87006,37849080,0,0,1246,425
1.005,49.246,49.749,0,0,0,0,85884,37828930,0,0,1240,409
1.604,41.176,56.150,1.070,0,0,12288,62127,28608012,0,0,5505,428
0.571,57.143,42.286,0,0,0,0,44064,37725776,0,0,17850,348
1.136,56.818,42.045,0,0,0,0,42942,37705626,0,0,18090,357
0.571,57.143,42.286,0,0,0,0,42228,37722676,0,0,18089,339
0.562,56.180,43.258,0,0,0,57344,65484,37372914,0,0,15873,345
1.136,57.386,40.909,0.568,0,0,53248,83232,37767626,0,0,18011,345
1.149,57.471,41.379,0,0,0,0,80580,37769176,0,0,17917,364
0,57.803,42.197,0,0,0,0,83334,37772276,0,0,17854,336
0,58.140,41.860,0,0,0,0,80274,37813430,0,0,17884,358
0.575,57.471,41.954,0,0,0,45056,83232,37776926,0,0,17867,351
2.247,44.944,51.685,1.124,0,0,12288,73347,29331990,0,0,13609,405
0.571,57.143,42.286,0,0,0,0,43656,37616422,0,0,17908,346
0.571,57.143,42.286,0,0,0,0,41514,37676176,0,0,18049,347
1.695,56.497,41.808,0,0,0,0,41820,37662922,0,0,17965,363
0,57.471,42.529,0,0,0,0,52632,37659822,0,0,17887,336
1.143,57.143,41.714,0,0,0,0,79254,37665432,0,0,17833,362
1.143,57.143,40.571,1.143,0,0,40960,75990,37653622,0,0,17874,371
0.575,57.471,41.954,0,0,0,0,77214,37635022,0,0,17798,354
0.575,57.471,41.954,0,0,0,0,76500,37661372,0,0,17877,361
1.124,56.180,42.697,0,0,0,0,85476,37448168,0,0,15606,340
1,45,54,0,0,0,0,73328,34284297,0,0,1157,394
0.581,52.326,47.093,0,0,0,32768,78152,32576724,0,0,15264,429
0.575,57.471,41.954,0,0,0,0,70482,37780880,0,0,18027,355
1.143,57.143,41.714,0,0,0,0,67320,37798626,0,0,18067,347
0.571,57.143,42.286,0,0,0,0,66912,37826526,0,0,18053,332
0,57.803,42.197,0,0,0,0,67524,37797930,0,0,17915,332
0.575,57.471,40.805,1.149,0,0,40960,69870,37762976,0,0,17926,367
0.575,57.471,41.954,0,0,0,0,65280,37807926,0,0,17978,354
0,50.505,49.495,0,0,0,0,66606,37884730,0,0,2297,394
2,48,50,0,0,0,0,65586,38059184,0,0,1208,376
0,50.251,49.749,0,0,0,0,69972,38009584,0,0,1197,409
1.667,44.444,52.778,1.111,0,0,12288,84465,29072113,0,0,11504,438
1.143,57.143,41.714,0,0,0,0,90372,37769176,0,0,17887,362
0.578,57.803,41.618,0,0,0,0,85476,37749026,0,0,17815,353
0,57.803,42.197,0,0,0,0,86190,37786226,0,0,17856,340
0.578,57.803,41.618,0,0,0,0,85068,37741276,0,0,17689,357
1.143,57.143,41.143,0.571,0,0,40960,82620,37793976,0,0,17940,391
0.578,57.803,41.618,0,0,0,0,83130,37773826,0,0,17884,329
0.538,53.763,45.699,0,0,0,0,86190,37725776,0,0,10787,377
0,57.471,42.529,0,0,0,0,89556,37590072,0,0,16703,349
0.575,57.471,41.954,0,0,0,36864,82110,37798626,0,0,17804,344
3.352,44.134,51.955,0.559,0,0,20480,61617,29036259,0,0,13608,426
0.571,57.143,42.286,0,0,0,0,42432,37731976,0,0,17983,353
0.571,57.143,42.286,0,0,0,0,42228,37798626,0,0,18058,355
0.552,55.249,44.199,0,0,0,0,48042,37571472,0,0,14113,350
1,49,50,0,0,0,40960,40494,37966880,0,0,1277,363
0.500,49.500,48.500,1.500,0,0,49152,41616,37904880,0,0,1261,405
0.549,54.945,44.505,0,0,0,0,46716,37503272,0,0,13034,353
1.136,56.818,42.045,0,0,0,0,57630,37756776,0,0,18078,356
0.571,57.143,42.286,0,0,0,0,93330,37713218,0,0,18059,347
0,57.803,41.618,0.578,0,0,45056,92310,37697180,0,0,18080,344
3.846,43.956,51.099,1.099,0,0,12288,85486,28945347,0,0,13580,424
0.571,57.143,42.286,0,0,0,0,92616,37769176,0,0,18102,367
1.143,57.143,41.714,0,0,0,0,98430,37768322,0,0,17987,347
0.575,57.471,41.954,0,0,0,0,95574,37784834,0,0,18110,348
0.571,57.143,42.286,0,0,0,0,97104,37770726,0,0,18126,334
1.143,57.143,41.143,0.571,0,0,40960,92922,37769176,0,0,18032,365
