"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final3/ping-1572541814-orig-jumbo-9000-dstat.csv",,,,"Date:","31 Oct 2019 19:51:27 CET"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.378,21.025,76.035,0.563,0,167755.515,187453.499,0,0,69.304,278.713,4708.459,1151.173
3.911,12.849,83.240,0,0,0,0,224952,224796,0,0,4227,3160
3.297,8.242,88.462,0,0,0,0,259584,259740,0,0,3733,3517
1.111,13.333,85.556,0,0,0,0,240864,240708,0,0,4072,3324
2.762,11.050,86.188,0,0,0,0,246792,246792,0,0,3975,3377
4.444,10,84.444,1.111,0,0,32768,234078,234078,0,0,4111,3239
2.247,10.112,87.640,0,0,0,0,246324,246430,0,0,4065,3409
1.695,9.040,89.266,0,0,0,0,255060,255060,0,0,3861,3481
3.261,11.957,79.891,4.891,0,0,806912,247260,247260,0,0,4010,3402
1.124,8.989,89.888,0,0,0,0,257244,257400,0,0,3859,3520
2.222,8.889,88.333,0.556,0,0,57344,257400,257400,0,0,3691,3494
2.825,9.040,88.136,0,0,0,0,246480,246480,0,0,4000,3376
4.301,17.204,78.495,0,0,0,0,209352,209352,0,0,4437,2939
3.825,16.393,79.781,0,0,0,0,211224,211068,0,0,4369,2972
1.648,18.132,80.220,0,0,0,0,211848,212004,0,0,4478,2978
4.372,15.847,78.689,1.093,0,0,12288,207324,207168,0,0,4388,2915
4.865,16.757,78.378,0,0,0,0,209040,209040,0,0,4437,2967
2.286,14.286,83.429,0,0,0,0,210132,210288,0,0,4434,2966
4.396,15.934,79.670,0,0,0,0,208728,208572,0,0,4403,2932
1.648,18.132,80.220,0,0,0,0,207636,207636,0,0,4383,2916
2.825,14.124,81.921,1.130,0,0,12288,208728,208884,0,0,4411,2947
3.333,16.111,80.556,0,0,0,0,207636,207480,0,0,4400,2940
2.326,12.791,84.884,0,0,0,0,210132,210288,0,0,4428,2964
3.390,15.254,81.356,0,0,0,1372160,203424,203268,0,0,4320,2879
3.911,14.525,81.564,0,0,0,0,209508,209664,0,0,4427,2955
3.846,15.934,79.121,1.099,0,0,20480,209976,209926,0,0,4449,2973
3.352,13.966,82.682,0,0,0,0,221286,221286,0,0,4547,3165
2.299,13.218,84.483,0,0,0,0,234156,234156,0,0,4791,3313
2.778,13.333,83.889,0,0,0,0,251784,251940,0,0,4581,3500
3.371,14.607,82.022,0,0,0,0,241488,241488,0,0,4940,3383
2.762,16.022,80.110,1.105,0,0,12288,238368,238368,0,0,4880,3340
3.977,12.500,83.523,0,0,0,0,243048,242892,0,0,4944,3397
4.396,14.835,80.769,0,0,0,0,243360,243516,0,0,4932,3392
3.846,15.934,80.220,0,0,0,0,243204,243204,0,0,4986,3401
4.494,12.360,83.146,0,0,0,0,261876,262004,0,0,4672,3447
2.890,13.295,83.237,0.578,0,0,16384,343434,343150,0,0,3970,2632
3.352,16.201,80.447,0,0,0,0,351592,351876,0,0,4090,2707
3.297,17.033,79.670,0,0,0,0,351024,351024,0,0,4101,2716
6.077,14.365,79.558,0,0,0,0,341368,341084,0,0,3972,2649
3.468,13.295,83.237,0,0,0,0,347048,347332,0,0,4016,2651
4.372,16.393,78.142,1.093,0,0,12288,345912,345912,0,0,4030,2644
3.867,16.022,80.110,0,0,0,0,348752,348468,0,0,4049,2674
2.890,13.873,83.237,0,0,0,0,342504,342788,0,0,3962,2618
2.907,13.372,83.721,0,0,0,0,343356,343072,0,0,3986,2636
4.469,15.084,80.447,0,0,0,0,352728,352728,0,0,4086,2693
3.261,18.478,77.174,1.087,0,0,12288,341936,341936,0,0,4030,2652
1.765,12.941,85.294,0,0,0,0,362178,362462,0,0,4213,2814
3.627,21.762,74.611,0,0,0,0,378856,378572,0,0,4448,2949
2.604,21.875,75.521,0,0,0,0,376868,376868,0,0,4436,2936
2.717,18.478,78.804,0,0,0,0,380276,380560,0,0,4438,2945
5.587,13.966,79.888,0.559,0,0,12288,374880,374880,0,0,4362,2901
4.255,19.149,76.596,0,0,0,0,377436,377436,0,0,4419,2926
2.793,15.642,81.564,0,0,0,0,386524,386524,0,0,4487,2987
3.846,17.033,79.121,0,0,0,0,381128,381128,0,0,4440,2961
2.793,16.201,81.006,0,0,0,2600960,386808,386808,0,0,4492,2998
3.297,15.934,79.121,1.648,0,0,20480,382264,382264,0,0,4439,2958
4.494,14.045,81.461,0,0,0,0,388228,388228,0,0,4516,3025
1.685,16.854,81.461,0,0,0,0,389364,389080,0,0,4521,3018
2.222,16.667,81.111,0,0,0,0,395328,395612,0,0,4586,3065
2.793,16.201,81.006,0,0,0,12288,390216,389932,0,0,4528,3016
2.841,14.773,81.818,0.568,0,0,12288,390216,390500,0,0,4518,3027
5.028,13.408,81.564,0,0,0,0,389648,389648,0,0,4517,3036
4.023,12.644,83.333,0,0,0,0,386240,385956,0,0,4466,2980
4.469,12.849,82.682,0,0,0,0,410948,410948,0,0,4371,3147
3.261,17.935,78.804,0,0,0,0,391068,391174,0,0,4564,3089
2.809,15.169,80.899,1.124,0,0,12288,383400,383400,0,0,4452,2989
3.955,14.124,81.921,0,0,0,0,384252,384252,0,0,4445,2986
1.087,20.109,78.804,0,0,0,0,391224,391508,0,0,4560,3027
5.028,13.966,81.006,0,0,0,0,385104,385104,0,0,4458,2986
2.747,17.582,79.670,0,0,0,4096,385104,384820,0,0,4467,2973
2.732,17.486,78.689,1.093,0,0,12288,382548,382832,0,0,4458,2983
3.390,14.689,81.921,0,0,0,0,386240,386240,0,0,4493,3065
4.469,15.642,79.888,0,0,0,0,399068,399324,0,0,4294,2910
6.952,19.251,73.797,0,0,0,0,552420,551340,0,0,3484,2272
6.915,19.681,73.404,0,0,0,0,546480,546480,0,0,3449,2236
4.615,24.615,69.744,1.026,0,0,16384,540000,540540,0,0,3444,2239
5.820,21.164,73.016,0,0,0,0,543780,543780,0,0,3442,2255
2.516,11.321,86.164,0,0,0,0,542160,542160,0,0,3355,2238
2.976,14.881,82.143,0,0,0,0,542160,541620,0,0,3370,2228
7.071,23.232,69.697,0,0,0,0,545940,545940,0,0,3467,2242
5.500,25.500,67.500,1.500,0,0,12288,540540,541080,0,0,3436,2223
5.714,28.571,65.714,0,0,0,0,548100,548100,0,0,3526,2271
4.142,14.201,81.657,0,0,0,0,555660,555120,0,0,3447,2271
4.891,20.109,75,0,0,0,0,568080,568080,0,0,3570,2347
5.946,17.838,76.216,0,0,0,0,595620,595620,0,0,3710,2423
4.469,16.201,78.212,1.117,0,0,2404352,609120,609120,0,0,3787,2536
3.977,15.341,80.682,0,0,0,0,642600,643140,0,0,3941,2638
4.865,17.838,77.297,0,0,0,0,645378,644838,0,0,3982,2614
4.865,18.378,76.757,0,0,0,0,645300,645840,0,0,3997,2621
4.278,19.251,76.471,0,0,0,0,652860,652320,0,0,4012,2638
4.420,16.575,77.901,1.105,0,0,12288,630720,630720,0,0,3895,2573
7.027,16.216,76.757,0,0,0,0,642600,643140,0,0,3979,2638
4.188,20.942,74.869,0,0,0,0,639900,639360,0,0,3952,2578
7.812,17.708,74.479,0,0,0,0,666900,666900,0,0,4129,2704
2.793,16.760,80.447,0,0,0,0,684180,684720,0,0,4171,2736
4.444,15.556,79.444,0.556,0,0,12288,673380,673380,0,0,4125,2716
2.732,18.579,78.689,0,0,0,0,678780,678240,0,0,4153,2742
5.882,16.578,77.540,0,0,0,0,700380,700920,0,0,4098,2822
5.978,15.761,78.261,0,0,0,0,673380,673380,0,0,4138,2753
3.867,17.127,79.006,0,0,0,0,678240,677700,0,0,4139,2727
3.409,14.773,80.682,1.136,0,0,12288,661038,661038,0,0,4054,2712
3.390,15.254,81.356,0,0,0,0,669060,669600,0,0,4084,2711
2.326,14.535,83.140,0,0,0,0,665280,664740,0,0,4054,2671
1.714,15.429,82.857,0,0,0,0,687960,688500,0,0,4180,2747
4.396,17.033,78.571,0,0,0,0,666900,666900,0,0,4093,2685
1.136,17.614,80.114,1.136,0,0,16384,663660,663120,0,0,4060,2699
4.420,16.022,79.558,0,0,0,0,668520,668520,0,0,4103,2732
3.867,17.127,79.006,0,0,0,0,660420,660420,0,0,4073,2713
3.390,15.819,80.791,0,0,0,0,675078,675078,0,0,4123,2708
3.371,15.730,80.899,0,0,0,0,680940,680940,0,0,4156,2736
5.291,17.460,75.132,2.116,0,0,122880,811620,812160,0,0,4228,3350
4.444,16.667,78.889,0,0,0,0,751140,750600,0,0,4582,3068
2.907,13.372,83.721,0,0,0,0,663660,664200,0,0,4047,2673
