"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final2/iperf3-1572270041-100-macsec-aesgcm-we-frag-jumbo-dstat.csv",,,,"Date:","28 Oct 2019 20:03:06 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.523,0.082,99.334,0.061,0,6486.901,425367.801,0,0,0,0,2618.096,329.702
0.262,1.312,98.425,0,0,0,0,413419,114238499,0,0,3991,321
0.263,0.263,99.474,0,0,0,65536,446472,122690408,0,0,4070,232
1.813,0.259,97.927,0,0,0,0,446790,122691926,0,0,4126,251
3.562,0.254,96.183,0,0,0,0,445812,122690410,0,0,4241,301
2.813,0.256,96.931,0,0,0,344064,447108,122691926,0,0,4211,284
0,0,100,0,0,0,0,444882,122660068,0,0,4058,214
0.263,0.263,99.474,0,0,0,0,444010,122693444,0,0,4055,215
0.525,0.262,99.213,0,0,0,16384,444352,122688892,0,0,4093,249
0.262,0.525,99.213,0,0,0,0,443822,122692036,0,0,4075,227
0.524,0.262,98.953,0.262,0,0,0,443162,122690410,0,0,4078,230
1.804,1.289,96.907,0,0,0,0,369570,100274910,0,0,3514,620
0.263,0.263,99.474,0,0,0,0,448739,122687374,0,0,4064,235
0,0.263,99.737,0,0,0,0,445306,122692073,0,0,4049,216
0.263,0.263,99.474,0,0,0,45056,447178,122691928,0,0,4060,228
0.262,0.525,99.213,0,0,0,0,449122,122690408,0,0,4050,216
0,0.526,99.474,0,0,0,0,449122,122690410,0,0,4067,226
0.525,0.262,99.213,0,0,0,0,448910,122690408,0,0,4045,209
0,0.264,99.736,0,0,0,0,449652,122690410,0,0,4056,220
0,0.263,99.737,0,0,0,0,449334,122691926,0,0,4056,221
0.524,0.524,98.691,0.262,0,0,4718592,449652,122691926,0,0,4094,258
0.519,1.558,97.922,0,0,0,0,360020,100176228,0,0,3491,593
0.263,0.263,99.474,0,0,0,0,446154,122690410,0,0,4052,215
0.263,0.263,99.474,0,0,0,0,444882,122690408,0,0,4045,212
0.263,0.263,99.474,0,0,0,0,444540,122690410,0,0,4068,235
0,0.263,99.737,0,0,0,0,444988,122690408,0,0,4061,214
0.785,0.524,98.691,0,0,0,61440,444988,122691926,0,0,4075,228
0,0.263,99.737,0,0,0,0,445600,122690410,0,0,4047,210
1.302,0.260,98.438,0,0,0,0,443716,122691926,0,0,4101,249
0.263,0.263,99.474,0,0,0,0,444458,122690408,0,0,4059,224
1.044,0.261,98.695,0,0,0,69632,445518,122691926,0,0,4086,235
1.795,1.538,96.667,0,0,0,0,363024,100240049,0,0,3701,607
0,0,100,0,0,0,45056,447214,122690408,0,0,4075,249
0,0.264,99.736,0,0,0,0,449546,122690410,0,0,4046,215
0.524,0.524,98.953,0,0,0,0,449016,122690408,0,0,4056,209
0,0.263,99.737,0,0,0,28672,446578,122691928,0,0,4049,214
0.783,0.522,98.695,0,0,0,0,448274,122690408,0,0,4079,239
0,0.263,99.474,0.263,0,0,28672,449122,122690410,0,0,4067,220
0.264,0,99.736,0,0,0,0,442386,122678272,0,0,4060,223
0.262,0.524,99.215,0,0,0,0,446896,122690410,0,0,4056,217
0.525,0.262,99.213,0,0,0,0,447532,122691926,0,0,4107,259
0.779,1.558,97.662,0,0,0,0,368251,100238500,0,0,3624,576
0.263,0.263,99.474,0,0,0,0,445498,122693444,0,0,4074,235
0.785,0.262,98.953,0,0,0,45056,447956,122691926,0,0,4091,308
0.525,0.262,99.213,0,0,0,0,448910,122690410,0,0,4070,237
3.061,0.255,96.684,0,0,0,0,446448,122688892,0,0,4209,268
3.069,0.256,96.675,0,0,0,249856,448274,122691926,0,0,4218,292
2.320,0.258,97.423,0,0,0,0,447956,122688892,0,0,4142,250
3.308,0.254,96.438,0,0,0,0,446648,122691926,0,0,4207,308
3.069,0.256,96.675,0,0,0,16384,448168,122690408,0,0,4196,285
3.571,0,96.429,0,0,0,0,449122,122691926,0,0,4169,291
2.057,0.514,97.429,0,0,0,0,403819,110082926,0,0,3775,533
1.554,1.036,97.409,0,0,0,0,406301,112767009,0,0,4054,353
0.262,0.525,99.213,0,0,0,0,446896,122688892,0,0,4058,216
0.264,0,99.736,0,0,0,0,446366,122691926,0,0,4052,211
0,0.264,99.736,0,0,0,45056,445694,122688892,0,0,4066,229
0.264,0,99.736,0,0,0,4096,447638,122691926,0,0,4073,240
0.263,0.263,99.474,0,0,0,0,447320,122690408,0,0,4049,217
0,0,100,0,0,0,0,445836,122691926,0,0,4049,217
0.263,0.263,99.474,0,0,0,0,446896,122690410,0,0,4052,215
0,0,100,0,0,0,0,446578,122690408,0,0,4063,234
0.526,0,99.474,0,0,0,12288,448438,122691926,0,0,4058,229
0.261,1.567,98.172,0,0,0,0,361404,100212922,0,0,3469,582
0,0,100,0,0,0,0,445094,122688892,0,0,4050,217
0.262,0.262,99.213,0.262,0,0,0,446578,122693444,0,0,4071,240
0.262,0.262,99.475,0,0,0,0,443692,122690410,0,0,4045,211
0,0.526,99.474,0,0,0,20480,446896,122666136,0,0,4064,218
0.264,0,99.736,0,0,0,53248,447532,122688892,0,0,4053,217
0.525,0.262,99.213,0,0,0,0,444964,122691926,0,0,4085,254
0.525,0.262,99.213,0,0,0,0,447108,122690410,0,0,4069,239
0.525,0.262,99.213,0,0,0,0,446260,122690408,0,0,4058,219
0,0.526,99.474,0,0,0,0,445388,122690520,0,0,4062,219
1.039,1.299,97.662,0,0,0,0,363588,100233747,0,0,3508,606
0,0.264,99.736,0,0,0,45056,445200,122688892,0,0,4062,227
0.262,0.525,99.213,0,0,0,0,444882,122691926,0,0,4068,223
2.314,0,97.429,0.257,0,0,0,443819,122688892,0,0,4167,267
3.069,0.256,96.675,0,0,0,36864,445453,122691926,0,0,4212,291
2.821,0.256,96.923,0,0,0,0,445094,122690557,0,0,4170,265
2.571,0,97.429,0,0,0,0,444210,122690410,0,0,4161,262
3.562,0.254,96.183,0,0,0,20480,444670,122690408,0,0,4216,293
2.326,0,97.674,0,0,0,0,443398,122690410,0,0,4180,271
2.564,0.256,97.179,0,0,0,0,444246,122691926,0,0,4167,261
2.057,1.285,96.658,0,0,0,0,362402,100230945,0,0,3693,615
0.263,0.263,99.474,0,0,0,0,446048,122691926,0,0,4051,215
0,0.263,99.737,0,0,0,0,447956,122691926,0,0,4060,236
0.264,0.264,99.472,0,0,0,45056,446648,122690410,0,0,4062,221
0.783,0.261,98.956,0,0,0,0,447214,122688892,0,0,4068,223
0.263,0.263,99.474,0,0,0,245760,447214,122693444,0,0,4109,229
0,0.264,99.736,0,0,0,0,447320,122688892,0,0,4056,227
0,0,99.736,0.264,0,0,0,445730,122691926,0,0,4056,223
0.525,0.262,99.213,0,0,0,0,447956,122688892,0,0,4048,212
0,0,100,0,0,0,16384,448698,122691926,0,0,4062,227
0.522,1.044,98.433,0,0,0,4096,366627,100212712,0,0,3470,596
0,0.264,99.736,0,0,0,0,446024,122692032,0,0,4054,221
0.525,0.262,99.213,0,0,0,0,445730,122690410,0,0,4061,219
0,0.264,99.736,0,0,0,0,444988,122691926,0,0,4054,215
0.783,0.261,98.956,0,0,0,0,443256,122690410,0,0,4098,242
0.528,0,99.472,0,0,0,98304,443822,122690408,0,0,4087,237
0.522,0.522,98.956,0,0,0,0,444988,122691926,0,0,4056,220
0.526,0,99.474,0,0,0,0,445164,122688892,0,0,4076,228
0.526,0,99.474,0,0,0,0,444564,122691926,0,0,4084,249
0.264,0,99.736,0,0,0,0,444882,122690410,0,0,4057,217
0.260,0.521,98.958,0.260,0,0,12288,399546,110268014,0,0,3703,501
1.299,1.299,97.403,0,0,0,0,406455,112751943,0,0,4052,330
0.525,0.262,99.213,0,0,0,0,447002,122688892,0,0,4077,242
0,0.526,99.474,0,0,0,0,447532,122691926,0,0,4048,217
0.264,0,99.736,0,0,0,0,445376,122690410,0,0,4059,205
0,0.526,99.474,0,0,0,0,447532,122690410,0,0,4052,211
0.525,0.262,99.213,0,0,0,45056,447426,122690408,0,0,4065,237
0.263,0.263,99.474,0,0,0,0,447496,122691926,0,0,4057,229
0.781,0.521,98.698,0,0,0,0,448274,122690410,0,0,4061,222
0.262,0.525,99.213,0,0,0,0,447850,122690408,0,0,4063,220
0.524,0.524,98.953,0,0,0,24576,448238,122690410,0,0,4076,232
1.558,0.779,97.662,0,0,0,0,361236,100267353,0,0,3694,605
0.781,0.521,98.438,0.260,0,0,49152,443716,122688892,0,0,4083,234
0.264,0,99.736,0,0,0,0,443186,122690410,0,0,4077,223
1.558,0.260,98.182,0,0,0,0,443680,122691926,0,0,4111,258
0.785,0,99.215,0,0,0,0,443186,122690410,0,0,4072,225
2.577,0,97.423,0,0,0,0,444034,122690408,0,0,4156,252
3.069,0.256,96.675,0,0,0,0,444222,122690410,0,0,4176,281
3.325,0,96.675,0,0,0,12288,444140,122691926,0,0,4236,328
2.564,0.256,97.179,0,0,0,0,443716,122690408,0,0,4186,292
3.325,0,96.675,0,0,0,229376,445094,122690410,0,0,4226,291
1.554,1.036,97.409,0,0,0,0,361412,100314275,0,0,3625,604
0.524,0.524,98.953,0,0,0,0,445518,122690408,0,0,4084,238
0.263,0.263,99.474,0,0,0,0,446154,122690410,0,0,4052,228
0.262,0.262,99.213,0.262,0,0,57344,445176,122679790,0,0,4077,233
0,0,100,0,0,0,0,446366,122690408,0,0,4043,211
0.785,0.262,98.953,0,0,0,4096,445836,122691926,0,0,4079,242
0.526,0,99.474,0,0,0,0,447320,122690410,0,0,4054,229
0,0.264,99.736,0,0,0,0,444034,122690408,0,0,4062,216
0.526,0,99.474,0,0,0,0,446048,122691926,0,0,4050,216
0.263,0.263,99.474,0,0,0,12288,446154,122691926,0,0,4072,239
1.550,1.034,97.416,0,0,0,49152,363101,100132234,0,0,3721,653
0.263,0.263,99.474,0,0,0,0,444352,122690410,0,0,4061,216
0,0.526,99.474,0,0,0,0,446578,122693442,0,0,4062,219
2.828,0,97.172,0,0,0,0,446224,122687376,0,0,4170,281
3.299,0.508,96.193,0,0,0,0,447002,122690408,0,0,4214,272
3.571,0,96.429,0,0,0,45056,446684,122691926,0,0,4164,286
2.320,0,97.680,0,0,0,0,446578,122690410,0,0,4157,258
3.325,0,96.675,0,0,0,0,445706,122690408,0,0,4207,291
2.073,0,97.927,0,0,0,0,446578,122688892,0,0,4153,252
2.314,0.257,97.429,0,0,0,0,446154,122693444,0,0,4152,250
2.558,1.279,96.164,0,0,0,28672,365816,100250741,0,0,3684,620
0.524,0.262,98.953,0.262,0,0,49152,444114,122684342,0,0,4100,261
2.314,0.257,97.429,0,0,0,0,443398,122690408,0,0,4154,259
2.571,0.257,97.172,0,0,0,0,445518,122690410,0,0,4159,258
3.316,0.255,96.429,0,0,0,0,444328,122690408,0,0,4202,270
3.807,0,96.193,0,0,0,0,443610,122690410,0,0,4170,295
2.821,0.256,96.923,0,0,0,20480,445200,122691926,0,0,4168,294
3.807,0,96.193,0,0,0,0,443892,122690408,0,0,4196,278
2.821,0.256,96.923,0,0,0,0,444140,122690410,0,0,4167,261
3.316,0,96.684,0,0,0,0,444352,122690408,0,0,4167,283
2.806,0.510,96.684,0,0,0,217088,401796,110685192,0,0,3855,570
1.809,1.034,97.158,0,0,0,0,407581,112255779,0,0,4064,332
0,0.264,99.736,0,0,0,49152,447744,122690408,0,0,4060,223
1.813,0.259,97.927,0,0,0,0,446578,122690410,0,0,4131,261
3.316,0,96.684,0,0,0,0,447744,122690408,0,0,4202,273
2.067,0.258,97.674,0,0,0,0,448274,122690410,0,0,4162,247
2.828,0,97.172,0,0,0,0,448380,122690408,0,0,4171,285
3.069,0,96.931,0,0,0,0,447284,122691926,0,0,4209,294
3.562,0.254,96.183,0,0,0,12288,448804,122690410,0,0,4199,289
1.813,0,98.187,0,0,0,0,447956,122690408,0,0,4152,250
2.326,0,97.674,0,0,0,8192,448062,122691926,0,0,4156,259
1.546,1.546,96.907,0,0,0,0,362419,100150437,0,0,3574,646
0.263,0,99.737,0,0,0,0,449334,122688892,0,0,4058,207
0,0.526,99.474,0,0,0,0,448698,122691926,0,0,4076,220
0,0,100,0,0,0,53248,447190,122690410,0,0,4072,227
0.525,0.262,99.213,0,0,0,0,446684,122691926,0,0,4067,234
2.821,0,97.179,0,0,0,49152,448804,122688892,0,0,4172,281
2.571,0.257,97.172,0,0,0,0,446012,122690408,0,0,4184,260
3.299,0.508,96.193,0,0,0,0,447532,122690410,0,0,4192,273
2.326,0,97.674,0,0,0,0,446048,122691926,0,0,4171,277
2.813,0.512,96.675,0,0,0,12288,446024,122691926,0,0,4171,269
2.057,1.028,96.915,0,0,0,28672,362008,100326514,0,0,3675,630
0,0.264,99.736,0,0,0,0,446578,122688892,0,0,4053,211
0.263,0.263,99.474,0,0,0,0,445518,122691926,0,0,4097,238
0.263,0.263,99.474,0,0,0,0,445518,122688892,0,0,4055,209
0,0,100,0,0,0,0,445730,122691926,0,0,4055,213
0.525,0.262,99.213,0,0,0,49152,444846,122691926,0,0,4069,245
0.264,0,99.736,0,0,0,0,447850,122690410,0,0,4065,231
0,0,100,0,0,0,0,448592,122690408,0,0,4052,216
3.069,0.256,96.675,0,0,0,0,445482,122690410,0,0,4171,265
3.544,0.506,95.949,0,0,0,0,448910,122690408,0,0,4202,274
1.799,1.542,96.658,0,0,0,229376,368706,100198982,0,0,3592,655
0,0.264,99.736,0,0,0,49152,444034,122691926,0,0,4064,224
0.262,0.525,99.213,0,0,0,0,444034,122675240,0,0,4058,219
0.263,0.263,99.474,0,0,0,0,443468,122688892,0,0,4060,218
0.262,0.262,99.475,0,0,0,0,446154,122691926,0,0,4072,236
0.263,0.263,99.474,0,0,0,0,445518,122690408,0,0,4066,231
0.783,0.522,98.695,0,0,0,20480,445730,122691926,0,0,4063,229
0.263,0.263,99.474,0,0,0,0,445706,122688892,0,0,4063,215
0.263,0.263,99.474,0,0,0,0,445624,122691926,0,0,4063,229
0,0.263,99.474,0.263,0,0,0,446366,122691926,0,0,4073,271
1.036,1.295,97.668,0,0,0,4096,367064,100276426,0,0,3488,606
0.526,0,99.474,0,0,0,0,444668,122693550,0,0,4075,232
0.262,0.525,99.213,0,0,0,45056,447426,122690410,0,0,4082,252
0,0,100,0,0,0,0,448168,122691926,0,0,4048,206
0.785,0.262,98.953,0,0,0,0,446978,122689002,0,0,4090,230
0.264,0,99.736,0,0,0,0,447638,122690410,0,0,4072,225
0.787,0,99.213,0,0,0,0,447214,122691926,0,0,4068,238
0,0.263,99.737,0,0,0,0,448038,122690410,0,0,4059,207
0.263,0.263,99.474,0,0,0,12288,445094,122691926,0,0,4066,235
0.262,0.525,99.213,0,0,0,0,445115,122688892,0,0,4055,206
0.263,0,99.737,0,0,0,65536,403460,111169115,0,0,3744,535
3.846,1.026,95.128,0,0,0,0,408285,111779768,0,0,3955,396
3.359,0.258,96.382,0,0,0,0,444670,122688892,0,0,4158,275
3.117,0.260,96.623,0,0,0,274432,445306,122694960,0,0,4214,325
4.580,0.254,95.165,0,0,0,0,444316,122691928,0,0,4210,313
2.611,0,97.389,0,0,0,0,444776,122687374,0,0,4156,270
1.323,0.265,98.413,0,0,0,0,444776,122690410,0,0,4108,239
1.579,0.263,98.158,0,0,0,0,443680,122690408,0,0,4120,235
3.359,0.258,96.382,0,0,0,0,444352,122691926,0,0,4186,292
2.850,0.518,96.632,0,0,0,12288,444670,122694960,0,0,4149,268
3.368,0,96.632,0,0,0,0,443692,122687376,0,0,4172,277
1.299,1.039,97.662,0,0,0,57344,364214,100286970,0,0,3515,621
0.525,0.262,99.213,0,0,0,0,444670,122690408,0,0,4063,235
0,0.526,99.474,0,0,0,0,443186,122690410,0,0,4053,211
0.263,0.263,99.474,0,0,0,0,445070,122688892,0,0,4056,216
0,0,100,0,0,0,0,444458,122691926,0,0,4050,218
0.524,0.262,98.953,0.262,0,0,45056,445942,122691926,0,0,4086,257
0.263,0,99.737,0,0,0,0,444634,122690408,0,0,4047,213
0.526,0,99.474,0,0,0,0,446048,122690410,0,0,4078,227
0.263,0.263,99.474,0,0,0,0,444670,122690408,0,0,4046,205
0,0.264,99.736,0,0,0,0,445836,122691926,0,0,4067,237
1.567,0.783,97.650,0,0,0,8192,364895,100287151,0,0,3523,599
0.796,0.531,98.674,0,0,0,53248,448486,122687374,0,0,4083,240
0.529,0.265,99.206,0,0,0,0,447850,122688892,0,0,4052,215
0,0.264,99.736,0,0,0,0,447002,122691926,0,0,4067,243
0.263,0.263,99.474,0,0,0,0,447108,122690410,0,0,4052,222
0.263,0.263,99.474,0,0,0,0,446578,122688892,0,0,4050,213
0.262,0.524,99.215,0,0,0,0,447002,122691926,0,0,4050,210
1.044,0.261,98.695,0,0,0,12288,446660,122691926,0,0,4108,264
0.263,0.263,99.474,0,0,0,0,447850,122690408,0,0,4047,207
0.262,0.525,99.213,0,0,0,0,447956,122690410,0,0,4053,214
1.295,1.295,97.409,0,0,0,28672,364804,100209706,0,0,3680,605
0.264,0,99.736,0,0,0,0,443186,122690410,0,0,4062,242
