"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final2/ping-1572270041-macsec-aesgcm-e-1500-dstat.csv",,,,"Date:","28 Oct 2019 17:20:25 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.360,0.071,99.507,0.062,0,6717.259,439105.655,0,0,0,0,2350.461,305.541
1.259,1.008,97.733,0,0,0,40960,1131360,1131520,0,0,14549,14238
0.504,1.763,97.733,0,0,0,0,1132640,1132480,0,0,14491,14204
0.756,1.511,97.733,0,0,0,0,1134400,1134560,0,0,14506,14227
0.761,0.508,98.731,0,0,0,0,1134560,1134670,0,0,14542,14228
0.759,1.013,98.228,0,0,0,0,1134400,1134240,0,0,14571,14231
1.015,0.508,98.477,0,0,0,12288,1135089,1135122,0,0,14519,14250
0.506,1.013,98.481,0,0,0,0,1134867,1134560,0,0,14540,14244
0.508,1.269,98.223,0,0,0,0,1987712,1988147,0,0,14498,14152
0.505,1.263,98.232,0,0,0,0,2033568,2033568,0,0,14470,14169
1.010,1.010,97.980,0,0,0,0,2031552,2031552,0,0,14451,14177
0.254,1.269,98.477,0,0,0,24576,2034144,2034144,0,0,14469,14184
0.508,1.015,98.477,0,0,0,4096,2034144,2034144,0,0,14497,14175
0.506,1.266,98.228,0,0,0,0,2034432,2034432,0,0,14485,14189
0.253,1.266,98.228,0.253,0,0,0,2034432,2034144,0,0,14460,14158
0.752,2.005,97.243,0,0,0,0,3576800,3576800,0,0,14462,14073
0.754,1.759,97.487,0,0,0,24576,3818336,3818336,0,0,14399,14093
1.500,1.750,96.750,0,0,0,0,3804736,3805280,0,0,14356,14055
0.754,1.759,97.487,0,0,0,0,3820512,3820622,0,0,14382,14088
0.504,1.763,97.733,0,0,0,0,3816160,3816160,0,0,14392,14087
0.756,1.511,97.733,0,0,0,0,3819424,3818880,0,0,14391,14090
0.756,1.511,97.733,0,0,0,12288,3818336,3818336,0,0,14397,14121
1.010,1.515,97.475,0,0,0,745472,6357951,6357824,0,0,14399,13947
0.763,0.763,98.473,0,0,0,0,7292883,7292736,0,0,14184,13883
0.506,1.519,97.975,0,0,0,0,7295904,7296051,0,0,14156,13875
0.758,1.263,97.980,0,0,0,0,7305408,7305408,0,0,14194,13889
1.005,2.010,96.985,0,0,0,57344,7305408,7306464,0,0,14169,13891
1.010,1.010,97.980,0,0,0,4096,7307520,7307520,0,0,14184,13891
0.509,1.018,98.473,0,0,0,0,7310688,7310688,0,0,14194,13891
0.509,1.272,98.219,0,0,0,0,8424312,8424688,0,0,14035,13673
1.515,0.758,97.727,0,0,0,0,9615880,9614448,0,0,13776,13487
0.765,0.765,98.469,0,0,0,32768,9634496,9635928,0,0,13792,13521
1.259,1.259,97.481,0,0,0,0,9621608,9621608,0,0,13760,13489
1.256,1.759,96.734,0.251,0,0,14016512,9432584,9432584,0,0,13531,13241
0.505,1.768,97.727,0,0,0,0,9650248,9648816,0,0,13791,13517
0.761,1.015,98.223,0,0,0,0,9615880,9615880,0,0,13777,13488
1.013,1.013,97.722,0.253,0,0,36864,9557072,9558590,0,0,13769,13426
1.013,1.013,97.975,0,0,0,0,9980850,9979332,0,0,13498,13214
0.761,1.015,98.223,0,0,0,0,9979332,9979332,0,0,13464,13192
1.263,1.010,97.727,0,0,0,0,9993076,9994594,0,0,13490,13209
1.010,1.263,97.727,0,0,0,0,10002102,10002102,0,0,13511,13235
0.510,0.765,98.724,0,0,0,20480,10037016,10035498,0,0,13571,13288
0,1.777,98.223,0,0,0,0,10027908,10027908,0,0,13535,13257
1.013,0.759,98.228,0,0,0,0,10023354,10024872,0,0,13554,13262
