"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final2/iperf3-1572270041-100-macsec-aesgcm-e-frag-dstat.csv",,,,"Date:","28 Oct 2019 17:56:58 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.362,0.074,99.502,0.062,0,6664.074,435960.518,0,0,0,0,2368.205,311.653
8,0.750,91.250,0,0,0,0,1979883,112635985,0,0,17439,389
7.750,0.500,91.750,0,0,0,0,2120206,120653962,0,0,18655,367
8.437,0.496,91.067,0,0,0,0,2118516,120655568,0,0,18627,365
8.458,0.498,91.045,0,0,0,61440,2120312,120657086,0,0,18664,407
7.980,0.499,91.521,0,0,0,0,2118516,120654050,0,0,18630,352
8,0.250,91.750,0,0,0,0,2120100,120657174,0,0,18648,361
8.458,0.249,91.294,0,0,0,0,2120206,120655568,0,0,18656,375
8.020,0.251,91.729,0,0,0,0,2117456,120597862,0,0,18654,433
8.685,0.248,91.067,0,0,0,0,2120206,120655480,0,0,18638,374
7.769,0.251,91.980,0,0,0,12288,2118516,120655568,0,0,18638,376
6.076,1.013,92.911,0,0,0,0,1727329,98448812,0,0,15367,677
8.889,0.247,90.617,0.247,0,0,405504,2118663,120657174,0,0,18740,443
7.750,0.500,91.750,0,0,0,0,2120206,120653962,0,0,18660,357
7.323,0,92.677,0,0,0,0,2120088,120655568,0,0,18646,347
7.538,0.251,92.211,0,0,0,0,2118516,120655568,0,0,18629,344
8.229,0.499,91.272,0,0,0,49152,2120088,120657174,0,0,18662,397
8.458,0.249,91.294,0,0,0,0,2118516,120655568,0,0,18641,379
7.519,0.501,91.980,0,0,0,0,2120206,120658780,0,0,18654,360
8.229,0.249,91.521,0,0,0,0,2120206,120653962,0,0,18651,363
8.209,0.498,91.294,0,0,0,0,2118516,120657174,0,0,18620,391
7.692,0.993,91.315,0,0,0,0,1727040,98440783,0,0,15333,703
8.250,0,91.750,0,0,0,45056,2118516,120653962,0,0,18639,377
8.229,0.249,91.521,0,0,0,3596288,2120206,120657174,0,0,18666,377
7.789,0,92.211,0,0,0,0,2119888,120629872,0,0,18650,382
8.437,0.496,91.067,0,0,0,0,2118516,120655568,0,0,18630,358
7.519,0.251,91.980,0.251,0,0,0,2120088,120655568,0,0,18651,358
8.458,0.249,91.294,0,0,0,0,2118516,120655568,0,0,18636,371
8.229,0.499,91.272,0,0,0,20480,2120194,120657174,0,0,18665,396
7.286,0.503,92.211,0,0,0,0,2118516,120653962,0,0,18642,347
8.229,0.249,91.521,0,0,0,0,2120088,120657174,0,0,18654,364
5.102,1.020,93.878,0,0,0,0,1728656,98464874,0,0,15272,642
7.789,0.251,91.960,0,0,0,0,2118516,120655568,0,0,18654,375
8,0.250,91.750,0,0,0,28672,2120206,120655480,0,0,18659,366
7.750,0.500,91.750,0,0,0,53248,2118410,120654050,0,0,18649,377
8.437,0.496,91.067,0,0,0,0,2120312,120655568,0,0,18650,356
8.458,0.249,91.294,0,0,0,0,2120206,120657174,0,0,18659,389
8.020,0,91.980,0,0,0,0,2118516,120655568,0,0,18635,366
7.576,0,92.424,0,0,0,0,2121392,120655568,0,0,18654,353
8,0.250,91.750,0,0,0,0,2118516,120655568,0,0,18633,363
7.538,0,92.211,0.251,0,0,12288,2120312,120657174,0,0,18664,387
6.281,1.256,92.462,0,0,0,0,1729139,98458502,0,0,15311,651
7.538,0.251,92.211,0,0,0,0,2118622,120657174,0,0,18612,361
8.229,0.249,91.521,0,0,0,0,2120088,120655568,0,0,18648,365
7.769,0.251,91.980,0,0,0,0,2118516,120655568,0,0,18647,375
7.769,0.251,91.980,0,0,0,0,2119146,120657174,0,0,18648,351
8.229,0.499,91.272,0,0,0,45056,2118516,120655568,0,0,18643,379
7.750,0.250,92,0,0,0,0,2120100,120655568,0,0,18641,363
8.685,0.248,91.067,0,0,0,49152,2120100,120657174,0,0,18664,422
8,0.250,91.750,0,0,0,0,2118516,120653962,0,0,18616,363
7.769,0.251,91.980,0,0,0,0,2120100,120657174,0,0,18643,378
7.250,0.250,92.500,0,0,0,0,1827713,104064213,0,0,16172,671
7.557,0.756,91.688,0,0,0,36864,2024167,115048109,0,0,17813,404
8,0.500,91.500,0,0,0,262144,2120206,120657262,0,0,18718,382
7.286,0.503,92.211,0,0,0,0,2118516,120655568,0,0,18649,347
7.538,0.251,92.211,0,0,0,0,2120100,120655568,0,0,18656,350
8.458,0.249,91.294,0,0,0,0,2118410,120655568,0,0,18650,391
8.189,0.496,91.067,0.248,0,0,57344,2117016,120644326,0,0,18652,393
7.557,0,92.443,0,0,0,0,2118516,120653962,0,0,18648,362
8.229,0.249,91.521,0,0,0,0,2120100,120655568,0,0,18644,361
7.769,0.251,91.980,0,0,0,0,2120100,120655568,0,0,18658,380
8.250,0,91.750,0,0,0,0,2118516,120657174,0,0,18632,362
7.960,0.746,91.294,0,0,0,0,1735583,98403843,0,0,15325,706
7.286,0.251,92.462,0,0,0,45056,2120206,120657086,0,0,18631,379
7.750,0.500,91.750,0,0,0,8192,2118516,120655656,0,0,18646,398
7.789,0,92.211,0,0,0,0,2120312,120652356,0,0,18631,347
7.769,0.251,91.980,0,0,0,0,2118516,120655568,0,0,18631,354
7.731,0.748,91.521,0,0,0,0,2120206,120657174,0,0,18650,360
8.458,0.249,91.294,0,0,0,0,2118516,120655568,0,0,18650,404
8.020,0,91.980,0,0,0,20480,2120312,120658890,0,0,18651,394
7.750,0.500,91.750,0,0,0,0,2120206,120653786,0,0,18644,353
7.980,0.499,91.521,0,0,0,0,2118516,120654050,0,0,18627,361
6.549,1.008,92.443,0,0,0,0,1726643,98452023,0,0,15338,709
8.685,0.248,91.067,0,0,0,0,2118516,120653962,0,0,18612,379
8,0,92,0,0,0,36864,2120100,120655568,0,0,18640,382
7.538,0.503,91.960,0,0,0,53248,2120439,120658780,0,0,18652,363
7.750,0.500,91.750,0,0,0,0,2118557,120657174,0,0,18652,385
7.323,0,92.677,0,0,0,0,2120100,120655568,0,0,18641,353
8.437,0.496,91.067,0,0,0,0,2118516,120655568,0,0,18638,375
8.437,0.496,91.067,0,0,0,0,2120206,120655568,0,0,18646,376
7.750,0.500,91.750,0,0,0,0,2118516,120657174,0,0,18647,373
8,0.250,91.750,0,0,0,12288,2121392,120655480,0,0,18649,367
7.463,0.995,91.294,0.249,0,0,0,1735557,98472992,0,0,15341,703
