"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final2/iperf3-1572270041-100-macsec-aesgcm-e-dstat.csv",,,,"Date:","28 Oct 2019 17:21:09 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.360,0.071,99.507,0.062,0,6716.194,439090.724,0,0,0,0,2352.328,307.687
0.783,1.044,98.172,0,0,0,0,441411,114263161,0,0,3892,297
0.779,0.519,98.701,0,0,0,0,484844,122450988,0,0,4071,234
0,0,100,0,0,0,0,486010,122454024,0,0,4051,209
0.262,0.262,99.215,0.262,0,0,65536,484420,122454024,0,0,4063,228
0.522,0.261,99.217,0,0,0,0,479414,122454134,0,0,4063,219
0,0.262,99.738,0,0,0,0,483890,122452506,0,0,4067,220
0.524,0.262,99.215,0,0,0,0,485798,122455542,0,0,4083,231
0.783,0,99.217,0,0,0,0,483678,122452506,0,0,4055,216
0,0.524,99.476,0,0,0,0,484950,122455542,0,0,4062,215
0,0.262,99.738,0,0,0,12288,485289,122452506,0,0,4071,232
0.526,1.579,97.895,0,0,0,0,381218,99858177,0,0,3448,603
0.266,0.266,99.468,0,0,0,0,476046,122454171,0,0,4061,228
0.792,0.528,98.681,0,0,0,0,474350,122455542,0,0,4063,224
0,0,100,0,0,0,0,475304,122449470,0,0,4048,215
0,0.264,99.736,0,0,0,57344,472724,122454024,0,0,4068,212
0,0.262,99.738,0,0,0,45056,474562,122454024,0,0,4059,224
0.262,0.262,99.475,0,0,0,0,474244,122452506,0,0,4066,221
0,0.262,99.738,0,0,0,0,476152,122455542,0,0,4051,217
2.057,0.257,97.686,0,0,0,0,474350,122454024,0,0,4155,254
1.804,0.258,97.938,0,0,0,5189632,474456,122454024,0,0,4221,270
1.299,1.558,97.143,0,0,0,0,386958,99524218,0,0,3464,645
0.266,0.266,99.468,0,0,0,57344,481558,122452506,0,0,4071,224
0.264,0,99.736,0,0,0,0,479120,122452506,0,0,4059,223
0,0.262,99.738,0,0,0,0,479968,122452506,0,0,4049,203
0,0.262,99.738,0,0,0,4096,477388,122455542,0,0,4057,205
2.558,0.256,97.187,0,0,0,0,478484,122454024,0,0,4238,273
3.061,0.255,96.684,0,0,0,0,477848,122454024,0,0,4179,292
3.053,0,96.692,0.254,0,0,12288,475622,122452506,0,0,4161,284
1.804,0.258,97.938,0,0,0,0,480074,122455542,0,0,4151,246
2.062,0,97.938,0,0,0,0,480074,122454024,0,0,4156,255
1.542,1.542,96.915,0,0,0,0,387650,99894608,0,0,3727,643
2.057,0.257,97.686,0,0,0,0,472972,122452506,0,0,4178,246
1.550,0.258,98.191,0,0,0,0,476258,122454024,0,0,4144,244
1.558,0,98.442,0,0,0,45056,475728,122454024,0,0,4160,262
2.308,0.256,97.436,0,0,0,28672,472630,122454024,0,0,4156,256
3.053,0.254,96.692,0,0,0,0,475092,122452506,0,0,4227,267
2.813,0,97.187,0,0,0,0,475728,122455542,0,0,4222,289
2.308,0.256,97.436,0,0,0,0,474880,122452506,0,0,4151,260
1.804,0.258,97.938,0,0,0,0,473714,122455542,0,0,4168,259
1.809,0.258,97.933,0,0,0,20480,475304,122454024,0,0,4159,263
1.542,1.285,97.172,0,0,0,0,384617,99628959,0,0,3494,617
0.532,0.266,99.202,0,0,0,0,475396,122457060,0,0,4057,237
0.264,0.528,99.208,0,0,0,0,478696,122450988,0,0,4060,225
0.262,0.262,99.476,0,0,0,0,481134,122454024,0,0,4047,206
0,0,100,0,0,0,0,475056,122454024,0,0,4050,216
0.262,0.524,99.215,0,0,0,45056,478696,122452506,0,0,4070,230
0,0.262,99.738,0,0,0,0,479968,122452506,0,0,4062,228
0.522,0.261,99.217,0,0,0,0,477954,122457060,0,0,4049,209
0,0.262,99.738,0,0,0,0,480286,122454024,0,0,4051,215
0.262,0.262,99.475,0,0,0,53248,479544,122454024,0,0,4070,228
0.519,0.519,98.961,0,0,0,0,443907,113038598,0,0,3754,204
1.044,0.783,98.172,0,0,0,12288,423367,109074745,0,0,3774,633
0,0.262,99.738,0,0,0,0,479862,122454024,0,0,4053,209
0,0.263,99.737,0,0,0,0,479120,122454024,0,0,4062,221
0,0.262,99.738,0,0,0,249856,480074,122454024,0,0,4106,229
0.262,0.262,99.476,0,0,0,0,478024,122454024,0,0,4067,222
0.262,0.262,99.215,0.262,0,0,57344,480392,122455542,0,0,4080,239
0.262,0.262,99.476,0,0,0,0,478166,122452506,0,0,4061,226
0.262,0.262,99.476,0,0,0,0,478166,122454024,0,0,4056,214
0,0,100,0,0,0,0,481876,122452506,0,0,4052,209
0,0.263,99.737,0,0,0,0,480498,122457060,0,0,4054,205
1.562,1.042,97.396,0,0,0,0,378240,99683716,0,0,3483,664
0.265,0.531,99.204,0,0,0,45056,474986,122467686,0,0,4072,233
1.058,0,98.942,0,0,0,0,474562,122449470,0,0,4060,229
0.266,0.266,99.468,0,0,0,0,476046,122454024,0,0,4048,206
0,0.529,99.471,0,0,0,8192,471346,122454024,0,0,4061,214
0.262,0.262,99.476,0,0,0,0,472018,122443398,0,0,4066,225
0.522,0.261,99.217,0,0,0,0,476788,122464650,0,0,4059,226
0,0,100,0,0,0,20480,473396,122454024,0,0,4084,234
0.262,0.262,99.476,0,0,0,0,474456,122441880,0,0,4046,219
0,0.524,99.476,0,0,0,0,475092,122461614,0,0,4051,210
1.809,1.550,96.641,0,0,0,0,379525,99528770,0,0,3482,659
0,0.532,99.468,0,0,0,0,473714,122440362,0,0,4052,214
0.267,0,99.733,0,0,0,0,474371,122466168,0,0,4056,237
0.794,0.265,98.942,0,0,0,45056,472165,122455542,0,0,4069,239
0,0.267,99.733,0,0,0,36864,480368,122455689,0,0,4071,226
0.532,0,99.468,0,0,0,0,484208,122449470,0,0,4065,234
0.531,0.265,99.204,0,0,0,0,483996,122440362,0,0,4056,223
0,0.267,99.733,0,0,0,0,482088,122452506,0,0,4051,211
0.266,0.266,99.468,0,0,0,0,483996,122458578,0,0,4052,217
0,0.266,99.468,0.266,0,0,20480,483996,122450988,0,0,4066,222
1.050,1.312,97.638,0,0,0,0,393040,99568239,0,0,3429,612
0.266,0.266,99.468,0,0,0,0,472600,122452506,0,0,4055,212
0,0.266,99.734,0,0,0,0,478802,122450988,0,0,4055,220
0,0.265,99.735,0,0,0,0,475516,122454024,0,0,4048,206
0.524,0.262,99.215,0,0,0,20480,477424,122406966,0,0,4073,267
0.262,0.262,99.476,0,0,0,45056,471346,122452506,0,0,4081,235
0,0.262,99.738,0,0,0,0,476152,122452506,0,0,4057,216
0.262,0.262,99.475,0,0,0,0,474562,122454024,0,0,4050,213
0,0.262,99.738,0,0,0,0,474880,122450988,0,0,4048,215
0,0,100,0,0,0,0,475410,122457060,0,0,4046,210
0.775,1.550,97.674,0,0,0,0,387683,99906237,0,0,3439,580
1.044,0,98.956,0,0,0,45056,472354,122457060,0,0,4091,265
0,0.262,99.738,0,0,0,0,475516,122455542,0,0,4052,218
0,0.263,99.737,0,0,0,0,475092,122452506,0,0,4046,203
0,0,100,0,0,0,253952,474774,122454024,0,0,4109,236
0,0.262,99.476,0.262,0,0,0,471452,122455542,0,0,4081,229
0,0.263,99.737,0,0,0,0,474562,122440362,0,0,4063,215
0,0,100,0,0,0,24576,474562,122464650,0,0,4064,224
0.261,0.522,99.217,0,0,0,0,474456,122458578,0,0,4068,239
0.262,0.262,99.475,0,0,0,0,475092,122437326,0,0,4058,208
0,0.262,99.738,0,0,0,4096,456801,117835073,0,0,3919,213
3.836,1.023,95.141,0,0,0,0,406755,104414889,0,0,3951,701
3.085,0.514,96.401,0,0,0,0,479968,122463132,0,0,4152,274
1.837,0,98.163,0,0,0,45056,480604,122450988,0,0,4160,269
2.591,0.518,96.891,0,0,0,0,480498,122432772,0,0,4158,267
3.342,0.257,96.401,0,0,0,0,476128,122467686,0,0,4202,283
3.342,0.257,96.401,0,0,0,0,474562,122452506,0,0,4223,277
3.109,0,96.891,0,0,0,0,480392,122455542,0,0,4164,273
2.842,0.258,96.899,0,0,0,0,481240,122441880,0,0,4157,268
0,0.267,99.467,0.267,0,0,12288,481558,122467686,0,0,4063,223
0.265,0.531,99.204,0,0,0,0,480392,122457060,0,0,4087,229
1.809,1.034,97.158,0,0,0,0,391724,99829334,0,0,3715,647
0,0,100,0,0,0,0,482300,122461614,0,0,4052,219
0,0.524,99.476,0,0,0,0,482830,122455542,0,0,4053,211
0,0,100,0,0,0,0,482512,122452506,0,0,4048,210
0.261,0.522,99.217,0,0,0,110592,480474,122457060,0,0,4087,236
0.261,0.522,99.217,0,0,0,0,476576,122449470,0,0,4059,216
0,0.262,99.738,0,0,0,0,479120,122454024,0,0,4057,212
0,0.263,99.737,0,0,0,0,479650,122455542,0,0,4052,213
0,0,100,0,0,0,0,478696,122447952,0,0,4048,210
0.262,0.262,99.475,0,0,0,0,479544,122460096,0,0,4050,218
0.260,1.302,98.438,0,0,0,20480,383590,99797456,0,0,3701,642
0.524,0,99.476,0,0,0,0,480816,122443398,0,0,4058,218
0.263,0,99.737,0,0,0,0,481770,122461614,0,0,4053,223
0,0.524,99.476,0,0,0,0,481134,122440362,0,0,4049,209
0.263,0,99.737,0,0,0,0,481240,122467686,0,0,4060,215
0,0.524,99.476,0,0,0,0,472948,122452506,0,0,4057,213
0.262,0,99.738,0,0,0,45056,479650,122454024,0,0,4069,227
0.262,0.524,99.215,0,0,0,0,482512,122454024,0,0,4051,216
0,0.524,99.476,0,0,0,0,479332,122454024,0,0,4050,214
0,0.263,99.737,0,0,0,0,480922,122454024,0,0,4052,213
0.260,1.558,98.182,0,0,0,0,391346,99806565,0,0,3674,601
0.261,0.261,99.217,0.261,0,0,0,475146,122450988,0,0,4068,227
0,0.263,99.737,0,0,0,45056,481346,122452506,0,0,4063,222
0.262,0.262,99.476,0,0,0,0,482300,122444916,0,0,4053,222
0.263,0,99.737,0,0,0,245760,477000,122466168,0,0,4109,234
0,0.524,99.476,0,0,0,0,471028,122452506,0,0,4062,213
0,0.262,99.738,0,0,0,0,476152,122440362,0,0,4054,211
0,0.263,99.737,0,0,0,0,476894,122454024,0,0,4067,217
0.524,0,99.476,0,0,0,16384,476046,122469204,0,0,4057,219
0,0.263,99.737,0,0,0,0,476682,122452506,0,0,4058,222
0.518,1.295,98.187,0,0,0,0,390650,99765580,0,0,3659,553
1.039,0.519,98.442,0,0,0,0,477410,122455542,0,0,4103,290
0,0.262,99.738,0,0,0,0,481876,122438844,0,0,4048,209
0,0.263,99.737,0,0,0,0,483254,122461614,0,0,4055,219
0,0.262,99.738,0,0,0,45056,484314,122450988,0,0,4066,232
0,0.262,99.475,0.262,0,0,0,476858,122464650,0,0,4072,223
0,0.262,99.738,0,0,0,0,482300,122454024,0,0,4056,207
0,0.262,99.738,0,0,0,0,484844,122452506,0,0,4053,213
0.525,0,99.475,0,0,0,0,483466,122443398,0,0,4043,208
0,0.262,99.738,0,0,0,0,484208,122464650,0,0,4055,219
0,0.526,99.474,0,0,0,262144,484351,122443505,0,0,4140,286
3.590,1.026,95.385,0,0,0,40960,1737239,99944595,0,0,3993,730
3.368,0.259,96.373,0,0,0,0,2118304,122440362,0,0,4150,293
3.377,0,96.623,0,0,0,0,2118410,122452506,0,0,4170,299
3.627,0,96.373,0,0,0,0,2118834,122467686,0,0,4172,310
3.368,0.259,96.373,0,0,0,36864,2121516,122454024,0,0,4193,299
2.865,0.260,96.875,0,0,0,0,2118516,122452506,0,0,4206,282
0,0.268,99.464,0.268,0,0,49152,2118304,122441880,0,0,4071,229
0.267,0.267,99.465,0,0,0,0,2118728,122482866,0,0,4048,210
0.268,0.268,99.464,0,0,0,0,2118622,122444916,0,0,4061,224
0.267,0.535,99.198,0,0,0,0,2118622,122460096,0,0,4058,213
0.781,1.302,97.917,0,0,0,0,733224,99897128,0,0,3509,608
0,0,100,0,0,0,0,478908,122460096,0,0,4060,213
0.783,0.261,98.956,0,0,0,45056,472548,122455542,0,0,4080,243
2.057,0.257,97.686,0,0,0,0,478802,122455542,0,0,4145,257
2.558,0.256,97.187,0,0,0,8192,475056,122454024,0,0,4215,270
2.558,0.256,97.187,0,0,0,0,476682,122452506,0,0,4233,261
2.571,0,97.429,0,0,0,0,479332,122454024,0,0,4177,266
2.308,0.256,97.436,0,0,0,0,476364,122452616,0,0,4155,257
2.057,0.257,97.686,0,0,0,20480,477954,122446434,0,0,4178,270
2.308,0.256,97.436,0,0,0,0,478166,122452506,0,0,4163,254
1.292,1.292,97.416,0,0,0,0,389889,99859178,0,0,3487,611
0.266,0.266,99.468,0,0,0,0,482406,122457060,0,0,4049,209
0.267,0.267,99.467,0,0,0,0,480074,122450988,0,0,4060,224
0.531,0.265,99.204,0,0,0,0,479226,122452506,0,0,4055,227
0,0.266,99.468,0.266,0,0,270336,476364,122444916,0,0,4109,246
0.267,0,99.733,0,0,0,0,475586,122450988,0,0,4055,210
0.265,0.531,99.204,0,0,0,0,481028,122469204,0,0,4061,222
0,0.267,99.733,0,0,0,0,479332,122450988,0,0,4047,210
0,0.267,99.733,0,0,0,0,480710,122441880,0,0,4059,226
0.266,0.266,99.468,0,0,0,36864,479968,122467686,0,0,4057,214
0.787,1.312,97.900,0,0,0,32768,391936,99854624,0,0,3461,617
0,0.262,99.738,0,0,0,0,474602,122438844,0,0,4050,207
0.262,0.262,99.476,0,0,0,0,478590,122467686,0,0,4055,225
0.263,0,99.737,0,0,0,0,477318,122454024,0,0,4052,218
0,0.262,99.738,0,0,0,0,475834,122452506,0,0,4051,210
0,0.525,99.475,0,0,0,0,475586,122455542,0,0,4056,215
0.261,0.261,99.217,0.261,0,0,45056,476788,122452506,0,0,4066,227
0,0,100,0,0,0,0,476682,122452506,0,0,4043,201
0.262,0.262,99.475,0,0,0,0,476258,122455542,0,0,4054,223
0,0.262,99.738,0,0,0,0,477530,122447952,0,0,4061,212
0.779,0.779,98.442,0,0,0,0,399646,102298908,0,0,3492,532
0,0.787,99.213,0,0,0,0,471374,119879814,0,0,4008,302
0,0,100,0,0,0,45056,474880,122452506,0,0,4067,231
0.522,0.261,99.217,0,0,0,0,479968,122454024,0,0,4060,229
0,0,100,0,0,0,0,479120,122450988,0,0,4050,218
0,0.525,99.475,0,0,0,36864,475916,122458578,0,0,4066,216
0.262,0.262,99.476,0,0,0,0,469792,122443398,0,0,4056,220
0,0.262,99.738,0,0,0,0,478060,122447952,0,0,4053,204
0.262,0.262,99.475,0,0,0,20480,480604,122470722,0,0,4067,234
0.522,0.261,99.217,0,0,0,0,478970,122452506,0,0,4050,216
0,0.262,99.738,0,0,0,0,479650,122454171,0,0,4060,230
3.069,1.535,95.396,0,0,0,0,387985,99621475,0,0,3627,683
2.597,0.260,97.143,0,0,0,0,474986,122452506,0,0,4149,265
2.584,0.517,96.899,0,0,0,0,476682,122455542,0,0,4155,274
2.597,0.260,97.143,0,0,0,45056,477424,122441880,0,0,4168,279
3.109,0,96.891,0,0,0,0,467966,122473758,0,0,4163,267
1.316,0,98.421,0.263,0,0,0,477212,122444916,0,0,4115,237
0,0.532,99.468,0,0,0,0,476682,122454024,0,0,4062,222
0,0,100,0,0,0,0,469050,122438844,0,0,4054,216
0,0.266,99.734,0,0,0,0,474880,122470722,0,0,4045,210
0.265,0.265,99.469,0,0,0,65536,475304,122457060,0,0,4081,239
1.044,1.567,97.389,0,0,0,0,385187,99834892,0,0,3434,598
0.267,0,99.733,0,0,0,0,487600,122438844,0,0,4058,217
0,0.532,99.468,0,0,0,0,487600,122454024,0,0,4069,233
0.265,0.531,99.204,0,0,0,0,479968,122467686,0,0,4057,222
0,0.267,99.733,0,0,0,245760,483006,122455542,0,0,4092,230
0.267,0.267,99.467,0,0,0,49152,484738,122396340,0,0,4087,285
0,0.267,99.733,0,0,0,0,480710,122466168,0,0,4046,204
0,0.267,99.733,0,0,0,0,483042,122450988,0,0,4058,224
0.267,0,99.733,0,0,0,0,482406,122446434,0,0,4042,206
0.265,0.531,99.204,0,0,0,0,472760,122464650,0,0,4069,230
0.529,1.058,98.413,0,0,0,12288,385492,99855141,0,0,3447,596
0.531,0.531,98.939,0,0,0,0,477424,122446434,0,0,4062,229
0,0.267,99.733,0,0,0,0,477424,122441880,0,0,4056,220
0.266,0.266,99.468,0,0,0,0,470216,122469204,0,0,4062,220
0.266,0.266,99.468,0,0,0,0,474208,122454024,0,0,4047,206
0,0.267,99.733,0,0,0,8192,471064,122454024,0,0,4064,226
0.266,0,99.468,0.266,0,0,53248,476576,122441880,0,0,4054,229
0.792,0.528,98.681,0,0,0,0,469368,122475276,0,0,4063,233
0,0,100,0,0,0,0,486328,122438844,0,0,4044,210
0,0,100,0,0,0,0,488024,122450988,0,0,4055,220
0.785,1.309,97.906,0,0,0,28672,400132,99909273,0,0,3447,594
0.524,0,99.476,0,0,0,0,478734,122437326,0,0,4064,230
0,0.263,99.737,0,0,0,49152,476788,122469204,0,0,4070,237
0,0.262,99.738,0,0,0,0,479120,122452506,0,0,4066,233
0,0.263,99.737,0,0,0,0,478908,122454024,0,0,4073,225
0,0.524,99.476,0,0,0,0,469862,122454024,0,0,4067,220
0,0,100,0,0,0,0,478802,122452506,0,0,4048,208
0,0.262,99.738,0,0,0,0,477318,122452506,0,0,4055,225
0,0.263,99.737,0,0,0,12288,473502,122450988,0,0,4054,218
1.039,0.260,98.701,0,0,0,0,477212,122460096,0,0,4063,236
0,0.522,99.478,0,0,0,0,418837,107043607,0,0,3603,513
0.783,1.044,98.172,0,0,0,0,452105,115255933,0,0,3918,296
0,0.262,99.738,0,0,0,0,484102,122446434,0,0,4059,219
0.262,0.262,99.475,0,0,0,0,477742,122455542,0,0,4064,220
0,0.262,99.738,0,0,0,45056,484314,122457060,0,0,4057,219
1.042,0.260,98.698,0,0,0,49152,476646,122466168,0,0,4110,279
0,0.262,99.738,0,0,0,0,481558,122450988,0,0,4048,201
0,0,100,0,0,0,0,483996,122454024,0,0,4065,224
0,0.263,99.737,0,0,0,0,482618,122452506,0,0,4045,204
0,0.524,99.476,0,0,0,0,482724,122450988,0,0,4069,223
0,0.262,99.475,0.262,0,0,233472,483784,122461614,0,0,4103,239
0.775,1.550,97.674,0,0,0,0,398907,99742809,0,0,3653,614
0.262,0.524,99.215,0,0,0,0,489402,122464650,0,0,4062,216
0.262,0,99.738,0,0,0,0,478166,122452506,0,0,4064,233
0.262,0.262,99.476,0,0,0,0,482300,122443398,0,0,4055,227
0.262,0.262,99.475,0,0,0,0,477294,122473758,0,0,4075,232
0,0.262,99.738,0,0,0,57344,479226,122444916,0,0,4061,221
0.262,0.262,99.476,0,0,0,0,482194,122455542,0,0,4053,216
0,0.263,99.737,0,0,0,0,480180,122454024,0,0,4045,209
0,0.262,99.738,0,0,0,0,482512,122452506,0,0,4061,214
0,0.262,99.738,0,0,0,28672,481558,122458578,0,0,4050,207
0.519,1.299,98.182,0,0,0,0,386231,99843999,0,0,3472,604
0,0.263,99.737,0,0,0,49152,488978,122450988,0,0,4070,232
0,0,100,0,0,0,0,482618,122454024,0,0,4051,213
0,0.263,99.737,0,0,0,0,484950,122452506,0,0,4055,213
0.262,0.262,99.476,0,0,0,0,483336,122457060,0,0,4050,213
0,0.262,99.738,0,0,0,0,484208,122450988,0,0,4048,213
0,0,100,0,0,0,0,484632,122441880,0,0,4077,217
0,0.263,99.737,0,0,0,12288,484738,122458578,0,0,4059,220
0,0.262,99.738,0,0,0,0,486010,122463132,0,0,4056,216
0,0.525,99.475,0,0,0,0,483784,122454024,0,0,4046,206
0.781,1.042,98.177,0,0,0,0,391262,99874358,0,0,3455,605
0.792,0.264,98.681,0.264,0,0,0,474668,122458578,0,0,4085,250
0.267,0,99.733,0,0,0,0,474668,122458578,0,0,4061,224
0,0.267,99.733,0,0,0,45056,474456,122447952,0,0,4070,222
1.055,0.528,98.417,0,0,0,0,473820,122454024,0,0,4059,224
0,0,100,0,0,0,0,472524,122454024,0,0,4047,207
0.265,0.531,99.204,0,0,0,0,473396,122441880,0,0,4066,222
0,0,100,0,0,0,0,476364,122467686,0,0,4046,206
0.267,0,99.733,0,0,0,0,474880,122457060,0,0,4060,220
0,0.533,99.467,0,0,0,12288,475940,122464650,0,0,4059,223
1.050,0.787,98.163,0,0,0,282624,388638,99857661,0,0,3512,616
0.262,0.262,99.475,0,0,0,0,480900,122450988,0,0,4071,234
0.262,0.262,99.476,0,0,0,0,479968,122469204,0,0,4062,222
0,0.262,99.738,0,0,0,0,485586,122452506,0,0,4049,208
0,0.263,99.737,0,0,0,0,483042,122441880,0,0,4057,214
0,0.262,99.738,0,0,0,49152,480580,122454024,0,0,4059,224
0,0,100,0,0,0,0,482936,122463132,0,0,4063,215
0,0.525,99.475,0,0,0,0,484632,122454024,0,0,4048,206
0,0.262,99.738,0,0,0,0,475304,122432772,0,0,4052,218
0,0.262,99.738,0,0,0,0,475410,122455542,0,0,4044,207
0.522,0.261,99.217,0,0,0,36864,434863,111950192,0,0,3739,202
2.326,1.292,96.124,0.258,0,0,28672,426807,110226907,0,0,4174,705
2.597,0.260,97.143,0,0,0,0,485586,122464650,0,0,4146,265
