"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final2/iperf3-1572270041-100-macsec-chachapoly-e-1500-dstat.csv",,,,"Date:","28 Oct 2019 21:49:05 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.643,0.090,99.207,0.060,0,6345.131,416842.248,0,0,0,0,3492.429,342.448
0.815,1.359,97.826,0,0,0,0,441047,114347167,0,0,3876,317
0.270,0.270,99.459,0,0,0,0,478696,122452506,0,0,4062,230
0.809,0.270,98.922,0,0,0,61440,478590,122452506,0,0,4079,234
0,0.272,99.728,0,0,0,0,477636,122454024,0,0,4048,208
0.809,0.270,98.922,0,0,0,0,477400,122455542,0,0,4108,236
0,0.271,99.729,0,0,0,0,478908,122454024,0,0,4066,213
0.809,0.270,98.922,0,0,0,0,477742,122454024,0,0,4065,224
0,0.542,99.458,0,0,0,0,480604,122454024,0,0,4044,205
0.551,0.275,99.174,0,0,0,12288,475749,122454024,0,0,4114,342
0,0.275,99.725,0,0,0,0,474986,122457207,0,0,4062,229
2.394,1.064,96.543,0,0,0,0,375757,99798976,0,0,3498,584
0,0.276,99.724,0,0,0,0,479014,122452506,0,0,4052,209
0,0.275,99.725,0,0,0,0,478060,122451098,0,0,4071,232
0.271,0.271,99.458,0,0,0,0,486752,122454024,0,0,4058,217
0.806,0.269,98.656,0.269,0,0,45056,481428,122454024,0,0,4073,238
0,0,99.728,0.272,0,0,6598656,487600,122455542,0,0,4131,241
1.075,0.269,98.656,0,0,0,0,486540,122452506,0,0,4077,233
0,0.271,99.729,0,0,0,0,487388,122454024,0,0,4066,215
0,0.272,99.728,0,0,0,0,486752,122454024,0,0,4055,207
0.271,0.271,99.458,0,0,0,0,487176,122454024,0,0,4059,220
2.375,1.583,96.042,0,0,0,32768,387500,100343937,0,0,3531,604
0.822,0,99.178,0,0,0,0,468776,122449470,0,0,4093,235
0.548,0.274,99.178,0,0,0,0,474350,122455542,0,0,4068,226
0,0.273,99.727,0,0,0,0,476470,122452506,0,0,4046,203
0.271,0,99.729,0,0,0,0,476894,122454024,0,0,4060,224
0.809,0.270,98.922,0,0,0,0,479862,122454024,0,0,4065,221
1.072,0.268,98.391,0.268,0,0,45056,475940,122454024,0,0,4080,247
0,0.271,99.729,0,0,0,0,476788,122454024,0,0,4046,205
0,0.272,99.728,0,0,0,0,473502,122452506,0,0,4060,218
0.542,0,99.458,0,0,0,0,471252,122457060,0,0,4070,232
1.067,1.333,97.600,0,0,0,0,385567,100104093,0,0,3484,565
0.275,0.275,99.451,0,0,0,0,472760,122455542,0,0,4066,219
1.609,0,98.391,0,0,0,45056,474456,122455542,0,0,4075,255
0.270,0.539,99.191,0,0,0,0,472076,122452506,0,0,4063,222
0,0,100,0,0,0,0,476894,122446434,0,0,4060,216
0,0.272,99.728,0,0,0,0,480604,122454024,0,0,4048,207
0.539,0.270,99.191,0,0,0,0,480816,122454024,0,0,4075,228
0,0,100,0,0,0,0,481240,122454024,0,0,4072,225
0.809,0.270,98.922,0,0,0,12288,481982,122454024,0,0,4072,233
0.539,0.539,98.922,0,0,0,0,480816,122454024,0,0,4189,255
0.533,1.333,98.133,0,0,0,0,389802,99942669,0,0,3469,563
0.277,0,99.723,0,0,0,0,469790,122458578,0,0,4086,250
0.275,0.275,99.449,0,0,0,0,474562,122454024,0,0,4062,214
0.272,0.543,98.913,0.272,0,0,0,476682,122450988,0,0,4057,218
0.542,0,99.458,0,0,0,49152,475480,122454024,0,0,4069,238
1.337,0.267,98.396,0,0,0,0,477742,122454024,0,0,4108,248
4.404,0.259,95.337,0,0,0,4096,477424,122454024,0,0,4192,290
2.902,0.264,96.834,0,0,0,0,476152,122452506,0,0,4151,279
3.403,0.262,96.335,0,0,0,0,477954,122455542,0,0,4151,274
3.158,0.263,96.579,0,0,0,0,477954,122454024,0,0,4166,294
4.381,0.258,95.361,0,0,0,12288,434879,111375402,0,0,3820,520
5.699,0.777,93.523,0,0,0,294912,427640,110826988,0,0,3973,448
3.968,0.265,95.767,0,0,0,0,484632,122452506,0,0,4148,278
3.979,0.265,95.756,0,0,0,0,484102,122454024,0,0,4156,308
3.457,0.266,96.277,0,0,0,0,485162,122454024,0,0,4155,276
4.439,0.522,94.778,0.261,0,0,0,478566,122450988,0,0,4160,308
4.974,0.262,94.764,0,0,0,57344,484314,122457060,0,0,4225,324
3.714,0.265,96.021,0,0,0,0,484208,122454024,0,0,4175,297
3.714,0.265,96.021,0,0,0,0,484420,122454024,0,0,4140,266
3.968,0.265,95.767,0,0,0,0,483890,122454024,0,0,4149,302
4.011,0.267,95.722,0,0,0,0,479438,122455542,0,0,4194,341
3.158,1.316,95.526,0,0,0,0,385924,99723075,0,0,3519,644
1.892,0.270,97.838,0,0,0,45056,473078,122455542,0,0,4076,253
0,0.275,99.725,0,0,0,0,473078,122452506,0,0,4052,223
0,0.271,99.729,0,0,0,0,473820,122452506,0,0,4052,220
0.272,0,99.728,0,0,0,0,469332,122454024,0,0,4056,215
0.270,0.539,99.191,0,0,0,0,475622,122454024,0,0,4058,219
0,0,100,0,0,0,0,474880,122452506,0,0,4053,220
0.539,0.539,98.922,0,0,0,12288,476364,122455542,0,0,4066,234
3.158,0,96.842,0,0,0,0,470428,122454024,0,0,4155,292
3.166,0,96.834,0,0,0,0,475198,122454024,0,0,4141,263
4.134,1.292,94.574,0,0,0,0,383126,99903201,0,0,3530,636
4.222,0.264,95.515,0,0,0,0,482427,122450988,0,0,4178,311
4.222,0.264,95.515,0,0,0,0,483360,122457207,0,0,4198,364
4.222,0.264,95.515,0,0,0,45056,482512,122454024,0,0,4183,307
3.448,0.265,96.021,0.265,0,0,0,483218,122454024,0,0,4153,290
5.469,0.260,94.271,0,0,0,0,477742,122455542,0,0,4218,315
4.485,0,95.515,0,0,0,8192,484950,122455542,0,0,4189,313
3.457,0.266,96.277,0,0,0,0,482406,122452506,0,0,4145,262
3.714,0.265,96.021,0,0,0,0,484632,122450988,0,0,4158,301
5.469,0.260,94.271,0,0,0,20480,484420,122455652,0,0,4182,330
3.906,1.302,94.792,0,0,0,0,391380,99817187,0,0,3550,636
0.270,0.809,98.922,0,0,0,0,469498,122450988,0,0,4059,206
0,0.271,99.729,0,0,0,0,475092,122452506,0,0,4050,218
0,0,100,0,0,0,0,473078,122457060,0,0,4048,211
4.178,0,95.822,0,0,0,0,472936,122452506,0,0,4170,299
5.128,0.513,94.359,0,0,0,45056,475728,122450988,0,0,4233,313
1.340,0.268,98.391,0,0,0,45056,476788,122455542,0,0,4128,245
0.271,0.271,99.458,0,0,0,0,475834,122452506,0,0,4052,209
0.538,0.538,98.925,0,0,0,0,476788,122454024,0,0,4070,240
0,0.272,99.728,0,0,0,0,476576,122454024,0,0,4068,205
0.535,1.604,97.861,0,0,0,0,390519,99985690,0,0,3438,543
1.882,0.538,97.312,0.269,0,0,323584,479994,122455542,0,0,4143,287
0,0.548,99.452,0,0,0,0,486116,122454024,0,0,4063,231
0,0.272,99.728,0,0,0,0,483254,122428218,0,0,4046,208
0,0.271,99.729,0,0,0,0,483360,122455542,0,0,4053,214
0.809,0.270,98.922,0,0,0,0,480038,122454024,0,0,4117,232
0.541,0.270,99.189,0,0,0,45056,480180,122454024,0,0,4068,241
0.539,0.270,99.191,0,0,0,0,481664,122452506,0,0,4052,215
0.541,0.270,99.189,0,0,0,0,481028,122455542,0,0,4056,232
0.272,0,99.728,0,0,0,0,483042,122454024,0,0,4047,215
0,0.270,99.730,0,0,0,0,459949,116364537,0,0,3857,208
1.078,1.617,97.305,0,0,0,0,416100,105946147,0,0,3619,563
1.096,0,98.904,0,0,0,45056,480604,122452506,0,0,4071,249
0,0.546,99.454,0,0,0,0,478696,122454024,0,0,4054,220
0.539,0.270,99.191,0,0,0,0,477848,122454024,0,0,4058,231
0.271,0.271,99.458,0,0,0,0,474950,122454024,0,0,4047,204
0,0.271,99.729,0,0,0,0,478696,122452506,0,0,4052,217
0.541,0.270,99.189,0,0,0,4096,480922,122455542,0,0,4055,213
5.155,0.258,94.588,0,0,0,12288,474986,122454024,0,0,4184,339
2.895,0.263,96.842,0,0,0,0,479120,122452506,0,0,4145,256
3.403,0.524,96.073,0,0,0,0,481558,122457060,0,0,4157,289
1.072,1.340,97.587,0,0,0,0,383742,99736738,0,0,3446,555
0,0.548,99.452,0,0,0,0,485162,122450988,0,0,4064,227
1.600,0.267,98.133,0,0,0,45056,482830,122455542,0,0,4080,253
0,0,100,0,0,0,0,482300,122449470,0,0,4048,214
0.270,0.541,99.189,0,0,0,0,478872,122457060,0,0,4053,211
0.270,0.270,99.459,0,0,0,0,482936,122454024,0,0,4071,230
0,0.272,99.728,0,0,0,0,484844,122454024,0,0,4055,203
0.270,0.541,99.189,0,0,0,0,484420,122454024,0,0,4064,227
0.541,0.270,99.189,0,0,0,12288,483466,122455542,0,0,4064,238
0.539,0.270,99.191,0,0,0,0,484102,122454024,0,0,4062,234
0.804,1.340,97.855,0,0,0,0,387290,99735219,0,0,3417,542
0,0.276,99.724,0,0,0,16384,481982,122457060,0,0,4066,220
0,0,100,0,0,0,0,480604,122452506,0,0,4056,221
0,0.272,99.728,0,0,0,0,480498,122452506,0,0,4063,222
0.809,0.270,98.922,0,0,0,45056,476022,122454024,0,0,4076,235
0.270,0.270,99.459,0,0,0,0,480074,122454024,0,0,4100,224
4.178,0,95.822,0,0,0,0,478696,122452506,0,0,4185,284
4.639,0.258,94.845,0.258,0,0,0,480922,122455542,0,0,4161,315
2.902,0.264,96.834,0,0,0,0,476682,122454024,0,0,4135,255
4.651,0.258,95.090,0,0,0,0,479120,122454024,0,0,4152,305
3.886,1.295,94.819,0,0,0,12288,391464,99817192,0,0,3529,631
0.824,0,99.176,0,0,0,274432,479796,122460096,0,0,4132,305
0.275,0.275,99.449,0,0,0,0,488872,122450988,0,0,4066,210
0,0.274,99.726,0,0,0,0,488236,122452506,0,0,4060,219
0.271,0.271,99.458,0,0,0,0,486434,122455542,0,0,4052,213
3.412,0,96.588,0,0,0,0,480250,122452506,0,0,4211,289
4.663,0.259,95.078,0,0,0,53248,484844,122454024,0,0,4215,297
2.639,0.264,97.098,0,0,0,0,487494,122454024,0,0,4147,274
3.665,0.262,96.073,0,0,0,0,485480,122454024,0,0,4145,280
4.156,0.260,95.584,0,0,0,0,486116,122454024,0,0,4157,303
2.356,1.309,96.335,0,0,0,0,396694,99780759,0,0,3482,542
0,0.276,99.724,0,0,0,0,474582,122444916,0,0,4056,258
0.549,0,99.451,0,0,0,53248,486116,122452506,0,0,4068,238
0,0.541,99.189,0.270,0,0,0,482512,122454024,0,0,4056,218
0,0,100,0,0,0,0,484208,122454024,0,0,4042,201
0,0.541,99.459,0,0,0,0,482582,122454024,0,0,4053,215
0.541,0.270,99.189,0,0,0,0,484314,122454024,0,0,4049,217
0.271,0.271,99.458,0,0,0,20480,484950,122454024,0,0,4078,253
0,0.542,99.458,0,0,0,0,484526,122454024,0,0,4042,200
0,0,100,0,0,0,0,484950,122452506,0,0,4048,213
0.270,0.539,99.191,0,0,0,0,479967,121162529,0,0,4007,204
0.811,1.351,97.838,0,0,0,0,388363,101060108,0,0,3467,569
0,0.275,99.725,0,0,0,0,478060,122438844,0,0,4049,210
0.549,0.275,99.176,0,0,0,45056,476682,122457060,0,0,4069,241
3.723,0,96.277,0,0,0,0,475516,122454024,0,0,4151,281
4.211,0.526,95.263,0,0,0,0,470710,122452506,0,0,4183,296
