"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/ping-1570637557-macsec-morus640-e-1500-1500-dstat.csv",,,,"Date:","10 Oct 2019 03:02:09 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.773,39.031,58.937,0.260,0,7039.880,24850.538,0,0,2.191,36.389,5568.083,861.061
3.977,10.795,85.227,0,0,0,0,249440,249280,0,0,4979,3412
2.186,15.301,82.514,0,0,0,0,254400,254560,0,0,4893,3470
4.372,14.208,81.421,0,0,0,0,247040,246880,0,0,5057,3359
3.889,13.333,82.778,0,0,0,0,245120,245230,0,0,5022,3351
1.705,13.068,84.091,1.136,0,0,36864,243200,243360,0,0,4976,3307
2.222,14.444,83.333,0,0,0,0,245682,245682,0,0,5040,3337
3.315,14.365,82.320,0,0,0,0,246720,246720,0,0,5068,3351
2.762,14.917,82.320,0,0,0,0,246880,246720,0,0,5089,3368
2.312,10.983,86.705,0,0,0,0,246080,246240,0,0,5035,3360
2.260,13.559,83.051,1.130,0,0,12288,241760,241760,0,0,4953,3279
3.889,13.333,82.778,0,0,0,32768,246880,246880,0,0,5085,3383
3.297,14.286,82.418,0,0,0,0,244960,244800,0,0,5025,3319
3.333,13.889,82.778,0,0,0,0,244640,244640,0,0,5036,3342
0.565,14.689,84.746,0,0,0,0,243360,243360,0,0,5004,3324
4.865,14.054,79.459,1.622,0,0,32768,239520,239520,0,0,4924,3260
2.778,14.444,82.778,0,0,0,4096,244320,244320,0,0,5031,3338
2.247,13.483,84.270,0,0,0,0,243520,243680,0,0,4990,3305
2.174,13.043,84.783,0,0,0,0,274560,274400,0,0,4337,3664
3.804,15.217,80.978,0,0,0,0,243360,243520,0,0,5010,3309
3.297,13.736,81.319,1.648,0,0,12288,241600,241550,0,0,4967,3296
2.841,12.500,84.659,0,0,0,0,244640,244800,0,0,5031,3361
1.667,15,83.333,0,0,0,0,245280,245120,0,0,5031,3328
2.747,15.385,81.868,0,0,0,0,244480,244640,0,0,5011,3313
1.111,15.556,83.333,0,0,0,0,245280,245280,0,0,5013,3338
2.326,11.047,86.047,0.581,0,0,12288,243360,243200,0,0,4957,3302
3.261,15.761,80.978,0,0,0,24576,242720,242880,0,0,4989,3311
3.784,15.135,81.081,0,0,0,0,244800,244640,0,0,5020,3329
2.841,12.500,84.659,0,0,0,0,246162,246162,0,0,5036,3340
2.809,12.921,84.270,0,0,0,0,244960,245120,0,0,5021,3353
2.210,14.917,80.663,2.210,0,0,28672,239840,239840,0,0,4929,3262
3.243,14.054,74.595,8.108,0,0,2981888,225440,225440,0,0,4658,3080
2.747,15.385,81.868,0,0,0,0,242080,242080,0,0,4977,3314
3.371,11.236,85.393,0,0,0,0,369152,369280,0,0,4564,3643
2.260,13.559,84.181,0,0,0,0,444672,444672,0,0,5057,3365
2.286,12.571,84,1.143,0,0,40960,433440,433152,0,0,4927,3258
2.247,14.607,83.146,0,0,0,0,440640,440928,0,0,5018,3339
2.326,11.628,86.047,0,0,0,0,442656,442656,0,0,5030,3358
1.685,14.607,83.708,0,0,0,0,442368,442080,0,0,5051,3358
1.099,17.033,81.868,0,0,0,0,440640,440640,0,0,5030,3321
2.299,12.069,84.483,1.149,0,0,12288,437760,437760,0,0,4966,3302
4.444,13.333,82.222,0,0,0,0,439200,439488,0,0,5021,3365
2.762,15.470,81.768,0,0,0,0,438624,438624,0,0,5007,3313
