"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570637557-100-macsec-chachapoly-we-1500-dstat.csv",,,,"Date:","10 Oct 2019 01:42:06 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.798,37.777,60.154,0.272,0,8178.015,25656.794,0,0,2.555,23.850,5842.610,881.545
3.015,46.231,50.754,0,0,0,0,228538,117958460,0,0,2975,437
1.676,55.307,43.017,0,0,0,0,234366,121804262,0,0,4382,366
0.581,58.140,40.698,0.581,0,0,61440,236274,122336348,0,0,4507,361
0,57.803,42.197,0,0,0,0,228324,122618208,0,0,4496,341
1.136,56.250,42.614,0,0,0,0,225038,122295606,0,0,4328,364
2,48,50,0,0,0,0,232352,122621000,0,0,2954,380
1.508,48.744,49.749,0,0,0,0,230020,122671338,0,0,2932,388
2.041,49.490,47.449,1.020,0,0,2011136,234048,122106100,0,0,3373,404
0.588,58.824,40.588,0,0,0,0,235320,123331966,0,0,4472,380
1.183,59.172,39.645,0,0,0,0,231080,123316542,0,0,4468,386
1.705,46.591,51.705,0,0,0,0,189316,94611741,0,0,3674,395
0.578,57.803,41.618,0,0,0,0,238500,121479898,0,0,4470,366
0.581,58.140,40.698,0.581,0,0,61440,232670,121602856,0,0,4473,367
0.578,57.803,41.618,0,0,0,0,233836,121783254,0,0,4458,310
1.149,57.471,41.379,0,0,0,0,234896,121639288,0,0,4485,336
0.578,57.803,41.618,0,0,0,0,238924,121558834,0,0,4487,335
0.578,57.803,41.618,0,0,0,0,235002,121598546,0,0,4506,334
1.705,56.818,40.341,1.136,0,0,20480,231398,121487976,0,0,4508,388
0.575,58.046,41.379,0,0,0,0,235320,121526712,0,0,4499,340
1.724,57.471,40.805,0,0,0,0,228748,121608928,0,0,4510,344
2.105,41.579,56.316,0,0,0,0,191116,94675286,0,0,3045,454
1.508,48.744,49.749,0,0,0,0,240302,120267938,0,0,3226,433
1.508,48.744,49.246,0.503,0,0,40960,232882,120445056,0,0,3241,389
1.622,52.973,45.405,0,0,0,0,235850,119891962,0,0,4012,349
1.156,57.803,41.040,0,0,0,0,234684,120330176,0,0,4499,358
0.578,57.803,41.618,0,0,0,0,235744,120431394,0,0,4493,322
1.149,57.471,41.379,0,0,0,0,234048,120267938,0,0,4499,370
0.578,57.803,41.618,0,0,0,0,237016,120442020,0,0,4489,348
1.163,57.558,40.698,0.581,0,0,12288,231716,120422530,0,0,4497,339
0.578,57.803,41.618,0,0,0,0,233094,120329932,0,0,4503,369
0.571,46.286,53.143,0,0,0,0,189314,92873987,0,0,3653,403
1.596,52.128,46.277,0,0,0,0,235426,119551090,0,0,3706,379
2,48,50,0,0,0,61440,233624,120593820,0,0,3187,397
2.020,47.980,48.990,1.010,0,0,61440,235426,120752722,0,0,3144,440
3,47.500,49.500,0,0,0,0,226098,121307334,0,0,3114,396
3,47.500,49.500,0,0,0,0,236592,121169440,0,0,3120,416
0.562,55.618,43.820,0,0,0,0,237016,120805852,0,0,4327,345
0,57.803,42.197,0,0,0,24576,235214,121262038,0,0,4465,319
3.226,51.613,44.624,0.538,0,0,40960,234366,119982798,0,0,4104,406
1.724,57.471,40.805,0,0,0,0,233836,121205872,0,0,4503,361
3.046,40.102,56.853,0,0,0,0,186451,94396461,0,0,2725,473
2.010,48.241,49.749,0,0,0,0,230656,121765038,0,0,3118,431
2.500,47.500,50,0,0,0,0,234790,121124144,0,0,3193,409
2.500,48,48.500,1,0,0,40960,236698,121529992,0,0,3135,397
2.020,47.980,50,0,0,0,0,231186,121330104,0,0,3183,397
2.010,48.241,49.749,0,0,0,0,233624,121422702,0,0,3184,404
2,48,50,0,0,0,0,231504,121011812,0,0,3193,412
