"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-orig-dstat.csv",,,,"Date:","09 Oct 2019 18:00:08 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.127,5.323,90.909,1.641,0,156142.701,63485.889,0,0,0,0,2729.110,1806.514
1.149,55.172,43.678,0,0,0,0,70076,36100312,0,0,16642,384
1.136,56.818,42.045,0,0,0,0,59670,37785878,0,0,18041,330
0.535,52.941,46.524,0,0,0,0,59364,37721020,0,0,9050,366
0.995,49.254,49.751,0,0,0,0,52632,38046636,0,0,1326,436
0.500,50,49.500,0,0,0,0,54366,38054882,0,0,1228,398
0,50.251,49.246,0.503,0,0,57344,53550,38063966,0,0,1279,407
1,49.500,49.500,0,0,0,0,56304,38068508,0,0,1216,395
1.508,48.241,50.251,0,0,0,0,57732,38051854,0,0,1251,436
1.485,49.505,49.010,0,0,0,0,56814,38088190,0,0,1253,414
0,50.251,49.749,0,0,0,0,57120,38092732,0,0,1196,391


"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-orig-dstat.csv",,,,"Date:","09 Oct 2019 18:00:39 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.196,5.722,90.468,1.614,0,152517.571,65590.381,0,0,0,0,2709.566,1768.641
2.186,51.366,45.355,1.093,0,0,49152,103430,63172964,0,0,5125,410
0.556,55.556,43.889,0,0,0,0,108120,65948954,0,0,4505,341
0.552,55.801,43.646,0,0,0,16384,109548,65955010,0,0,4520,358
0.513,50.256,49.231,0,0,0,0,107712,65536364,0,0,2337,456
2.116,52.381,45.503,0,0,0,0,109038,65401724,0,0,6208,393
0.556,55,44.444,0,0,0,0,107304,65941384,0,0,4468,349
1.093,54.098,43.716,1.093,0,0,28672,108222,65702660,0,0,4079,362
0.995,49.254,49.751,0,0,0,0,105672,65740266,0,0,1729,413
1.990,48.756,49.254,0,0,0,0,105366,65788714,0,0,1709,411
0.556,55,44.444,0,0,0,0,106794,65521224,0,0,5797,331
