"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570637557-100-macsec-chachapoly-e-1500-dstat.csv",,,,"Date:","10 Oct 2019 02:03:10 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.807,38.114,59.811,0.269,0,7836.463,25551.541,0,0,2.448,26.520,5763.804,879.199
1.087,50,48.370,0.543,0,135168,0,115330,62749302,0,0,6781,426
0,55.556,44.444,0,0,0,0,108544,67165926,0,0,6527,346
1.639,54.645,42.623,1.093,0,0,77824,109816,67619320,0,0,4511,369
0.549,55.495,43.956,0,0,0,0,108650,67625148,0,0,4509,357
0.549,54.945,44.505,0,0,0,0,108226,67637292,0,0,4502,332
1.020,49.490,49.490,0,0,0,0,114904,66767424,0,0,2109,411
2.463,48.276,49.261,0,0,0,0,107802,67091788,0,0,1909,394
0.505,49.495,49.495,0.505,0,0,12288,110770,66949340,0,0,1916,388
2,48.500,49.500,0,0,0,0,112466,67012852,0,0,1927,406
1.500,48.500,50,0,0,0,0,108226,66785098,0,0,1899,395
2.198,43.407,54.396,0,0,53248,0,94553,52009088,0,0,3564,436
0,55.801,44.199,0,0,0,0,112678,67266114,0,0,4502,326
1.515,49.495,47.980,1.010,0,0,1175552,113738,66615868,0,0,2370,407
1.005,49.246,49.749,0,0,0,0,113314,66870648,0,0,1951,435
0.995,49.254,49.751,0,0,0,0,114480,66846116,0,0,1911,420
1.500,49,49.500,0,0,0,0,115116,66849396,0,0,1931,431
1.493,48.756,49.751,0,0,0,0,114162,66890138,0,0,1881,413
1.005,49.246,48.744,1.005,0,0,20480,110876,66900764,0,0,1901,409
1,49.500,49.500,0,0,0,73728,110982,66876720,0,0,1936,426
1.596,52.128,46.277,0,0,0,0,115540,66462794,0,0,9279,387
2.174,44.022,53.804,0,0,4096,0,94549,51738746,0,0,5492,413
0,55.556,44.444,0,0,0,0,111724,67164652,0,0,4495,333
0.552,55.249,43.094,1.105,0,0,40960,111618,67153782,0,0,4510,356
1.515,49.495,48.990,0,0,0,0,113738,66391936,0,0,2236,408
0.500,49.500,50,0,0,0,0,108544,66866094,0,0,1900,385
1.500,49,49.500,0,0,0,0,111512,66782604,0,0,1946,425
1.508,48.744,49.749,0,0,0,0,111618,66816000,0,0,1907,418
1.500,48.500,49.500,0.500,0,0,12288,112254,66853950,0,0,1914,408
1.111,55.556,43.333,0,0,0,4096,113738,66188524,0,0,11048,373
1.005,49.246,49.749,0,0,0,0,108968,66784122,0,0,1907,402
4.145,40.415,55.440,0,0,0,0,92324,51435823,0,0,2716,486
0.549,54.945,44.505,0,0,0,0,108650,67344806,0,0,4499,342
0.535,53.476,45.455,0.535,0,0,40960,110346,66790438,0,0,3513,358
2.010,48.241,49.749,0,0,0,36864,110558,66685452,0,0,1911,451
1.980,48.515,49.505,0,0,0,0,112466,66687214,0,0,1920,455
0.503,49.749,49.749,0,0,0,0,111300,66797242,0,0,1945,444
1.005,49.246,49.749,0,0,0,0,111830,67106724,0,0,1915,396
1.980,48.515,48.515,0.990,0,0,36864,113632,67064464,0,0,1931,417
1.508,48.744,49.749,0,0,0,0,112148,67123666,0,0,1934,420
1.047,52.356,46.597,0,0,0,0,117024,66772222,0,0,7379,394
1.657,44.751,53.591,0,0,0,0,96986,52279908,0,0,4780,418
0,56.180,43.820,0,0,0,0,114480,67443476,0,0,7283,350
1.639,54.645,43.169,0.546,0,0,40960,112572,67627940,0,0,4484,364
0,55.556,44.444,0,0,0,0,109816,67606932,0,0,4481,351
0.549,54.945,44.505,0,0,0,0,113314,67696494,0,0,4470,342
1.105,54.696,44.199,0,0,0,0,109286,67215914,0,0,4463,355
0,55.249,44.751,0,0,0,0,110134,67666134,0,0,4500,320
1.099,54.945,43.407,0.549,0,0,12288,112148,67538866,0,0,4509,352
0.552,55.249,44.199,0,0,0,0,111406,67628184,0,0,4509,342
0.549,55.495,43.956,0,0,0,0,111194,67619076,0,0,4512,356
1.093,46.448,52.459,0,0,0,0,94217,57026866,0,0,3885,381
2.286,52.571,45.143,0,0,0,0,112265,61020273,0,0,15431,392
