"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570637557-100-macsec-aesgcm-e-jumbo-dstat.csv",,,,"Date:","09 Oct 2019 22:51:00 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.845,33.871,63.977,0.307,0,9599.533,27209.485,0,0,0,0,5903.014,923.235
1.170,52.632,46.199,0,0,0,0,64662,36477884,0,0,16339,351
1.130,56.497,42.373,0,0,0,0,92856,38075736,0,0,16607,353
1.149,57.471,40.805,0.575,0,0,61440,89252,38393562,0,0,17916,345
2.717,53.261,39.674,4.348,0,0,1814528,89888,38265972,0,0,12800,379
1.005,49.246,49.749,0,0,0,0,83528,38638398,0,0,1256,420
1.485,49.010,49.505,0,0,0,0,83952,38604906,0,0,1245,410
1.010,48.990,50,0,0,0,0,84694,38626662,0,0,1280,405
0.500,50,48.500,1,0,0,24576,82680,38658600,0,0,1275,406
1.500,49,49.500,0,0,0,0,82892,38667924,0,0,1273,404
1.493,48.756,49.751,0,0,0,0,82468,38671032,0,0,1279,414
1.695,45.198,53.107,0,0,0,0,92963,29329224,0,0,13080,392
0.575,57.471,41.954,0,0,0,0,93916,38301714,0,0,17850,358
1.705,56.818,40.909,0.568,0,0,40960,88722,38355408,0,0,17929,356
1.149,57.471,41.379,0,0,0,4096,88404,38339010,0,0,17887,347
0.505,49.495,50,0,0,0,0,88086,38323470,0,0,1250,400
1.485,49.010,49.505,0,0,0,0,86284,38444844,0,0,1224,403
0.571,56.571,42.857,0,0,0,0,90736,38209170,0,0,16017,356
0.562,56.180,42.697,0.562,0,0,12288,94552,38095728,0,0,14628,369
1.485,49.010,49.505,0,0,0,0,84906,38572272,0,0,1268,406
1.005,49.246,49.749,0,0,0,0,84482,38562090,0,0,1291,407
1.630,44.022,54.348,0,0,0,0,52678,29833043,0,0,10127,404
1.136,56.818,42.045,0,0,0,0,43672,38447952,0,0,18137,343
1.058,51.852,46.032,1.058,0,0,40960,45898,38345922,0,0,8876,364
1,49,50,0,0,0,0,42506,38636148,0,0,1357,374
1.485,49.505,49.010,0,0,0,0,42188,38601798,0,0,1422,395
1.005,49.246,49.749,0,0,0,0,42294,38632182,0,0,1381,403
1.500,49,49.500,0,0,0,0,41870,38644452,0,0,1373,375
0,52.632,46.842,0.526,0,0,12288,49926,38363178,0,0,7638,384
0,57.471,42.529,0,0,0,0,43566,38474370,0,0,18161,324
1.695,56.497,41.808,0,0,0,0,42294,38423784,0,0,18111,328
2.778,43.333,53.889,0,0,0,0,54800,29250646,0,0,13421,423
0.571,57.143,42.286,0,0,0,0,56498,38417568,0,0,18046,335
0.500,50,49,0.500,0,0,40960,57558,38496126,0,0,1280,366
0.526,52.632,46.842,0,0,0,36864,59996,38365428,0,0,8189,346
1.136,56.818,42.045,0,0,0,0,53212,38431554,0,0,18152,330
1.695,55.367,42.938,0,0,0,0,63282,38088168,0,0,17658,341
1.136,56.818,42.045,0,0,0,0,63812,38439218,0,0,18219,340
1.143,57.143,41.143,0.571,0,0,36864,100064,38394258,0,0,18153,334
1.143,57.143,41.714,0,0,0,0,97732,38420676,0,0,18197,321
1.705,56.818,41.477,0,0,0,57344,98262,38389596,0,0,18170,376
2.778,44.444,52.778,0,0,0,0,87448,29810217,0,0,13576,367
1.143,57.143,41.714,0,0,0,0,95188,38489910,0,0,17216,360
0.575,57.471,40.805,1.149,0,0,40960,97520,38436216,0,0,18012,343
0.575,57.471,41.954,0,0,0,0,92432,38442432,0,0,17956,345
1.705,56.818,41.477,0,0,0,0,93068,38461938,0,0,17349,349
1.149,57.471,41.379,0,0,0,0,92432,38462634,0,0,17953,335
0.578,57.803,41.618,0,0,0,0,96354,38426892,0,0,18092,360
2.051,49.231,48.205,0.513,0,0,12288,97308,38323470,0,0,4280,402
1.493,48.756,49.751,0,0,0,0,87344,38622858,0,0,1272,421
0,50.251,49.749,0,0,0,0,87556,38626662,0,0,1280,421
2.010,42.211,55.779,0,0,0,0,75468,32676247,0,0,1164,444
2.286,53.714,44,0,0,0,0,119464,35663376,0,0,16330,363
1.622,53.514,44.324,0.541,0,0,40960,91584,38261168,0,0,11685,382
0.503,49.749,49.749,0,0,0,0,77486,38622858,0,0,1233,386
1.493,48.756,49.751,0,0,0,0,76956,38608014,0,0,1247,417
0,50.251,49.749,0,0,0,0,75684,38627520,0,0,1247,399
1.500,49,49.500,0,0,0,0,77698,38625108,0,0,1279,391
0.995,49.254,49.254,0.498,0,0,12288,75896,38622000,0,0,1274,409
1,49.500,49.500,0,0,0,0,76108,38657046,0,0,1286,413
0.503,49.749,49.749,0,0,0,0,76002,38638398,0,0,1282,414
0.552,54.696,44.751,0,0,0,0,83740,38220048,0,0,13245,353
1.667,44.444,53.889,0,0,0,0,50029,29737236,0,0,11422,388
1.136,56.818,41.477,0.568,0,0,40960,44308,38392704,0,0,18187,337
0.518,51.813,47.668,0,0,0,0,50244,38390292,0,0,6677,408
1.081,53.514,45.405,0,0,0,8192,50880,38172732,0,0,11152,393
1,49,50,0,0,0,0,42506,38717652,0,0,1339,403
1.493,49.254,49.254,0,0,0,0,42294,38697450,0,0,1353,404
1.111,55,42.222,1.667,0,0,20480,85330,38318808,0,0,14615,362
1.136,56.818,42.045,0,0,0,0,101124,38466600,0,0,18093,348
0.575,57.471,41.954,0,0,0,0,99958,38474208,0,0,18117,341
0.575,57.471,41.954,0,0,0,0,103138,38480586,0,0,18148,332
2.793,44.134,53.073,0,0,0,0,56493,29496205,0,0,13557,406
1.136,56.818,41.477,0.568,0,0,40960,44308,38472816,0,0,18166,350
0.571,57.143,42.286,0,0,0,0,42824,38440020,0,0,18206,338
0.571,57.143,42.286,0,0,0,69632,42718,38447952,0,0,18201,331
2.247,56.180,41.573,0,0,0,0,43460,38470404,0,0,18179,354
0.568,56.818,42.614,0,0,0,0,42612,38402886,0,0,18166,342
