"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/ping-1570716684-macsec-aegis128l-we-1500-1500-dstat.csv",,,,"Date:","11 Oct 2019 00:38:36 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.471,37.123,61.147,0.259,0,6850.354,22079.292,0,0,0,9.031,5657.110,779.361
1.105,10.497,88.398,0,0,0,0,292640,292640,0,0,4111,3902
4.865,9.189,85.946,0,0,0,0,292320,292320,0,0,4140,3941
1.695,12.994,85.311,0,0,0,0,253440,253280,0,0,5002,3428
3.825,14.208,81.967,0,0,0,0,248320,248320,0,0,5093,3370
2.273,12.500,83.523,1.705,0,0,32768,244160,244320,0,0,5032,3357
3.315,13.812,82.873,0,0,0,0,250322,250272,0,0,5136,3416
1.183,10.651,88.166,0,0,0,0,241920,242080,0,0,4938,3281
2.717,10.870,86.413,0,0,0,0,289920,289760,0,0,4265,3851
3.261,9.239,87.500,0,0,0,0,292320,292480,0,0,4087,3886
2.717,13.043,82.609,1.630,0,0,12288,262080,261920,0,0,4446,3532
2.732,13.115,84.153,0,0,0,0,265280,265280,0,0,4658,3560
3.261,14.130,82.609,0,0,0,0,254240,254400,0,0,4797,3447
2.703,12.973,84.324,0,0,0,0,274080,274080,0,0,4440,3677
2.762,8.840,88.398,0,0,0,4096,290400,290400,0,0,4163,3889
2.825,12.429,83.051,1.695,0,0,12288,239840,239680,0,0,4908,3272
2.210,14.917,82.873,0,0,0,0,245920,246080,0,0,5044,3349
2.778,13.889,83.333,0,0,0,0,246240,246240,0,0,5040,3355
3.448,10.345,86.207,0,0,0,0,240000,240000,0,0,4907,3260
3.352,13.408,83.240,0,0,0,57344,241760,241600,0,0,4966,3280
3.333,13.333,82.222,1.111,0,0,12288,237920,237920,0,0,4897,3261
3.889,12.778,83.333,0,0,0,0,243360,243360,0,0,4993,3317
2.260,12.994,84.746,0,0,0,0,239360,239520,0,0,4919,3260
2.235,14.525,83.240,0,0,0,0,238880,238720,0,0,4904,3260
2.198,15.385,82.418,0,0,0,0,239840,240000,0,0,4940,3277
3.867,13.260,81.768,1.105,0,0,102400,240000,239950,0,0,4939,3310
3.933,11.798,84.270,0,0,0,0,241920,242080,0,0,4964,3291
2.235,13.966,83.799,0,0,0,0,237760,237600,0,0,4877,3210
2.186,16.393,81.421,0,0,0,0,238482,238482,0,0,4930,3252
2.247,13.483,84.270,0,0,0,0,241760,241760,0,0,4961,3287
2.717,13.043,82.609,1.630,0,0,28672,255360,255360,0,0,4559,3465
2.703,16.216,81.081,0,0,0,0,239520,239520,0,0,4944,3272
3.279,14.208,80.328,2.186,0,188416,0,322464,322464,0,0,4536,3243
2.312,10.983,86.705,0,0,0,0,434880,435168,0,0,4977,3313
2.273,12.500,85.227,0,0,0,0,435456,435168,0,0,4953,3268
3.784,13.514,80.541,2.162,0,0,3387392,453312,453312,0,0,4721,3452
2.778,12.222,85,0,0,0,0,474912,474912,0,0,4738,3569
2.222,11.111,86.667,0,0,0,0,492192,492480,0,0,4494,3674
4.372,12.022,83.607,0,0,0,0,471168,471168,0,0,4692,3536
4.324,14.595,81.081,0,0,0,0,433152,432864,0,0,4945,3268
3.846,13.736,81.868,0.549,0,0,12288,434880,434880,0,0,4964,3312
2.222,14.444,83.333,0,0,0,0,438624,438912,0,0,5008,3333
2.841,12.500,84.659,0,0,0,0,436032,435744,0,0,4966,3298
5.435,13.043,81.522,0,0,0,0,431712,431712,0,0,4947,3278
1.657,15.470,82.873,0,0,0,0,435168,435168,0,0,4960,3270
3.352,13.408,82.123,1.117,0,0,12288,435744,436032,0,0,4989,3316
2.747,14.835,82.418,0,0,0,0,435250,434962,0,0,4962,3282
2.793,13.408,83.799,0,0,0,0,435456,435456,0,0,4957,3274
1.117,15.084,83.799,0,0,0,0,432000,432000,0,0,4926,3263
2.326,11.047,86.628,0,0,0,0,429696,429984,0,0,4892,3233
3.333,13.333,82.778,0.556,0,0,12288,435456,435168,0,0,4976,3318
2.222,14.444,83.333,0,0,0,0,435744,435744,0,0,4973,3299
4.372,13.661,81.967,0,0,0,0,433152,433152,0,0,4952,3281
2.273,11.932,85.795,0,0,0,0,458496,458784,0,0,4816,3445
2.210,14.917,82.873,0,0,0,0,438048,437760,0,0,4998,3318
2.825,11.864,84.181,1.130,0,0,12288,435456,435744,0,0,4968,3306
2.890,10.983,86.127,0,0,0,0,435168,434880,0,0,4946,3280
2.809,12.921,84.270,0,0,0,0,432370,432370,0,0,4923,3244
3.846,14.286,81.868,0,0,0,0,429696,429696,0,0,4923,3265
3.315,13.812,82.873,0,0,0,0,432576,432576,0,0,4939,3264
