"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-orig-jumbo-dstat.csv",,,,"Date:","09 Oct 2019 18:01:05 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.265,6.110,90.044,1.581,0,149170.738,65367.368,0,0,0,0,2690.864,1739.122
1.724,53.448,44.828,0,0,0,0,102308,35975590,0,0,16229,395
0,58.140,41.860,0,0,0,0,82926,37935184,0,0,17862,349
0.575,57.471,41.954,0,0,0,0,81600,37980830,0,0,17910,352
1.143,57.143,41.714,0,0,0,0,84762,37960090,0,0,17943,402
0.578,57.803,41.618,0,0,0,0,83436,37945180,0,0,17816,345
0,58.140,41.279,0.581,0,0,57344,82518,37956030,0,0,17823,345
2.260,56.497,41.243,0,0,0,0,85170,37961534,0,0,17763,378
1.724,56.897,41.379,0,0,0,20480,82620,37963780,0,0,17918,405
1.639,54.645,43.716,0,0,0,0,88536,37722676,0,0,13412,422
0.503,49.246,50.251,0,0,0,0,80478,38142188,0,0,1248,477


"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-orig-jumbo-dstat.csv",,,,"Date:","09 Oct 2019 18:02:01 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.396,6.824,89.263,1.516,0,142458.473,64755.716,0,0,0,0,2742.469,1678.507
0.541,52.432,47.027,0,0,0,0,53042,38747040,0,0,5142,354
0,54.011,44.920,1.070,0,0,86016,43350,40344406,0,0,5211,335
0.538,53.763,45.699,0,0,0,8192,43860,40329088,0,0,5290,332
0,54.054,45.946,0,0,0,0,42636,40334350,0,0,5278,333
1.070,53.476,45.455,0,0,0,0,43656,40324890,0,0,5284,351
0.535,54.011,45.455,0,0,0,0,43656,40354462,0,0,5312,330
0.521,52.083,46.354,1.042,0,0,20480,48042,39863460,0,0,3574,371
0.538,53.763,45.699,0,0,0,20480,44064,40347486,0,0,5297,344
0,54.301,45.699,0,0,0,0,43962,40368332,0,0,5218,329
0.535,53.476,45.989,0,0,0,0,43962,40363498,0,0,5227,327
