"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-macsec-morus640-e-1500-dstat.csv",,,,"Date:","09 Oct 2019 18:09:09 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.811,11.199,84.792,1.198,0,106328.193,58100.608,0,0,0,0,2656.630,1340.884
1.005,48.241,50.754,0,0,0,0,104412,41841432,0,0,1332,450
0.500,49.500,49,1,0,0,81920,100170,43041578,0,0,1245,425
1.005,49.246,49.749,0,0,0,12288,103032,43139760,0,0,1262,437
1.500,48.500,50,0,0,0,0,99428,43136724,0,0,1248,422
0.503,49.749,49.749,0,0,0,0,99428,43145942,0,0,1261,452
2,48.500,49.500,0,0,0,0,105258,43085112,0,0,1251,446
1,49,49,1,0,0,28672,100912,43091184,0,0,1273,456
1.005,49.246,49.749,0,0,0,4096,98580,43105090,0,0,1235,439
1.005,48.744,50.251,0,0,0,0,99534,43144070,0,0,1224,454
1.005,49.246,49.749,0,0,0,0,99534,43164048,0,0,1207,442
