"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/ping-1570716684-macsec-aes-gcm-e-jumbo-MACsec-Ethernet-9000-dstat.csv",,,,"Date:","10 Oct 2019 22:53:25 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.448,35.175,63.106,0.271,0,8300.951,21885.025,0,0,0,0,6013.457,772.533
3.429,13.143,83.429,0,0,0,0,225760,225760,0,0,4618,3108
3.261,16.848,79.891,0,0,0,0,224960,225120,0,0,4649,3100
2.874,13.218,83.908,0,0,0,0,224160,224160,0,0,4629,3075
1.705,14.773,83.523,0,0,0,0,225760,225600,0,0,4669,3103
2.273,14.205,81.250,2.273,0,0,32768,223040,223150,0,0,4625,3069
1.724,13.793,84.483,0,0,0,0,223442,223442,0,0,4605,3063
4,13.143,82.857,0,0,0,0,216320,216480,0,0,4483,2958
2.260,15.254,82.486,0,0,0,0,223200,223200,0,0,4619,3055
2.210,17.127,80.663,0,0,0,0,220640,220640,0,0,4590,3027
2.326,12.209,75,10.465,0,0,1064960,222240,222240,0,0,4618,3065
3.889,14.444,81.667,0,0,0,0,223520,223520,0,0,4627,3069
2.890,12.717,84.393,0,0,0,0,221920,221920,0,0,4580,3047
2.857,14.286,82.857,0,0,0,0,218080,218080,0,0,4511,2969
2.793,15.642,81.564,0,0,0,0,218560,218400,0,0,4537,2983
2.312,12.717,83.237,1.734,0,0,12288,216000,216160,0,0,4471,2962
2.732,17.486,79.781,0,0,0,0,223040,222880,0,0,4629,3063
4.324,16.757,78.919,0,0,0,0,217920,218080,0,0,4548,2992
2.247,16.292,81.461,0,0,0,0,215680,215520,0,0,4460,2921
4.624,10.983,84.393,0,0,0,0,219360,219520,0,0,4532,3002
2.312,13.873,83.815,0,0,0,12288,219680,219520,0,0,4547,3008
2.312,13.295,84.393,0,0,0,0,221760,221760,0,0,4581,3042
2.874,13.793,83.333,0,0,0,0,216960,217230,0,0,4479,2981
4.469,14.525,81.006,0,0,0,0,215360,215360,0,0,4442,2942
3.933,13.483,82.584,0,0,0,0,222720,222560,0,0,4595,3058
2.825,14.689,81.356,1.130,0,0,12288,215762,215922,0,0,4467,2950
3.429,13.143,83.429,0,0,0,0,219360,219200,0,0,4518,2999
3.933,14.607,81.461,0,0,0,0,214880,215040,0,0,4462,2959
2.778,16.111,81.111,0,0,0,0,222720,222720,0,0,4617,3045
2.874,13.218,83.908,0,0,0,0,218720,218560,0,0,4530,3007
2.857,13.143,82.857,1.143,0,0,12288,217920,218080,0,0,4520,2992
3.763,15.591,80.645,0,0,0,0,243282,243122,0,0,4347,3290
2.381,11.310,86.310,0,0,0,0,217440,217600,0,0,4486,2984
3.371,14.607,82.022,0,0,0,0,217920,217920,0,0,4541,3024
3.333,16.111,80.556,0,0,0,0,216320,216320,0,0,4483,2955
3.429,13.714,82.286,0.571,0,0,12288,214720,214560,0,0,4445,2934
3.297,14.286,82.418,0,0,0,0,244480,244640,0,0,4448,3347
3.955,13.559,82.486,0,0,0,0,393696,393824,0,0,4351,3094
2.210,17.680,80.110,0,0,0,0,394848,394848,0,0,4548,2989
4.372,15.847,79.781,0,0,0,0,397152,396864,0,0,4584,3039
3.315,16.575,79.006,1.105,0,0,16384,395712,395712,0,0,4552,3003
3.825,16.393,75.410,4.372,0,0,2695168,402336,402624,0,0,4665,3096
4.396,15.934,79.670,0,0,0,0,395712,395712,0,0,4564,3042
3.371,15.169,81.461,0,0,0,0,392256,392256,0,0,4518,2993
3.825,16.940,79.235,0,0,0,0,403200,402912,0,0,4653,3070
2.793,16.201,79.330,1.676,0,0,20480,384192,384192,0,0,4438,2921
2.660,19.681,77.660,0,0,0,0,394560,394848,0,0,4545,2997
3.315,16.575,80.110,0,0,0,0,394848,394560,0,0,4534,3002
1.744,13.953,84.302,0,0,0,0,396576,396864,0,0,4532,3004
4.396,16.484,79.121,0,0,0,0,392544,392544,0,0,4517,2981
2.717,16.848,78.261,2.174,0,0,12288,396082,395794,0,0,4559,3030
3.243,18.378,78.378,0,0,0,0,396576,396864,0,0,4560,3021
2.793,16.201,81.006,0,0,0,0,396288,396000,0,0,4567,3021
5.056,13.483,81.461,0,0,0,0,394272,394560,0,0,4539,2992
2.210,17.127,80.663,0,0,0,0,400608,400608,0,0,4616,3050
4.444,15.556,80,0,0,0,12288,388800,388800,0,0,4475,2947
2.778,16.667,80.556,0,0,0,0,396864,396576,0,0,4576,3022
3.429,13.714,82.857,0,0,0,0,392544,392942,0,0,4514,2983
3.279,17.486,79.235,0,0,0,0,392626,392626,0,0,4531,2973
3.390,14.689,81.921,0,0,0,0,393696,393696,0,0,4530,2992
2.260,14.689,81.921,1.130,0,0,12288,399744,399456,0,0,4600,3064
3.488,11.628,84.884,0,0,0,0,397728,397728,0,0,4551,3016
2.186,14.208,83.607,0,0,0,0,448704,448704,0,0,4003,3348
2.732,17.486,79.781,0,0,0,0,400896,400896,0,0,4623,3060
3.977,13.636,82.386,0,0,0,0,393696,393696,0,0,4526,3001
3.261,17.391,78.261,1.087,0,0,12288,389952,390240,0,0,4505,2962
