"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570716684-100-macsec-aes-gcm-we-jumbo-MACsec-Ethernet-dstat.csv",,,,"Date:","10 Oct 2019 23:19:03 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.475,35.431,62.826,0.268,0,7857.730,22348.629,0,0,0,0,5910.827,788.605
2.717,50.543,46.739,0,0,0,0,80986,68914012,0,0,4265,394
0.543,54.348,44.565,0.543,0,0,61440,81090,72358260,0,0,4471,340
0,54.348,45.652,0,0,0,0,80772,72301294,0,0,4461,307
0.543,54.348,45.109,0,0,0,1765376,82680,71800210,0,0,4483,342
0.543,54.348,45.109,0,0,0,0,80242,72308106,0,0,4501,331
0.541,54.054,45.405,0,0,0,0,80454,72310610,0,0,4494,313
0,54.645,44.262,1.093,0,0,20480,80772,72266570,0,0,4499,318
0,54.645,45.355,0,0,0,0,81090,72308804,0,0,4491,312
0,54.645,45.355,0,0,0,0,81620,72296452,0,0,4504,320
0,54.645,45.355,0,0,0,0,81090,72364278,0,0,4488,305
0.541,43.243,56.216,0,0,0,0,69431,54349629,0,0,3562,423
0,54.645,44.809,0.546,0,0,40960,80348,72283768,0,0,4504,320
0.543,54.348,45.109,0,0,0,0,80560,72280256,0,0,4492,309
0.543,54.348,45.109,0,0,0,4096,79818,72194472,0,0,4497,316
0,54.348,45.652,0,0,0,0,80984,72266252,0,0,4504,323
0.546,54.098,45.355,0,0,0,0,80136,72307836,0,0,4504,327
0.543,54.348,44.022,1.087,0,0,12288,80454,72272216,0,0,4496,321
0,54.645,45.355,0,0,0,0,81196,72202300,0,0,4484,303
0.541,54.054,41.081,4.324,0,0,61440,80242,72179394,0,0,4520,334
0.508,50.254,49.239,0,0,0,0,79818,71495978,0,0,2366,360
2.632,41.053,56.316,0,0,0,0,72066,54856999,0,0,2923,403
0,54.645,44.262,1.093,0,0,40960,80772,72267736,0,0,4489,318
0.543,54.348,45.109,0,0,0,0,80772,72188658,0,0,4459,303
0,54.645,45.355,0,0,0,0,81090,72196278,0,0,4469,327
0.541,54.054,45.405,0,0,0,0,80348,72213106,0,0,4466,321
0.543,54.348,45.109,0,0,0,0,80666,72259696,0,0,4470,321
0,54.645,44.809,0.546,0,0,12288,79924,72273598,0,0,4474,328
0,54.645,45.355,0,0,0,0,79924,72218964,0,0,4468,328
1.613,53.763,44.624,0,0,0,0,81302,72231104,0,0,4509,348
0,54.645,45.355,0,0,0,0,80348,72202406,0,0,4489,300
2.162,42.162,55.676,0,0,0,0,97836,54758639,0,0,3526,380
1.087,54.348,44.022,0.543,0,0,40960,156244,72233454,0,0,4496,334
0.546,54.645,44.809,0,0,0,0,105576,72242396,0,0,4482,292
0,54.645,45.355,0,0,0,0,97838,72319340,0,0,4489,321
0,54.945,45.055,0,0,0,32768,96778,72282858,0,0,4507,347
0.546,54.645,44.809,0,0,0,0,101548,72270780,0,0,4500,326
0,54.645,44.262,1.093,0,0,20480,91902,72295696,0,0,4499,318
0.546,54.645,44.809,0,0,0,0,93068,72261136,0,0,4489,294
3.209,53.476,43.316,0,0,0,0,95294,72261136,0,0,4556,390
0,54.645,45.355,0,0,0,0,91160,72350754,0,0,4495,314
1.613,41.935,56.452,0,0,0,0,75470,54964200,0,0,3303,402
1,49,49,1,0,0,45056,78758,72158034,0,0,1936,374
2.010,48.241,49.749,0,0,0,0,79818,71996056,0,0,1917,349
0.500,49.500,50,0,0,0,0,78758,72072466,0,0,1924,341
1.010,49.495,47.475,2.020,0,0,69632,78758,72051270,0,0,1975,371
1,49.500,49.500,0,0,0,0,79182,72052714,0,0,1945,337
0.503,49.246,48.744,1.508,0,0,20480,78122,72047704,0,0,1911,356
1,49.500,49.500,0,0,0,0,78546,72049034,0,0,1870,329
0.995,49.254,49.751,0,0,0,0,80666,72039616,0,0,1880,351
1.500,49,49.500,0,0,0,0,78758,71993980,0,0,1885,322
1.508,42.714,55.779,0,0,0,0,68875,61315071,0,0,1716,389
1.105,51.381,47.514,0,0,0,32768,84069,66602929,0,0,4175,390
0,54.348,45.652,0,0,0,0,80666,72693414,0,0,4476,300
0.543,54.348,45.109,0,0,0,0,80878,72665352,0,0,4490,306
0.543,54.348,45.109,0,0,0,0,81090,72680952,0,0,4497,330
1.081,54.054,44.865,0,0,0,0,81408,72582352,0,0,4496,315
0.543,54.348,44.565,0.543,0,0,36864,82256,72569832,0,0,4496,309
0,54.645,45.355,0,0,0,0,82468,72681486,0,0,4491,315
0,54.645,45.355,0,0,0,0,82150,72687932,0,0,4503,326
1.075,53.763,45.161,0,0,0,0,82256,72627280,0,0,4497,322
0.546,54.645,44.809,0,0,0,0,83528,72664818,0,0,4503,313
1.093,42.623,56.284,0,0,0,0,83738,55103597,0,0,3500,384
0.543,54.348,44.565,0.543,0,0,40960,104198,72635590,0,0,4494,318
1.087,54.348,44.565,0,0,0,0,103986,72662746,0,0,4497,316
1.622,54.054,44.324,0,0,0,0,101018,72627762,0,0,4508,344
1.081,54.054,44.865,0,0,0,0,103456,72698848,0,0,4503,335
0.546,54.645,44.809,0,0,0,0,103244,72655718,0,0,4492,304
0,54.945,44.505,0.549,0,0,12288,105894,72634544,0,0,4502,335
0.543,54.348,45.109,0,0,0,0,105470,72601906,0,0,4498,320
0.546,54.645,44.809,0,0,0,0,100276,72678036,0,0,4491,308
0,54.945,45.055,0,0,0,0,102290,72586770,0,0,4501,344
1.604,41.711,56.684,0,0,0,0,76635,54267672,0,0,3428,406
1.081,54.054,43.784,1.081,0,0,40960,80136,72326364,0,0,4477,348
0,54.396,45.604,0,0,0,0,81620,72365236,0,0,4478,317
0,54.348,45.652,0,0,0,0,79712,72344256,0,0,4480,347
1.081,54.054,44.865,0,0,0,8192,81090,72222856,0,0,4473,315
0.543,54.348,45.109,0,0,0,0,80984,72213270,0,0,4458,303
0,54.945,43.956,1.099,0,0,20480,81196,72325352,0,0,4492,304
0,54.645,45.355,0,0,0,0,81196,72219494,0,0,4491,294
0.541,54.054,45.405,0,0,0,0,82362,72287174,0,0,4482,296
0,54.645,45.355,0,0,0,40960,80030,72265024,0,0,4505,316
0,44.262,55.738,0,0,0,0,69851,55803846,0,0,3375,364
0.541,54.054,44.865,0.541,0,0,40960,81090,72091318,0,0,4492,326
0,52.632,47.368,0,0,0,0,82998,71313286,0,0,3415,327
1.081,54.054,44.865,0,0,0,0,80984,72287762,0,0,4499,320
1.613,53.763,44.624,0,0,0,4096,81408,72278382,0,0,4503,322
0.543,54.348,45.109,0,0,0,40960,79606,72263530,0,0,4510,329
0,54.348,45.652,0,0,0,0,80772,72280146,0,0,4489,308
0,54.645,44.262,1.093,0,0,36864,80454,72260442,0,0,4521,353
0.543,53.804,45.652,0,0,0,0,82150,71957016,0,0,4263,310
0.500,49.500,50,0,0,0,0,78440,71616592,0,0,1977,358
2.604,39.583,57.812,0,0,0,0,66459,54171305,0,0,2446,383
1.546,50,48.454,0,0,0,0,89358,71247982,0,0,2896,325
0,54.945,44.505,0.549,0,0,40960,90630,72660506,0,0,4500,344
0.546,54.645,44.809,0,0,0,0,89676,72619982,0,0,4497,339
0.543,54.348,45.109,0,0,0,0,92114,72642614,0,0,4474,330
0,54.945,45.055,0,0,0,0,89358,72627276,0,0,4462,317
0,54.645,45.355,0,0,0,0,91054,72677280,0,0,4459,310
0.546,54.098,44.809,0.546,0,0,12288,88616,72599214,0,0,4484,348
0,54.945,45.055,0,0,0,0,91372,72664818,0,0,4461,305
1.081,54.054,44.865,0,0,0,0,89994,72666576,0,0,4473,325
0,50,50,0,0,0,0,81068,65580636,0,0,4088,317
0.549,48.901,50.549,0,0,0,0,81428,62424428,0,0,3969,380
1.613,53.763,43.548,1.075,0,0,40960,82362,72619032,0,0,4505,340
0,54.645,45.355,0,0,0,0,82786,72670782,0,0,4497,323
0,54.645,45.355,0,0,0,0,80242,72637738,0,0,4495,322
0.543,54.348,45.109,0,0,0,4096,80560,72707790,0,0,4501,325
0.541,54.054,45.405,0,0,0,0,82468,72610948,0,0,4488,294
0,54.945,43.956,1.099,0,0,12288,82892,72682710,0,0,4505,320
1.005,49.749,49.246,0,0,0,0,81832,71741142,0,0,2132,339
0.538,53.763,45.699,0,0,0,0,83528,72261892,0,0,4322,326
0.543,54.348,45.109,0,0,0,0,83316,72695972,0,0,4493,302
2.186,42.077,55.738,0,0,0,0,68364,55162648,0,0,3540,370
0,54.645,44.809,0.546,0,0,40960,79712,72088122,0,0,4515,344
0,54.645,45.355,0,0,0,0,79712,72037332,0,0,4495,319
0.543,54.348,45.109,0,0,0,0,80560,72111608,0,0,4498,320
0,54.645,45.355,0,0,0,53248,80772,72073906,0,0,4504,300
0.541,54.054,45.405,0,0,0,0,80454,72045204,0,0,4503,318
1.087,54.348,43.478,1.087,0,0,12288,80666,72053620,0,0,4509,331
0.541,54.054,45.405,0,0,0,0,79500,71991162,0,0,4475,310
0,54.645,45.355,0,0,0,0,79076,72110432,0,0,4472,340
0,54.645,45.355,0,0,0,28672,78864,72164532,0,0,4476,323
2.151,43.011,54.839,0,0,0,0,104938,54938732,0,0,3569,387
1.622,54.054,43.243,1.081,0,0,49152,188892,72182424,0,0,4489,371
0.549,54.945,44.505,0,0,0,0,182426,72234876,0,0,4470,342
0,54.645,45.355,0,0,0,0,109392,72134558,0,0,4479,326
0,54.645,45.355,0,0,0,0,105470,71672566,0,0,4327,302
1.493,48.756,49.751,0,0,0,0,101548,71485808,0,0,1926,344
1.515,48.990,48.990,0.505,0,0,12288,103032,71419988,0,0,1944,382
