"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570716684-100-orig-jumbo-without-encryption-dstat.csv",,,,"Date:","10 Oct 2019 18:18:13 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.204,18.830,79.628,0.338,0,15894.460,21557.072,0,0,0,0,4613.832,784.028
0.571,53.714,45.714,0,0,0,0,152492,62842122,0,0,4969,353
0,57.471,42.529,0,0,0,0,166158,65500688,0,0,4379,345
1.705,56.818,40.909,0.568,0,0,57344,160854,65578562,0,0,4323,373
0,57.803,42.197,0,0,0,0,160752,65545966,0,0,4350,368
0.575,57.471,38.506,3.448,0,0,57344,160956,65571824,0,0,4362,381
1.143,57.143,41.714,0,0,0,0,160956,65550616,0,0,4352,368
0.575,57.471,41.954,0,0,0,0,161058,65574664,0,0,4352,418
1.130,56.497,41.243,1.130,0,0,12288,160854,65575416,0,0,4377,379
1.143,57.143,41.714,0,0,0,0,160752,65588030,0,0,4382,392
0.575,57.471,41.954,0,0,0,0,160650,65537464,0,0,4348,354
1.093,43.716,55.191,0,0,0,0,130981,49894888,0,0,3062,388
1,49,50,0,0,0,0,163608,65498164,0,0,1837,406
0,55.932,42.938,1.130,0,0,40960,168810,65503896,0,0,5749,333
0.568,56.818,42.614,0,0,0,0,168198,65626506,0,0,4433,318
0.575,57.471,41.954,0,0,0,0,161262,65685680,0,0,4361,369
1.143,57.143,41.714,0,0,0,0,161058,65685466,0,0,4354,390
0.575,57.471,41.954,0,0,0,0,160650,65672268,0,0,4359,364
0.578,57.803,41.040,0.578,0,0,12288,161160,65666820,0,0,4339,373
0.541,53.514,45.946,0,0,0,0,161874,65333456,0,0,3180,379
1,49,50,0,0,0,0,158100,65355750,0,0,1770,360
1.087,41.848,57.065,0,0,0,0,115370,50270668,0,0,2844,387
1.130,56.497,42.373,0,0,0,0,170442,65621038,0,0,4462,336
0.571,57.143,41.714,0.571,0,0,40960,167892,65558000,0,0,4355,348
0.575,57.471,41.954,0,0,0,0,160752,65608764,0,0,4304,365
1.149,57.471,41.379,0,0,0,0,160956,65677132,0,0,4347,383
0,57.471,42.529,0,0,0,348160,161262,65618064,0,0,4353,368
0,57.803,42.197,0,0,0,0,160854,65594814,0,0,4342,359
0.535,52.941,45.455,1.070,0,0,20480,161160,65399262,0,0,3124,373
2.488,48.259,49.254,0,0,0,0,160752,65456806,0,0,1807,384
1.515,48.485,50,0,0,0,0,160548,65460760,0,0,1790,397
2.618,39.791,57.592,0,0,0,24576,102824,49486607,0,0,4487,423
0,56.818,43.182,0,0,0,0,164118,65832516,0,0,4415,333
0.575,57.471,41.379,0.575,0,0,45056,161262,65680918,0,0,4349,381
1.705,56.250,42.045,0,0,0,0,163812,65654660,0,0,4374,359
1.136,56.818,42.045,0,0,0,0,164628,65607360,0,0,4345,366
0,57.803,42.197,0,0,0,0,161466,65653130,0,0,4322,349
1.562,51.042,47.396,0,0,0,0,162384,65498164,0,0,2596,392
1.058,52.381,45.503,1.058,0,0,12288,166872,65551492,0,0,4484,368
1.143,56.571,42.286,0,0,0,0,165444,65624716,0,0,4393,370
0.562,56.180,43.258,0,0,0,0,161772,65525992,0,0,4000,348
1.546,40.206,58.247,0,0,0,0,125980,49990786,0,0,2302,448
1.124,56.180,42.697,0,0,0,0,129948,66195648,0,0,8490,349
0.568,56.818,42.045,0.568,0,0,40960,170340,65560374,0,0,4437,317
0.565,56.497,42.938,0,0,0,0,169932,65538888,0,0,4402,309
0,57.803,42.197,0,0,0,0,163812,65657546,0,0,4313,367
1.143,57.143,41.714,0,0,0,45056,160854,65624264,0,0,4324,375
0.571,57.143,42.286,0,0,0,0,160752,65632182,0,0,4296,393
1.596,51.596,45.745,1.064,0,0,12288,162690,65437102,0,0,2836,421
1.990,48.259,49.751,0,0,0,0,164424,65582290,0,0,1803,388
1.005,49.246,49.749,0,0,0,0,165138,65579496,0,0,1784,368
1.500,44.500,54,0,0,0,0,150644,58979558,0,0,1660,374
2.247,50.562,47.191,0,0,0,0,148226,57038490,0,0,4186,394
0.571,57.143,41.714,0.571,0,0,40960,160752,65532016,0,0,4340,377
1.143,57.143,41.714,0,0,0,0,160548,65552918,0,0,4340,408
1.149,56.897,41.954,0,0,0,0,161262,65527366,0,0,4326,358
0.571,57.143,42.286,0,0,0,0,160956,65585514,0,0,4327,373
0.575,57.471,41.954,0,0,0,0,160854,65570720,0,0,4372,376
0.575,57.471,41.379,0.575,0,0,12288,160650,65545214,0,0,4317,372
1.143,57.143,41.714,0,0,0,0,160752,65525064,0,0,4342,390
0.571,57.143,42.286,0,0,0,0,160752,65539980,0,0,4301,370
0.575,57.471,41.954,0,0,0,0,160956,65533566,0,0,4357,338
2.778,43.333,53.889,0,0,0,36864,134648,50041806,0,0,9414,396
1.143,57.143,40.571,1.143,0,0,49152,164016,65511770,0,0,9081,355
0,57.225,42.775,0,0,0,0,161160,65532016,0,0,4345,369
0.575,57.471,41.954,0,0,0,0,160956,65514214,0,0,4353,387
0.575,57.471,41.954,0,0,0,0,160242,65524480,0,0,4314,353
1.081,53.514,45.405,0,0,0,0,161160,65342394,0,0,3274,391
1.075,52.151,45.699,1.075,0,0,12288,165750,65419584,0,0,5926,347
1.143,57.143,41.714,0,0,0,0,162588,65549232,0,0,4306,352
0,57.471,42.529,0,0,0,0,160752,65608764,0,0,4315,356
0.578,57.225,42.197,0,0,0,0,161466,65579482,0,0,4286,361
2.793,44.134,53.073,0,0,0,0,133120,50549742,0,0,3798,397
0,57.714,41.143,1.143,0,0,40960,166260,65619834,0,0,4356,357
0.575,57.471,41.954,0,0,0,0,161874,65680064,0,0,4359,374
0.578,57.225,42.197,0,0,0,0,160956,65669966,0,0,4365,396
0,57.471,42.529,0,0,0,0,160854,65652972,0,0,4358,340
1.143,57.143,41.714,0,0,0,0,160956,65621118,0,0,4339,385
0.575,57.471,41.379,0.575,0,0,12288,161262,65683916,0,0,4341,375
0.538,53.763,45.699,0,0,0,0,161160,65392960,0,0,3225,403
1.990,48.259,49.751,0,0,0,0,164526,65616232,0,0,1758,377
1,49.500,49.500,0,0,0,0,165342,65602746,0,0,1758,361
2.105,40,57.895,0,0,0,0,114249,49699302,0,0,2077,436
1.130,56.497,41.808,0.565,0,0,40960,162690,65868080,0,0,5121,365
0,57.471,42.529,0,0,0,0,161058,65625016,0,0,4355,356
0.575,57.471,41.954,0,0,0,0,161364,65649232,0,0,4351,390
0,57.803,42.197,0,0,0,0,159936,65499596,0,0,4339,340
1.149,56.897,41.954,0,0,0,36864,160446,65636312,0,0,4359,404
0.571,57.143,41.143,1.143,0,0,12288,161058,65629666,0,0,4379,373
1.639,54.098,44.262,0,0,0,0,162078,65443108,0,0,3459,404
1.500,49,49.500,0,0,0,0,164424,65556682,0,0,1770,379
2.500,48,49.500,0,0,0,0,165240,65608306,0,0,1784,346
2.030,40.102,57.868,0,0,0,40960,131692,50855552,0,0,1576,434
0,54.913,44.509,0.578,0,0,53248,103836,64583836,0,0,11630,346
0.575,57.471,41.954,0,0,0,0,164118,65540896,0,0,4325,376
1.143,57.143,41.714,0,0,0,0,161058,65606416,0,0,4307,381
0.575,57.471,41.954,0,0,0,0,161058,65584930,0,0,4295,348
0,57.803,42.197,0,0,0,4096,161262,65614964,0,0,4291,370
0.571,57.143,42.286,0,0,0,4096,160956,65548314,0,0,4319,368
1.705,56.818,40.341,1.136,0,0,20480,161160,65625016,0,0,4346,402
0,57.803,42.197,0,0,0,0,160854,65581830,0,0,4313,345
0,57.803,42.197,0,0,0,0,161160,65616514,0,0,4352,346
1.705,56.250,42.045,0,0,0,0,160855,64872769,0,0,4299,393
1.111,43.889,55,0,0,0,0,115369,50666911,0,0,3890,391
1.136,56.818,41.477,0.568,0,0,40960,167382,65661646,0,0,4443,375
0,57.803,42.197,0,0,0,0,161160,65724216,0,0,4356,380
0,57.471,42.529,0,0,0,0,161364,65708930,0,0,4360,332
0.575,57.471,41.954,0,0,0,0,160854,65698664,0,0,4382,361
1.571,50.785,47.644,0,0,0,0,161466,65529508,0,0,2636,376
0.556,55.556,42.778,1.111,0,0,12288,167892,65582408,0,0,7837,359
0.571,57.143,42.286,0,0,0,0,161058,65721116,0,0,4397,392
0.575,57.471,41.954,0,0,0,0,161262,65687016,0,0,4354,358
0.575,57.471,41.954,0,0,0,0,161874,65720578,0,0,4396,415
1.579,40.526,57.895,0,0,0,0,77122,50084302,0,0,2066,418
1.587,51.323,46.032,1.058,0,0,40960,147696,65695582,0,0,4888,370
0.571,57.143,42.286,0,0,0,0,168402,65728212,0,0,4415,348
0,57.803,42.197,0,0,0,0,163200,65806792,0,0,4364,350
