"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/ping-1570716684-macsec-aesgcm-we-1500-dstat.csv",,,,"Date:","10 Oct 2019 19:40:07 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.253,27.515,70.927,0.305,0,10995.442,21134.620,0,0,0,0,4965.702,756.637
2.273,13.636,84.091,0,0,0,0,249280,249280,0,0,5065,3401
2.260,13.559,84.181,0,0,0,0,248320,248160,0,0,4957,3354
3.352,13.966,82.682,0,0,0,0,248480,248640,0,0,5103,3390
2.793,14.525,82.682,0,0,0,0,246400,246350,0,0,5045,3339
2.874,10.920,84.483,1.724,0,0,53248,240882,241042,0,0,4930,3272
3.390,12.994,83.616,0,0,0,0,247200,247200,0,0,5070,3342
2.778,14.444,82.778,0,0,0,0,245280,245120,0,0,4990,3304
2.260,14.124,83.616,0,0,0,0,248320,248320,0,0,5082,3354
3.352,13.966,82.682,0,0,0,0,246400,246560,0,0,5054,3349
3.911,13.408,81.564,1.117,0,0,20480,243840,243680,0,0,5001,3317
2.778,14.444,82.778,0,0,0,0,247520,247680,0,0,5094,3387
1.143,14.286,84.571,0,0,0,0,246560,246400,0,0,5040,3330
1.744,12.209,86.047,0,0,0,0,245920,245920,0,0,5030,3333
2.793,13.966,83.240,0,0,0,0,244800,244800,0,0,5006,3294
1.685,14.607,82.022,1.685,0,0,16384,242720,242880,0,0,4971,3311
3.409,12.500,84.091,0,0,0,0,248800,248640,0,0,5083,3381
2.825,11.299,85.876,0,0,0,0,260640,260640,0,0,4747,3518
2.162,14.595,83.243,0,0,0,0,269280,269550,0,0,4594,3670
1.124,15.730,83.146,0,0,0,0,247040,246880,0,0,5051,3346
1.149,13.218,83.908,1.724,0,0,16384,241760,241920,0,0,4944,3281
3.911,13.408,82.682,0,0,0,0,247840,247840,0,0,5098,3390
2.857,12,85.143,0,0,0,0,246240,246240,0,0,5036,3339
2.825,13.559,83.616,0,0,0,0,246400,246240,0,0,5055,3348
2.299,12.644,85.057,0,0,0,0,246560,246720,0,0,5055,3335
2.222,15,81.667,1.111,0,0,16384,243680,243520,0,0,5012,3323
2.732,13.661,83.607,0,0,0,32768,268000,268000,0,0,4663,3641
2.210,9.945,87.845,0,0,0,0,290560,290720,0,0,4100,3899
2.809,10.112,87.079,0,0,0,0,276800,276640,0,0,4388,3707
4.396,10.440,85.165,0,0,0,0,277600,277600,0,0,4429,3734
1.613,14.516,82.258,1.613,0,0,57344,269202,269202,0,0,4546,3620
2.778,13.333,76.667,7.222,0,0,3047424,246560,246720,0,0,4771,3394
1.156,13.873,84.971,0,0,0,0,318944,318784,0,0,5013,3351
2.825,14.124,83.051,0,0,0,0,441216,441504,0,0,5028,3325
3.955,12.429,83.616,0,0,0,0,443808,443520,0,0,5046,3339
3.371,13.483,81.461,1.685,0,0,36864,436896,437184,0,0,4983,3306
2.299,12.644,85.057,0,0,0,0,445536,445248,0,0,5061,3373
2.857,13.143,84,0,0,0,0,442368,442368,0,0,5030,3326
2.260,14.124,83.616,0,0,0,0,446400,446688,0,0,5052,3384
1.734,13.295,84.971,0,0,0,0,444096,444096,0,0,5039,3336
3.390,12.994,82.486,1.130,0,0,16384,440352,440352,0,0,5009,3349
3.352,14.525,82.123,0,0,0,0,444960,444960,0,0,5068,3385
4.324,15.676,80,0,0,0,0,445618,445618,0,0,5083,3367
2.825,14.124,83.051,0,0,0,0,441792,441504,0,0,5012,3330
1.765,11.176,87.059,0,0,0,0,443808,443808,0,0,5017,3331
3.911,13.408,81.006,1.676,0,0,16384,436896,437184,0,0,4979,3296
2.210,12.155,85.635,0,0,0,0,497664,497664,0,0,4396,3720
1.163,12.791,86.047,0,0,0,0,446400,446112,0,0,5066,3365
2.247,14.607,83.146,0,0,0,0,441504,441902,0,0,4971,3317
2.857,12.571,84.571,0,0,0,0,444096,443808,0,0,5053,3341
1.705,14.205,82.386,1.705,0,0,16384,433152,433152,0,0,4935,3267
2.299,12.644,85.057,0,0,0,0,444096,444096,0,0,5060,3371
1.667,16.111,82.222,0,0,0,0,441216,441504,0,0,5026,3318
2.339,11.696,85.965,0,0,0,0,443520,443232,0,0,5047,3347
2.273,13.636,84.091,0,0,0,0,445330,445330,0,0,4984,3334
3.804,9.783,85.326,1.087,0,0,16384,514368,514368,0,0,4023,3808
2.747,10.989,86.264,0,0,0,0,516096,516384,0,0,4140,3832
1.648,12.088,86.264,0,0,0,0,510624,510336,0,0,4182,3782
3.911,12.849,83.240,0,0,0,0,448128,448416,0,0,5021,3378
2.717,11.413,85.870,0,0,0,0,518976,518976,0,0,4084,3837
1.657,11.050,85.635,1.657,0,0,16384,512640,512640,0,0,4025,3832
2.732,12.022,85.246,0,0,0,0,505728,505440,0,0,4266,3775
3.390,11.864,84.746,0,0,0,3088384,454464,454752,0,0,4828,3430
2.857,12,85.143,0,0,0,0,457344,457056,0,0,4879,3451
3.825,14.754,81.421,0,0,0,0,821888,821888,0,0,4537,3373
2.688,12.903,83.333,1.075,0,0,28672,955264,955808,0,0,4070,3787
1.657,12.707,85.635,0,0,0,0,1003680,1003136,0,0,4153,3935
2.312,12.139,85.549,0,0,0,24576,928064,928608,0,0,4945,3679
1.775,10.059,88.166,0,0,0,0,932960,932416,0,0,4734,3682
2.732,12.022,85.246,0,0,0,0,966688,967232,0,0,4108,3783
3.911,10.615,83.799,1.676,0,0,16384,861696,861696,0,0,4339,3434
3.933,14.045,82.022,0,0,0,0,760512,761056,0,0,4637,3081
3.333,15,81.667,0,0,0,0,767584,767040,0,0,4672,3092
3.429,12.571,84,0,0,0,0,763776,764320,0,0,4650,3096
2.841,14.205,82.955,0,0,0,0,765408,765408,0,0,4652,3074
2.747,16.484,79.121,1.648,0,0,16384,743104,742560,0,0,4535,3000
3.352,11.173,85.475,0,0,0,0,950912,950912,0,0,4431,3739
1.765,12.353,85.882,0,0,0,0,835040,835584,0,0,5035,3333
3.977,13.068,82.955,0,0,0,0,761600,761600,0,0,4638,3092
