"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/ping-1570716684-macsec-aesgcm-e-jumbo-2928-dstat.csv",,,,"Date:","10 Oct 2019 20:44:18 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.374,31.118,67.214,0.294,0,8824.245,21499.131,0,0,0,0,5734.067,766.471
1.163,13.372,85.465,0,0,0,0,238560,238720,0,0,4903,3253
3.933,14.045,79.213,2.809,0,0,90112,241120,241120,0,0,4949,3265
2.326,9.884,87.791,0,0,0,0,272320,272160,0,0,4575,3658
2.286,14.286,83.429,0,0,0,0,245440,245550,0,0,5025,3349
3.012,9.036,86.747,1.205,0,0,36864,241760,241760,0,0,4936,3295
2.326,13.372,84.302,0,0,0,0,246322,246322,0,0,5043,3351
2.339,12.281,85.380,0,0,0,8192,246400,246400,0,0,5044,3355
4.046,12.139,83.815,0,0,0,20480,245760,245760,0,0,5040,3358
1.807,10.843,87.349,0,0,0,0,246080,246240,0,0,5018,3330
2.381,10.714,85.714,1.190,0,0,36864,243040,242880,0,0,4974,3320
4.598,11.494,83.908,0,0,0,0,246080,246080,0,0,5042,3353
0.602,12.048,87.349,0,0,0,0,246720,246720,0,0,5026,3341
2.762,13.812,83.425,0,0,0,0,263680,263840,0,0,4577,3557
2.312,13.295,84.393,0,0,0,0,246720,246560,0,0,5046,3346
2.959,10.651,85.799,0.592,0,0,16384,245600,245760,0,0,5046,3364
4.217,8.434,87.349,0,0,0,0,245600,245440,0,0,5004,3338
1.807,10.241,87.952,0,0,0,0,245120,245280,0,0,4988,3309
2.841,13.068,84.091,0,0,0,16384,255680,255790,0,0,4728,3480
4.023,11.494,84.483,0,0,0,0,244160,244160,0,0,5008,3321
1.754,11.696,84.795,1.754,0,0,49152,248800,248640,0,0,4723,3369
2.286,14.857,82.857,0,0,0,0,281760,281760,0,0,5387,3819
2.907,12.209,84.884,0,0,0,0,243360,243520,0,0,4994,3303
3.488,11.628,84.884,0,0,0,16384,243200,243200,0,0,4993,3323
1.775,11.834,86.391,0,0,0,0,241440,241280,0,0,4934,3274
1.754,12.865,84.211,1.170,0,0,36864,240722,240722,0,0,4924,3277
2.809,15.169,82.022,0,0,0,0,243040,243040,0,0,5000,3337
2.381,10.119,87.500,0,0,0,0,243840,243840,0,0,4977,3310
3.390,14.124,82.486,0,0,0,8192,241760,241920,0,0,4968,3322
1.198,11.377,87.425,0,0,0,0,242720,242560,0,0,4951,3308
2.825,14.124,81.356,1.695,0,0,24576,236960,237120,0,0,4858,3247
2.339,12.281,85.380,0,0,0,0,241280,241280,0,0,4944,3299
2.381,10.714,86.905,0,0,0,0,240640,240480,0,0,4920,3272
3.279,13.115,83.607,0,0,0,3121152,388128,388128,0,0,4111,3435
2.747,17.582,79.670,0,0,0,0,356832,357120,0,0,4112,2645
1.695,16.384,79.661,2.260,0,0,36864,342720,342432,0,0,3951,2564
5.525,12.155,82.320,0,0,0,0,391968,391968,0,0,3906,2940
4.918,16.393,78.689,0,0,0,0,346464,346752,0,0,4008,2585
3.409,11.932,80.682,3.977,0,0,81920,390816,390528,0,0,4012,2927
2.247,16.854,80.899,0,0,0,0,353376,353664,0,0,4093,2668
3.429,12.571,82.286,1.714,0,0,16384,359712,359424,0,0,3909,2735
3.390,15.254,81.356,0,0,0,0,346464,346464,0,0,4019,2624
4.545,13.636,81.818,0,0,0,0,355392,355680,0,0,4074,2639
4.211,19.474,76.316,0,0,0,0,351936,351936,0,0,4100,2658
3.665,21.466,74.869,0,0,0,0,345600,345312,0,0,4027,2598
3.315,16.575,79.006,1.105,0,0,16384,348480,348480,0,0,4014,2608
3.279,17.486,79.235,0,0,0,0,354528,354816,0,0,4114,2673
4.545,13.636,81.818,0,0,0,0,357120,356832,0,0,4112,2698
2.222,17.778,80,0,0,0,0,347904,348192,0,0,4046,2644
2.809,16.292,80.899,0,0,0,0,351730,351442,0,0,4054,2650
2.747,18.132,78.571,0.549,0,0,16384,354528,354638,0,0,4098,2692
4.545,13.636,81.818,0,0,0,0,354528,354528,0,0,4094,2707
3.468,12.717,83.815,0,0,0,0,361152,361152,0,0,4144,2721
2.273,15.909,81.818,0,0,0,0,358354,358354,0,0,4111,2701
2.841,9.659,87.500,0,0,0,0,452448,452736,0,0,3904,3352
2.299,13.793,82.759,1.149,0,0,16384,380736,380736,0,0,4373,2884
3.448,13.793,82.759,0,0,0,0,382176,381888,0,0,4402,2904
3.867,16.022,80.110,0,0,0,0,379296,379296,0,0,4362,2870
1.840,9.202,88.957,0,0,0,0,375840,376128,0,0,4306,2867
2.924,12.281,84.795,0,0,0,2056192,390240,389952,0,0,4479,2979
4.598,12.644,80.460,2.299,0,0,36864,371808,372096,0,0,4287,2831
