"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-orig-jumbo-without-encryption-dstat.csv",,,,"Date:","09 Oct 2019 18:01:35 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.331,6.465,89.658,1.546,0,145460.199,64924.083,0,0,0,0,2758.302,1705.194
2.825,50.847,46.328,0,0,0,0,137702,62837998,0,0,5433,423
1.130,56.497,42.373,0,0,0,0,170034,65556634,0,0,4463,353
0.568,56.818,42.614,0,0,0,20480,170034,65588488,0,0,4491,322
1.685,56.180,42.135,0,0,0,0,170340,65583838,0,0,4506,350
0,57.471,42.529,0,0,0,0,163098,65560778,0,0,4342,360
2.793,56.425,40.223,0.559,0,0,65536,159834,65634460,0,0,4381,422
0.575,57.471,41.954,0,0,0,0,159222,65638642,0,0,4353,343
1.587,51.323,47.090,0,0,0,0,161670,65426244,0,0,2815,381
1.081,54.054,44.865,0,0,0,0,167586,65476832,0,0,4918,368
0.568,56.818,42.614,0,0,0,0,170136,65593138,0,0,4489,319


"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-orig-jumbo-without-encryption-dstat.csv",,,,"Date:","09 Oct 2019 18:02:32 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.449,7.150,88.914,1.487,0,139068.382,64457.554,0,0,0,0,2723.245,1647.144
2.717,50,47.283,0,0,0,0,149024,69440332,0,0,4245,385
0,54.696,45.304,0,0,0,0,131070,72418282,0,0,4492,308
0.543,54.348,45.109,0,0,0,0,99654,72613932,0,0,4507,325
0.546,54.645,44.809,0,0,0,0,100164,72603350,0,0,4493,322
1.087,54.348,44.565,0,0,0,0,97104,72637756,0,0,4528,356
0,54.945,43.956,1.099,0,0,61440,99552,72594310,0,0,4512,352
1.081,54.054,44.865,0,0,0,0,97104,72645732,0,0,4497,334
0.546,54.645,44.809,0,0,0,0,98430,72616910,0,0,4504,319
0,54.945,45.055,0,0,0,0,98940,72641958,0,0,4504,323
1.081,54.054,44.865,0,0,0,0,97614,72646690,0,0,4504,337
