"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final/iperf3-1570636709-1-macsec-morus640-we-1500-dstat.csv",,,,"Date:","09 Oct 2019 18:09:29 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.803,11.376,84.634,1.186,0,105050.914,57646.513,0,0,0,0,2634.314,1328.978
0,52.486,47.514,0,0,0,0,72612,47061616,0,0,4549,350
0,54.645,45.355,0,0,0,0,66992,49001136,0,0,4499,308
0.541,54.054,45.405,0,0,0,24576,68582,48970776,0,0,4513,330
1.081,54.054,44.865,0,0,0,0,70808,48964948,0,0,4508,326
0,54.348,45.652,0,0,0,0,72186,48963430,0,0,4501,319
0.541,54.054,44.324,1.081,0,0,81920,69960,48955706,0,0,4523,340
0,54.645,45.355,0,0,0,0,69536,49005690,0,0,4517,346
1.075,53.763,45.161,0,0,0,8192,71126,48983164,0,0,4520,351
0.543,54.348,45.109,0,0,0,0,70914,48963430,0,0,4493,318
0.541,54.054,45.405,0,0,0,0,70278,49001136,0,0,4517,330
