"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output http1/Http-1569171834-50-macsec-chachapoly-e-1500-1464-hB5-dstat.csv",,,,"Date:","23 Sep 2019 02:16:52 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.552,3.468,86.560,5.421,0,25269.951,35730238.132,0,0,0,0,19223.880,27887.475
0.250,0,99.750,0,0,0,0,0,147,0,0,173,101
0,0,100,0,0,0,0,502,612,0,0,67,58
0,0,100,0,0,0,57344,127,0,0,0,63,59
0,0,100,0,0,0,0,0,0,0,0,59,46
7.323,3.788,88.889,0,0,0,0,88858073,1511097,0,0,15097,28349
8.838,5.051,86.111,0,0,0,0,123375450,978904,0,0,8859,16907
7.653,4.592,87.755,0,0,0,0,123372414,546218,0,0,4407,8188
7.179,4.615,88.205,0,0,0,24576,123372414,545682,0,0,4433,8130
7.673,4.348,87.724,0.256,0,0,4096,123372414,546112,0,0,4454,8233
8.184,3.836,87.980,0,0,0,0,123373932,546346,0,0,4449,8140
7.949,3.846,88.205,0,0,0,0,123372541,544628,0,0,4403,8197
6.701,4.897,88.402,0,0,0,0,123372414,546448,0,0,4417,8125
7.653,4.592,87.755,0,0,0,36864,123373932,546683,0,0,4405,8203
7.949,3.846,88.205,0,0,0,4096,123340536,546530,0,0,4444,8146
7.161,4.859,87.980,0,0,0,0,123373932,545900,0,0,4407,8173
6.667,5.128,88.205,0,0,0,0,123358752,547520,0,0,4427,8113
7.436,4.615,87.949,0,0,0,0,123373932,545370,0,0,4403,8167
7.417,4.604,87.980,0,0,0,8192,123376968,546118,0,0,4425,8128
7.323,4.293,81.313,7.071,0,0,91693056,123367860,547808,0,0,4841,8368
7.436,3.846,84.103,4.615,0,0,123736064,123363306,547272,0,0,4561,8194
6.736,4.922,78.497,9.845,0,0,146018304,123384558,547172,0,0,4574,8239
7.692,4.359,77.692,10.256,0,0,168558592,123326874,546106,0,0,4617,8185
5.808,9.091,76.263,8.838,0,0,113340416,82044203,366706,0,0,3260,5649
7.179,4.615,88.205,0,0,0,4096,123372414,546824,0,0,4483,8017
6.959,4.381,88.660,0,0,0,0,123378486,547508,0,0,4424,8100
7.928,4.092,87.980,0,0,0,0,123366342,546434,0,0,4415,8178
7.455,4.113,88.432,0,0,0,0,123371023,548026,0,0,4435,8130
7.161,4.859,87.980,0,0,0,8192,123372414,547914,0,0,4415,8199
7.179,4.615,88.205,0,0,0,4096,123372414,547349,0,0,4459,8137
7.398,4.592,88.010,0,0,0,0,123351162,545264,0,0,4416,8169
8.142,4.326,87.532,0,0,0,0,123373932,548686,0,0,4453,8121
7.634,4.835,87.532,0,0,0,0,123370896,548550,0,0,4422,8171
7.673,4.092,87.980,0.256,0,0,8192,123372414,547096,0,0,4431,8126
7.692,4.103,88.205,0,0,0,4096,123372414,545688,0,0,4434,8190
7.398,4.847,87.755,0,0,0,0,123373932,547696,0,0,4426,8126
7.198,4.370,88.432,0,0,0,0,123373932,548550,0,0,4405,8178
7.455,4.370,85.090,3.085,0,0,21671936,123370896,546778,0,0,4462,8124
7.455,4.627,71.979,15.938,0,0,121040896,123355716,547278,0,0,4554,8233
7.013,3.896,66.494,22.597,0,0,148910080,123373932,547084,0,0,4628,8186
6.995,4.663,63.212,25.130,0,0,167772160,123373932,546854,0,0,4623,8263
7.436,4.615,73.590,14.359,0,0,169082880,123370896,549004,0,0,4609,8180
