"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","test1"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output http1/Http-1569169127-1-macsec-aesgcm-we-1464-hB5-dstat.csv",,,,"Date:","22 Sep 2019 18:23:52 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.771,1.348,95.481,1.400,0,41656.492,11346065.627,0,0,0,0,6122.987,9375.197
0.250,0,99.750,0,0,0,0,502,147,0,0,133,84
0,0,100,0,0,0,0,0,612,0,0,68,65
0,0,100,0,0,0,40960,127,0,0,0,55,56
0,0,100,0,0,0,0,147,0,0,0,70,61
2.806,2.806,94.388,0,0,0,0,87888071,380497,0,0,3273,6342
4.592,3.827,91.582,0,0,0,0,123373932,525224,0,0,4431,8057
4.569,4.315,91.117,0,0,0,0,123372414,525442,0,0,4424,8108
4.082,4.082,91.582,0.255,0,0,28672,123373932,525012,0,0,4412,8079
4.103,3.846,92.051,0,0,0,0,123361788,527562,0,0,4370,8078
4.082,4.337,91.582,0,0,0,0,123373932,527980,0,0,4409,8059
4.604,3.581,91.816,0,0,0,0,123372541,530534,0,0,4395,8118
3.846,4.103,92.051,0,0,0,0,123372561,524058,0,0,4410,8086
4.103,4.103,91.795,0,0,0,12288,123373932,526007,0,0,4403,8065
4.315,4.569,91.117,0,0,0,0,123372414,531272,0,0,4390,8110
4.835,3.562,91.603,0,0,0,0,123372414,530100,0,0,4411,8058
3.846,4.103,92.051,0,0,0,0,123364824,525124,0,0,4377,8126
3.342,4.370,92.288,0,0,0,0,123373932,528298,0,0,4388,8037
4.124,3.608,92.268,0,0,0,12288,123370896,527350,0,0,4383,8121
3.817,4.071,83.715,8.397,0,0,76902400,123375450,525754,0,0,4750,8179
4.545,3.283,78.283,13.889,0,0,127148032,123372414,528622,0,0,4523,8239
3.797,4.810,76.962,14.430,0,0,132907008,123375450,528616,0,0,4528,8089
4.315,4.061,70.305,21.320,0,0,167772160,123370896,524912,0,0,4566,8209
1.781,2.799,72.519,22.901,0,0,167772160,69376223,298066,0,0,2725,4599
