"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output http1/Http-1569171834-50-macsec-aes-gcm-e-jumbo-MACsec-Ethernet-2928-hB5-dstat.csv",,,,"Date:","23 Sep 2019 01:26:55 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.249,3.364,87.158,5.229,0,27572.451,34839339.800,0,0,0,0,17440.144,25734.128
0,0.251,99.749,0,0,0,0,502,0,0,0,1069,97
0.250,0,99.750,0,0,0,0,0,612,0,0,1037,51
0,0,100,0,0,0,0,127,0,0,0,1043,49
0,0,100,0,0,0,0,0,147,0,0,1040,62
7.035,4.020,88.945,0,0,0,40960,89168507,1590083,0,0,46188,58393
10,5.750,84.250,0,0,0,0,124164516,2203384,0,0,63547,82796
9.596,5.051,85.101,0.253,0,0,0,124167498,2203384,0,0,63548,82800
9.572,5.542,84.887,0,0,0,0,124221174,2201014,0,0,63637,82195
10.076,5.038,84.887,0,0,0,0,124146624,2203042,0,0,63553,82768
9.848,5.303,84.848,0,0,0,16384,124161534,2203172,0,0,63555,82783
10,5.750,84.250,0,0,0,0,123848551,2198076,0,0,63401,82573
9.799,5.528,84.673,0,0,0,0,124170480,2203916,0,0,63563,82789
10.076,5.038,84.887,0,0,0,0,124164516,2203384,0,0,63557,82766
10.526,5.263,84.211,0,0,0,0,124167498,2203360,0,0,63526,82698
9.572,5.542,84.635,0.252,0,0,24576,124164516,2203384,0,0,63544,82805
9.824,5.290,84.887,0,0,0,0,124164516,2203278,0,0,63548,82800
10.302,5.025,84.673,0,0,0,0,124164516,2203466,0,0,63547,82801
10.526,5.514,76.441,7.519,0,0,56168448,124167498,2204420,0,0,63976,82642
10.050,5.528,71.608,12.814,0,0,104857600,124164516,2204338,0,0,63694,82314
10.804,5.276,66.080,17.839,0,0,133439488,122217270,2153646,0,0,62537,80265
10.050,4.774,63.317,21.859,0,0,128815104,118468896,2088798,0,0,60718,78631
8.816,4.534,62.720,23.929,0,0,167772160,106554791,1890660,0,0,54837,71019
6.313,9.596,81.313,2.778,0,0,31457280,79157639,1427528,0,0,41442,51649
9.848,5.051,85.101,0,0,0,0,124161534,2208812,0,0,63645,82780
9.824,5.290,84.635,0.252,0,0,94208,124167498,2208670,0,0,63634,82769
10.327,5.290,84.383,0,0,0,0,124161534,2208800,0,0,63632,82750
10.127,4.810,85.063,0,0,0,0,124167625,2210844,0,0,63772,82212
11.222,4.988,83.791,0,0,0,0,124167498,2208841,0,0,63650,82813
9.848,5.303,84.848,0,0,0,0,124164516,2208780,0,0,63657,82783
11.278,4.511,84.211,0,0,0,16384,124161534,2208918,0,0,63649,82790
11.055,4.523,84.422,0,0,0,0,124167498,2208670,0,0,63650,82783
9.799,5.779,84.422,0,0,0,0,124167498,2208694,0,0,63639,82745
10.127,4.557,85.063,0.253,0,0,0,124161534,2208706,0,0,63655,82760
10.633,4.304,85.063,0,0,0,0,124167498,2208882,0,0,63660,82781
10.859,4.293,84.848,0,0,0,16384,124170480,2208906,0,0,63671,82785
10.526,5.263,78.446,5.764,0,0,39964672,124161534,2208776,0,0,63718,82791
10.178,4.835,72.265,12.723,0,0,111149056,124164516,2208800,0,0,63744,82842
10.101,5.303,66.162,18.434,0,0,134225920,124164516,2208776,0,0,63765,82865
10.859,4.798,59.596,24.747,0,0,166985728,124167498,2208812,0,0,63804,82832
9.045,5.528,61.055,24.372,0,0,167772160,108645173,1933176,0,0,55958,72432
4.762,8.020,76.441,10.777,0,0,59588608,53467709,971198,0,0,28500,34663
10.250,5.500,84.250,0,0,0,0,124161534,2208776,0,0,63613,82750
10.101,4.798,85.101,0,0,0,0,124164516,2208600,0,0,63647,82748
9.799,5.528,84.673,0,0,0,0,124164516,2208776,0,0,63632,82791
9.343,5.303,85.101,0.253,0,0,0,124164516,2208800,0,0,63642,82778
10.327,4.786,84.887,0,0,0,77824,124167498,2208564,0,0,63630,82743
9.548,5.779,84.673,0,0,0,0,124164516,2208494,0,0,63633,82755
10.050,5.276,84.673,0,0,0,0,124164516,2208776,0,0,63630,82811
9.824,5.542,84.635,0,0,0,0,124164516,2208812,0,0,63625,82743
10.526,4.762,84.712,0,0,0,0,124164516,2210586,0,0,63781,82141
10.101,4.798,84.848,0.253,0,0,16384,124170480,2208906,0,0,63650,82785
10.831,4.282,84.887,0,0,0,0,124161534,2208706,0,0,63640,82777
9.848,5.051,85.101,0,0,0,0,124167498,2208882,0,0,63643,82792
10.076,5.038,84.635,0.252,0,0,5640192,124164516,2208776,0,0,63665,82772
10.302,5.779,73.116,10.804,0,0,137035776,124167498,2206338,0,0,63675,82636
10.224,5.736,72.070,11.970,0,0,102817792,120937992,2139240,0,0,62002,80333
9.548,6.533,60.050,23.869,0,0,167772160,124164516,2208918,0,0,63786,82867
9.848,5.556,60.606,23.990,0,0,169082880,124167498,2208776,0,0,63772,82876
3.500,8,74.750,13.750,0,0,97255424,38410597,694776,0,0,20385,25523
10.101,5.051,84.848,0,0,0,0,124146624,2213491,0,0,63957,80489
9.572,5.793,84.635,0,0,0,73728,124167498,2208812,0,0,63660,82777
9.824,5.290,84.887,0,0,0,0,124164516,2208918,0,0,63657,82768
9.320,6.045,84.635,0,0,0,0,124164516,2208588,0,0,63642,82718
9.596,5.556,84.848,0,0,0,0,124167498,2208882,0,0,63647,82797
9.596,5.556,84.848,0,0,0,0,124164516,2208800,0,0,63651,82757
10.526,5.013,84.461,0,0,0,16384,124164516,2208780,0,0,63654,82781
10.500,5.500,84,0,0,0,0,124164516,2208282,0,0,63621,82672
10.380,4.557,85.063,0,0,0,0,124167498,2208776,0,0,63658,82810
10.474,5.486,83.791,0.249,0,0,0,124164516,2209024,0,0,63655,82769
