"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","test1"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output http1/Http-1569169127-1-macsec-aesgcm-we-jumbo-1500-hB5-dstat.csv",,,,"Date:","22 Sep 2019 18:26:24 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.793,1.373,95.382,1.453,0,40834.439,11666492.336,0,0,0,0,6144.339,9436.651
0,0,100,0,0,0,0,0,257,0,0,1078,114
0,0,100,0,0,0,0,502,502,0,0,1043,55
0,0,100,0,0,0,0,127,0,0,0,1043,41
0,0,100,0,0,0,0,0,0,0,0,1042,42
3.544,2.278,93.924,0.253,0,0,36864,88432455,388035,0,0,3953,6448
5.500,3.750,90.750,0,0,0,0,123406248,537738,0,0,5031,8113
5.736,3.741,90.524,0,0,0,0,123406354,537744,0,0,5055,8077
6.015,2.757,91.228,0,0,0,0,123409356,538056,0,0,5031,8130
5.750,3.500,90.750,0,0,0,0,123362842,535934,0,0,5057,8064
5.038,3.526,91.436,0,0,0,12288,123376828,537838,0,0,5056,8066
5.500,3.500,91,0,0,0,0,123406375,536572,0,0,5035,8118
6.030,2.764,91.206,0,0,0,0,123355072,535824,0,0,5063,8082
5.764,3.258,90.977,0,0,0,0,123409356,537249,0,0,5038,8124
5.459,4.218,90.323,0,0,0,0,123384598,536566,0,0,5052,8072
5.764,3.258,90.977,0,0,0,12288,123406248,537844,0,0,5032,8140
5.025,3.769,91.206,0,0,0,0,123358180,536978,0,0,5054,8064
5.556,2.778,91.667,0,0,0,0,123381384,539428,0,0,5054,8079
5.955,3.722,90.323,0,0,0,0,123409356,537102,0,0,5028,8121
5.750,3.750,80.500,10,0,0,81059840,123353518,536248,0,0,5407,8194
6.015,3.258,76.441,14.286,0,4096,109129728,120192788,517174,0,0,5059,7764
6.750,3.250,67,23,0,4096,163581952,119801286,514306,0,0,5133,7713
5.736,3.741,66.584,23.940,0,4096,169082880,119412680,513358,0,0,5088,7727
3.769,2.513,70.101,23.618,0,8192,167772160,75410803,322764,0,0,3667,4818
